side,horizon_minutes,feature_count,ctx_body_atr_bucket,ctx_body_direction,train_sample_size,train_success_rate,train_avg_return_atr,train_median_return_atr,train_avg_mfe_atr,train_avg_mae_atr,test_sample_size,test_success_rate,test_avg_return_atr,test_median_return_atr,test_avg_mfe_atr,test_avg_mae_atr,baseline_train_success_rate,baseline_test_success_rate,baseline_train_avg_return_atr,baseline_test_avg_return_atr,train_success_lift,test_success_lift,train_return_lift,test_return_lift,candidate_status,feature_1,feature_2,ctx_range_atr_bucket,ctx_dist_ema20_atr_bucket,ctx_sweep_high,ctx_dist_donchian_high20_atr_bucket,ctx_dist_donchian_low20_atr_bucket,ctx_sweep_low
UP,5,2,Q2,1,1784,0.5072869955156951,-0.017282648885522993,-0.018853299798572247,1.2014784992220637,1.2159006866968844,765,0.4993464052287582,-0.013616800390562797,-0.06608569353672732,1.2640935246850113,1.1717348362239395,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,-0.03296221334506433,-0.03710952462818695,-0.1485234089053901,-0.12435808482458323,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_body_direction,,,,,,
UP,5,2,Q3,-1,318,0.20440251572327045,-0.6554706684726095,-0.6293755357812079,0.5201791781859811,1.9109272325356466,137,0.23357664233576642,-0.8516090527230361,-0.696579298089635,0.4227145080705517,1.9945471063638647,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,-0.335846693137489,-0.3028792875211787,-0.7867114284924765,-0.9623503371570565,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_body_direction,,,,,,
UP,5,2,Q3,1,2197,0.594446973145198,0.22416467640548932,0.1988483685220025,1.4178471236938288,0.9705960311950456,942,0.5817409766454352,0.21926085027335257,0.15154781569483294,1.4187822171766125,0.9870847301496948,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,0.054197764284438565,0.0452850467884901,0.09292391638562222,0.10851956583933214,ROBUST_POSITIVE,ctx_body_atr_bucket,ctx_body_direction,,,,,,
UP,5,2,Q4_HIGH,-1,118,0.059322033898305086,-1.0676221428913442,-1.1606485458900258,0.10000100362591285,2.2804999623528586,51,0.09803921568627451,-1.2305654995932873,-1.0151057401812393,0.09077813130650554,2.41708704016606,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,-0.48092717496245435,-0.43841671417067063,-1.1988629029112112,-1.3413067840273079,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_body_direction,,,,,,
UP,5,2,Q4_HIGH,1,2619,0.7563955708285606,0.7593799486190733,0.7033816425120125,2.0028820053019203,0.4852524603029583,1123,0.7569011576135352,0.6932901193779945,0.608177172061624,1.939644677144239,0.5124638882539266,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,0.21614636196780113,0.22044522775659003,0.6281391885992063,0.582548834943974,ROBUST_POSITIVE,ctx_body_atr_bucket,ctx_body_direction,,,,,,
DOWN,5,2,Q1_LOW,,1253,0.4381484437350359,-0.06987741870914763,-0.11819333051910545,1.1132813938120514,1.2808171616136477,537,0.478584729981378,-0.07256595508081155,-0.06370318515931006,1.025784963748534,1.2527800399514564,0.5537287140340575,0.5668949771689498,0.16726775773193228,0.185651650524687,-0.11558027029902163,-0.08831024718757174,-0.2371451764410799,-0.25821760560549856,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_range_atr_bucket,Q1_LOW,,,,,
DOWN,5,2,Q1_LOW,,723,0.41217150760719223,-0.22459585261745965,-0.1855880353498303,1.016445560949606,1.3796154159191643,311,0.4212218649517685,-0.2332697889014266,-0.23324694557608008,1.052105334708048,1.4408577499599124,0.5537287140340575,0.5668949771689498,0.16726775773193228,0.185651650524687,-0.1415572064268653,-0.14567311221718127,-0.39186361034939193,-0.4189214394261136,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_range_atr_bucket,Q2,,,,,
DOWN,5,2,Q1_LOW,,359,0.4011142061281337,-0.14703037705635652,-0.08975834292276738,1.077342674356612,1.4036969174092289,155,0.3741935483870968,-0.2505856107265983,-0.20854922279794322,0.9869037721878876,1.5150070695975077,0.5537287140340575,0.5668949771689498,0.16726775773193228,0.185651650524687,-0.15261450790592385,-0.19270142878185298,-0.31429813478828883,-0.43623726125128526,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_range_atr_bucket,Q3,,,,,
DOWN,5,2,Q2,,955,0.47958115183246075,-0.012063090074140905,-0.06461538461484063,1.1463467713335562,1.1669015549583948,410,0.4609756097560976,-0.12523789546556113,-0.03637869587483668,1.1494381844008912,1.2423804087882562,0.5537287140340575,0.5668949771689498,0.16726775773193228,0.185651650524687,-0.0741475622015968,-0.10591936741285218,-0.1793308478060732,-0.3108895459902481,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_range_atr_bucket,Q1_LOW,,,,,
DOWN,5,2,Q2,,162,0.3950617283950617,-0.5293851234665328,-0.38283743310251445,0.9117135016838123,1.591151994057734,70,0.37142857142857144,-0.29565634329682633,-0.09811905964542685,1.1408791840981642,1.5631679669705263,0.5537287140340575,0.5668949771689498,0.16726775773193228,0.185651650524687,-0.15866698563899584,-0.19546640574037832,-0.696652881198465,-0.48130799382151335,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_range_atr_bucket,Q4_HIGH,,,,,
DOWN,5,2,Q4_HIGH,,695,0.7165467625899281,0.5156421982197769,0.45344129554650353,1.7675038898905597,0.6655028889311785,299,0.68561872909699,0.5005814299562541,0.392392392392062,1.5288631901589296,0.6776002911679249,0.5537287140340575,0.5668949771689498,0.16726775773193228,0.185651650524687,0.16281804855587056,0.11872375192804019,0.3483744404878446,0.3149297794315671,ROBUST_POSITIVE,ctx_body_atr_bucket,ctx_range_atr_bucket,Q3,,,,,
DOWN,5,2,Q4_HIGH,,1866,0.7786709539121115,0.8114720349417699,0.7129424116300724,2.1493743457917076,0.4474081303383866,801,0.7740324594257179,0.8038539142689476,0.6959537572253012,2.082139287834494,0.43218534305570533,0.5537287140340575,0.5668949771689498,0.16726775773193228,0.185651650524687,0.22494223987805395,0.2071374822567681,0.6442042772098376,0.6182022637442606,ROBUST_POSITIVE,ctx_body_atr_bucket,ctx_range_atr_bucket,Q4_HIGH,,,,,
UP,5,2,Q1_LOW,,1241,0.4262691377921031,-0.12382362149742182,-0.16492146596887217,1.0297107085395096,1.300343476675414,532,0.4191729323308271,-0.1921266662654946,-0.1672804858377662,1.0104791811498852,1.3141053237220899,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,-0.11398007106865632,-0.11728299752611804,-0.25506438151728894,-0.302867950699515,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_range_atr_bucket,Q1_LOW,,,,,
UP,5,2,Q1_LOW,,686,0.4110787172011662,-0.3008971341207019,-0.28650233811544285,0.9722263993062937,1.4988670599616258,295,0.376271186440678,-0.3074079906038848,-0.344086021505345,0.9562579617388677,1.4883586497141073,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,-0.12917049165959327,-0.16018474341626715,-0.432137894140569,-0.4181492750379052,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_range_atr_bucket,Q2,,,,,
UP,5,2,Q1_LOW,,380,0.42894736842105263,-0.18605255296430742,-0.11710034625019713,1.0221205559375424,1.5118514721651335,163,0.44171779141104295,-0.0573520514256101,-0.03730017761985878,1.0401343206670541,1.41124659340383,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,-0.11130184043970681,-0.09473813844590218,-0.3172933129841745,-0.16809333585963052,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_range_atr_bucket,Q3,,,,,
UP,5,2,Q2,,935,0.46951871657754013,-0.06647181181326396,-0.13079499383058324,1.1367016299832349,1.2635546847330736,402,0.4601990049751244,-0.06387905347995922,-0.07914336669894334,1.150605333906248,1.2034487762590778,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,-0.07073049228321932,-0.07625692488182073,-0.19771257183313107,-0.17462033791397963,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_range_atr_bucket,Q1_LOW,,,,,
UP,5,2,Q2,,816,0.42769607843137253,-0.2803642722419357,-0.20948751853538627,1.0288250372026215,1.4342073776240174,351,0.42735042735042733,-0.25998565110419536,-0.3170394918531383,1.0595400662017922,1.3765652678752243,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,-0.11255313042938692,-0.10910550250651779,-0.4116050322618028,-0.3707269355382158,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_range_atr_bucket,Q2,,,,,
UP,5,2,Q2,,525,0.46476190476190476,-0.044146880728686104,0.0054284606432851166,1.086623080191462,1.3073409628064185,225,0.4488888888888889,-0.03603776549416736,-0.06293706293716618,1.1498083736690776,1.294954367406505,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,-0.07548730409885468,-0.08756704096805623,-0.1753876407485532,-0.1467790499281878,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_range_atr_bucket,Q3,,,,,
UP,5,2,Q2,,154,0.4090909090909091,-0.2059961247506912,-0.12981284451901004,1.058423793699188,1.3835856957608348,66,0.25757575757575757,-0.4352477158641941,-0.8020926197148119,0.8975968667471111,1.7050095153269846,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,-0.13115829976985033,-0.27888017228118755,-0.3372368847705583,-0.5459890002982145,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_range_atr_bucket,Q4_HIGH,,,,,
UP,5,2,Q4_HIGH,,753,0.6600265604249668,0.440279175611939,0.39869812855984543,1.6236185950159139,0.7218590830275371,324,0.6574074074074074,0.2956436084983583,0.30519729902914655,1.4859618812262896,0.8291680362617562,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,0.11977735156420732,0.12095147755046232,0.3090384155920719,0.18490232406433788,ROBUST_POSITIVE,ctx_body_atr_bucket,ctx_range_atr_bucket,Q3,,,,,
UP,5,2,Q4_HIGH,,1889,0.7617787188988883,0.8165679793236926,0.7531502423263097,2.0673107455755537,0.46619612320713966,810,0.7506172839506173,0.7486827393872904,0.663457117728957,2.0245516999193973,0.5119599436697533,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,0.22152951003812882,0.2141613540936722,0.6853272193038256,0.6379414549532699,ROBUST_POSITIVE,ctx_body_atr_bucket,ctx_range_atr_bucket,Q4_HIGH,,,,,
DOWN,5,2,Q1_LOW,,520,0.43846153846153846,-0.09617389074845464,-0.23895688128164533,1.2161476439171548,1.3274483342042247,223,0.4125560538116592,-0.14751849524367897,-0.2217709179530628,1.1373422876117614,1.325262790685038,0.5537287140340575,0.5668949771689498,0.16726775773193228,0.185651650524687,-0.11526717557251909,-0.15433892335729055,-0.2634416484803869,-0.33317014576836596,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q1_LOW,,,,
DOWN,5,2,Q1_LOW,,716,0.4106145251396648,-0.13320407607401313,-0.1796188323192992,1.094570250539797,1.3134310027851084,307,0.4495114006514658,-0.18232914554171786,-0.17103588699398675,1.0155158241199655,1.3779880452038484,0.5537287140340575,0.5668949771689498,0.16726775773193228,0.185651650524687,-0.14311418889439276,-0.11738357651748399,-0.30047183380594544,-0.3679807960664049,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q2,,,,
DOWN,5,2,Q1_LOW,,706,0.4475920679886686,-0.06065652322067869,-0.11105628609301416,1.1201399404520969,1.313723474516554,303,0.46534653465346537,-0.09973891821804247,0.0016988229584159315,0.9967442810121079,1.3002204583466066,0.5537287140340575,0.5668949771689498,0.16726775773193228,0.185651650524687,-0.10613664604538897,-0.1015484425154844,-0.22792428095261097,-0.28539056874272944,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q3,,,,
DOWN,5,2,Q1_LOW,,520,0.41346153846153844,-0.1343841798487764,-0.017307304173916113,1.0271118015207947,1.4011979338915597,223,0.3991031390134529,-0.3296686393697509,-0.24853635505206703,0.8807346652424023,1.5043723172835683,0.5537287140340575,0.5668949771689498,0.16726775773193228,0.185651650524687,-0.1402671755725191,-0.16779183815549686,-0.3016519375807087,-0.5153202898944379,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q4_HIGH,,,,
DOWN,5,2,Q2,,585,0.4598290598290598,-0.18632667840731296,-0.290473407364135,1.209411620555296,1.34604142553113,252,0.46825396825396826,-0.09774921372670357,0.0026129152668883026,1.241147227119549,1.2325755118440755,0.5537287140340575,0.5668949771689498,0.16726775773193228,0.185651650524687,-0.09389965420499774,-0.09864100891498151,-0.35359443613924524,-0.28340086425139055,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q1_LOW,,,,
DOWN,5,2,Q2,,725,0.4675862068965517,-0.07132466905547298,-0.06619385342804746,1.1250720773034908,1.2415046534018257,312,0.5064102564102564,-0.02392485956471892,0.0376356739677933,1.2170618662800814,1.2463411045689818,0.5537287140340575,0.5668949771689498,0.16726775773193228,0.185651650524687,-0.08614250713750582,-0.06048472075869338,-0.23859242678740528,-0.20957651008940592,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q3,,,,
DOWN,5,2,Q2,,471,0.4182590233545648,-0.16159310672548824,-0.07449638920563616,0.9745035585060674,1.3381204791756212,203,0.39901477832512317,-0.12175998002378126,-0.05840568271505801,0.9749637948199429,1.4181527638084677,0.5537287140340575,0.5668949771689498,0.16726775773193228,0.185651650524687,-0.13546969067949277,-0.1678801988438266,-0.3288608644574205,-0.30741163054846826,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q4_HIGH,,,,
DOWN,5,2,Q3,,810,0.6160493827160494,0.31115068424005443,0.18928089614205582,1.6430651028465064,0.9102342456938568,348,0.6264367816091954,0.29078322830959596,0.2997756110323528,1.4625324923076861,0.8726088133430681,0.5537287140340575,0.5668949771689498,0.16726775773193228,0.185651650524687,0.06232066868199182,0.059541804440245594,0.14388292650812215,0.10513157778490897,ROBUST_POSITIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q1_LOW,,,,
DOWN,5,2,Q3,,763,0.5884665792922673,0.26559857732454817,0.24319895116385892,1.4629109379576568,0.946838706710034,327,0.6085626911314985,0.2432386262548199,0.3160270880363315,1.4453015318031635,1.02972251822979,0.5537287140340575,0.5668949771689498,0.16726775773193228,0.185651650524687,0.034737865258209766,0.04166771396254876,0.09833081959261589,0.05758697573013291,ROBUST_POSITIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q2,,,,
DOWN,5,2,Q3,,402,0.4900497512437811,-0.05316023313683538,0.020246936629158042,1.1172638378386772,1.217519523951518,173,0.4682080924855491,-0.10463349615941057,-0.024046719340301514,1.0109810174505756,1.1764871278858877,0.5537287140340575,0.5668949771689498,0.16726775773193228,0.185651650524687,-0.06367896279027646,-0.09868688468340064,-0.22042799086876766,-0.29028514668409755,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q4_HIGH,,,,
DOWN,5,2,Q4_HIGH,,1304,0.7776073619631901,0.8645940640455768,0.6976890215740255,2.2814672867988643,0.397018972492637,559,0.8085867620751341,0.8931841784204104,0.7396994667960232,2.1754376658105956,0.38115056088417976,0.5537287140340575,0.5668949771689498,0.16726775773193228,0.185651650524687,0.2238786479291326,0.24169178490618437,0.6973263063136446,0.7075325278957234,ROBUST_POSITIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q1_LOW,,,,
DOWN,5,2,Q4_HIGH,,668,0.7544910179640718,0.6890859108181401,0.5927458470850007,1.8924862848376318,0.514679005117633,287,0.7212543554006968,0.6059406978356399,0.5217076700437581,1.7439188061830708,0.5463674305212787,0.5537287140340575,0.5668949771689498,0.16726775773193228,0.185651650524687,0.20076230393001426,0.15435937823174706,0.5218181530862078,0.42028904731095285,ROBUST_POSITIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q2,,,,
DOWN,5,2,Q4_HIGH,,444,0.777027027027027,0.6207236700997718,0.6412381605803209,1.7972710655785673,0.5659438342924238,191,0.6910994764397905,0.4713322146999568,0.36129032258033944,1.6099163215589642,0.6869718837507698,0.5537287140340575,0.5668949771689498,0.16726775773193228,0.185651650524687,0.22329831299296943,0.12420449927084076,0.45345591236783955,0.28568056417526977,ROBUST_POSITIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q3,,,,
UP,5,2,Q1_LOW,,515,0.3864077669902913,-0.2845378728183321,-0.2414494719504769,0.9236231944244361,1.5632448057813535,221,0.37104072398190047,-0.1812707275044214,-0.19481582537489392,0.9729443482275701,1.4612213553971187,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,-0.15384144187046817,-0.16541520587504466,-0.41577863283819916,-0.29201201193844184,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q1_LOW,,,,
UP,5,2,Q1_LOW,,709,0.44428772919605075,-0.22427089168609662,-0.10724637681156621,0.9999763437531402,1.4450316679580932,304,0.3848684210526316,-0.37207619826318916,-0.29833651002840733,0.898101926487889,1.531132086025377,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,-0.0959614796647087,-0.15158750880431354,-0.3555116517059637,-0.4828174826972096,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q2,,,,
UP,5,2,Q1_LOW,,653,0.41500765696784075,-0.23780846153477497,-0.19142091152822646,0.9868313996949589,1.3780589742190879,280,0.44285714285714284,-0.11193675877934717,-0.05763919402150261,1.0258794163290552,1.302560733968083,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,-0.1252415518929187,-0.09359878699980229,-0.36904922155464204,-0.2226780432133676,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q3,,,,
UP,5,2,Q2,,454,0.3986784140969163,-0.22740144221326514,-0.16061903780254516,0.9378307590054493,1.5211761382928537,195,0.4205128205128205,-0.08950061881930503,-0.12235979606719749,1.0138672765389958,1.3355818240153499,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,-0.14157079476384316,-0.1159431093441246,-0.35864220223313226,-0.20024190325332547,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q1_LOW,,,,
UP,5,2,Q2,,675,0.4325925925925926,-0.13162551551311935,-0.1266770670826631,1.064209624277918,1.3939241167773961,290,0.43448275862068964,-0.14673251911608665,-0.09935018855974867,1.0792202844032395,1.3776443987954845,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,-0.10765661626816686,-0.10197317123625549,-0.26286627553298647,-0.25747380355010707,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q2,,,,
UP,5,2,Q2,,686,0.46938775510204084,-0.17239472912707007,-0.1337706751049828,1.1218874737467472,1.282160286489717,295,0.4406779661016949,-0.16992758221329443,-0.24498198661874362,1.084502574755977,1.29610780604312,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,-0.0708614537587186,-0.09577796375525022,-0.30363548914693717,-0.28066886664731483,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q3,,,,
UP,5,2,Q2,,615,0.47317073170731705,-0.08610902289323664,-0.16689158794443243,1.1657806950252896,1.228761803716334,264,0.4696969696969697,-0.0990799104003358,-0.21915868057044263,1.2382915307117504,1.1854124439468359,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,-0.0670784771534424,-0.0667589601599754,-0.21734978291310375,-0.20982119483435624,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q4_HIGH,,,,
UP,5,2,Q3,,397,0.45591939546599497,-0.21543923301900694,0.019064911484466127,1.0240233619451093,1.491749554491277,171,0.4678362573099415,-0.20299475808025771,-0.07944455571127822,1.0056256391338538,1.3716784702147544,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,-0.08432981339476447,-0.06861967254700363,-0.34667999303887403,-0.3137360425142781,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q1_LOW,,,,
UP,5,2,Q4_HIGH,,513,0.6842105263157895,0.4276137054207103,0.4577656675749543,1.5843633119939116,0.745167881528906,221,0.6470588235294118,0.3360989903480158,0.23940924990263193,1.5358679813363114,0.8497107537181972,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,0.14396131745503005,0.11060289367246667,0.29637294540084325,0.2253577059139954,ROBUST_POSITIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q2,,,,
UP,5,2,Q4_HIGH,,766,0.7284595300261096,0.6091344155725431,0.5567182586229154,1.8098569962146769,0.5557599839100044,329,0.7082066869300911,0.5768399667538815,0.5949851253718836,1.7772215096751218,0.5832721072529528,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,0.1882103211653502,0.17175075707314602,0.47789365555267604,0.46609868231986107,ROBUST_POSITIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q3,,,,
UP,5,2,Q4_HIGH,,1190,0.780672268907563,0.920481107356992,0.8152509454836513,2.2546272226084687,0.3782094836375869,510,0.7901960784313725,0.8488666224510186,0.6780688238316854,2.1715740203612555,0.4220187219238933,0.5402492088607594,0.5364559298569451,0.1312407600198671,0.11074128443402043,0.24042306004680358,0.2537401485744274,0.7892403473371249,0.7381253380169982,ROBUST_POSITIVE,ctx_body_atr_bucket,ctx_dist_ema20_atr_bucket,,Q4_HIGH,,,,
DOWN,5,2,Q1_LOW,,2463,0.42590336987413724,-0.11108094575630956,-0.13132006405851293,1.1070226258972082,1.336085866195314,1056,0.4403409090909091,-0.16698595369329458,-0.1372912131200743,1.0220486025544178,1.3682861766121452,0.5537287140340575,0.5668949771689498,0.16726775773193228,0.185651650524687,-0.1278253441599203,-0.12655406807804065,-0.2783487034882418,-0.35263760421798157,ROBUST_NEGATIVE,ctx_body_atr_bucket,ctx_sweep_high,,,0,,,
