side,m1_previous_body_bucket,m1_previous_range_bucket,m1_previous_volume_bucket,directional_alignment,horizon_minutes,sample_size,sample_status,success_rate,avg_mfe_atr,avg_mae_atr,avg_return_atr,median_return_atr
DOWN,MEDIUM_BODY,EXPANSION_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,5,40,INSUFFICIENT_SAMPLE,0.475,1.2893443936083542,1.2794611792771788,-0.08716150377581941,-0.14895681707919345
UP,MEDIUM_BODY,EXPANSION_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,5,39,INSUFFICIENT_SAMPLE,0.48717948717948717,1.4284116240739944,1.3350683605364937,-0.10217493750598895,-0.4654931545122776
DOWN,STRONG_BODY,NORMAL_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,5,35,INSUFFICIENT_SAMPLE,0.4857142857142857,1.4238749345585615,1.221878745833314,-0.09217381682297388,0.026726057906232458
DOWN,SMALL_BODY,NORMAL_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,5,24,INSUFFICIENT_SAMPLE,0.5833333333333334,1.8196983911714195,1.0884196214428086,0.25689718100405096,0.21158041245154457
UP,MEDIUM_BODY,NORMAL_RANGE,HIGH_VOLUME,NO_ALIGNMENT,5,24,INSUFFICIENT_SAMPLE,0.5833333333333334,1.3030834141156096,0.8910603346216609,0.5294094996981327,0.4311876829815283
UP,SMALL_BODY,NORMAL_RANGE,HIGH_VOLUME,NO_ALIGNMENT,5,24,INSUFFICIENT_SAMPLE,0.625,1.3914706839758038,1.0974308514408468,0.2631832386655873,0.37354398000204597
UP,SMALL_BODY,NORMAL_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,5,23,INSUFFICIENT_SAMPLE,0.6956521739130435,1.7612133185555212,0.9580109706383522,0.46345697060128155,0.329667486091284
DOWN,SMALL_BODY,NORMAL_RANGE,HIGH_VOLUME,NO_ALIGNMENT,5,22,INSUFFICIENT_SAMPLE,0.5454545454545454,1.2499198330993988,1.107747056615036,0.018603843569668408,0.2413231249291573
DOWN,STRONG_BODY,EXPANSION_RANGE,LOW_VOLUME,NO_ALIGNMENT,5,22,INSUFFICIENT_SAMPLE,0.45454545454545453,1.1258862941812902,0.9822899103047628,0.020092346631957077,0.0718395485675073
DOWN,STRONG_BODY,EXPANSION_RANGE,LOW_VOLUME,FULL_ALIGNMENT,5,21,INSUFFICIENT_SAMPLE,0.6666666666666666,2.024949638522602,0.7687494422059635,0.9005951251137605,0.6511627906979714
DOWN,MEDIUM_BODY,NORMAL_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,5,20,INSUFFICIENT_SAMPLE,0.65,1.9172740978159744,0.8142572193361819,0.9716823076733053,0.3966462290244722
UP,STRONG_BODY,EXPANSION_RANGE,LOW_VOLUME,NO_ALIGNMENT,5,20,INSUFFICIENT_SAMPLE,0.5,1.5055764122803261,1.2168897067356375,0.09953719957348552,0.0938757504957117
UP,MEDIUM_BODY,NORMAL_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,5,19,INSUFFICIENT_SAMPLE,0.42105263157894735,1.040204221559481,2.512372360727117,-0.9704057875215725,-0.19811320754719006
DOWN,MEDIUM_BODY,NORMAL_RANGE,HIGH_VOLUME,NO_ALIGNMENT,5,18,INSUFFICIENT_SAMPLE,0.5555555555555556,1.8302876996727997,0.8449206894388437,0.3017964719389854,0.002093621769815455
DOWN,STRONG_BODY,NORMAL_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,5,15,INSUFFICIENT_SAMPLE,0.4,1.1991671181215702,1.6641937713812216,-0.5773502989077542,-0.1335578002245194
UP,STRONG_BODY,EXPANSION_RANGE,LOW_VOLUME,FULL_ALIGNMENT,5,15,INSUFFICIENT_SAMPLE,0.7333333333333333,2.5480572684430216,0.41381544848015567,1.7012943610941775,0.6202856096667982
DOWN,SMALL_BODY,EXPANSION_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,5,14,INSUFFICIENT_SAMPLE,0.42857142857142855,1.2024593766844347,1.180685097130573,-0.08285421049393071,-0.269965199820577
UP,SMALL_BODY,LOW_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,5,14,INSUFFICIENT_SAMPLE,0.7142857142857143,1.6372687060480033,0.41026454720543054,0.7720801739472442,0.7308588128176707
UP,STRONG_BODY,NORMAL_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,5,14,INSUFFICIENT_SAMPLE,0.2857142857142857,0.7610378605457598,1.6303892822410422,-0.7536535867690812,-0.6200608664356525
UP,STRONG_BODY,NORMAL_RANGE,HIGH_VOLUME,NO_ALIGNMENT,5,13,INSUFFICIENT_SAMPLE,0.5384615384615384,1.286549134222159,1.279861082127759,-0.0992737773416321,-0.4210526315790022
DOWN,MEDIUM_BODY,EXPANSION_RANGE,LOW_VOLUME,FULL_ALIGNMENT,5,10,INSUFFICIENT_SAMPLE,0.3,0.93394693714109,1.129781249303245,-0.2370091122530523,-0.04879676580040884
UP,MEDIUM_BODY,EXPANSION_RANGE,LOW_VOLUME,NO_ALIGNMENT,5,10,INSUFFICIENT_SAMPLE,0.2,1.0990833627305088,1.8508599008739182,-0.6335743606745884,-0.4657290646232938
UP,SMALL_BODY,EXPANSION_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,5,10,INSUFFICIENT_SAMPLE,0.4,1.308299538964977,1.1854198256397381,0.0648745363822251,-0.3231837090604153
UP,MEDIUM_BODY,LOW_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,5,8,INSUFFICIENT_SAMPLE,0.5,1.2953009662265158,1.0200182966337232,0.09033712327885601,-0.14021887470411248
DOWN,SMALL_BODY,LOW_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,5,7,INSUFFICIENT_SAMPLE,0.5714285714285714,1.353730982305385,0.7803132303428216,0.19330918329985167,-0.1910412340551914
DOWN,MEDIUM_BODY,EXPANSION_RANGE,LOW_VOLUME,NO_ALIGNMENT,5,6,INSUFFICIENT_SAMPLE,0.3333333333333333,0.4354015189234821,3.133770287837187,-2.1005874023332,-0.68402848132016
DOWN,STRONG_BODY,NORMAL_RANGE,HIGH_VOLUME,NO_ALIGNMENT,5,6,INSUFFICIENT_SAMPLE,0.5,0.9387520710787722,0.9351074955186321,0.007587764455336016,-0.06433596736597971
UP,MEDIUM_BODY,EXPANSION_RANGE,LOW_VOLUME,FULL_ALIGNMENT,5,6,INSUFFICIENT_SAMPLE,0.16666666666666666,0.8020838797926206,1.9927940639495734,-1.1629766413722624,-1.3403326571843563
DOWN,MEDIUM_BODY,LOW_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,5,5,INSUFFICIENT_SAMPLE,0.4,0.6390654597997107,0.8859203834553752,0.1749774319710367,0.5254691689005205
DOWN,SMALL_BODY,LOW_RANGE,HIGH_VOLUME,NO_ALIGNMENT,5,5,INSUFFICIENT_SAMPLE,0.4,0.6258909034908875,0.4718359638751961,0.14129610699551712,0.3913595933925494
UP,SMALL_BODY,EXPANSION_RANGE,LOW_VOLUME,FULL_ALIGNMENT,5,5,INSUFFICIENT_SAMPLE,0.6,0.6613100575075246,1.192373943413611,-0.23537324634131856,-0.12962962962960703
UP,SMALL_BODY,LOW_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,5,5,INSUFFICIENT_SAMPLE,0.8,2.5113943586898926,-0.24700273739719614,1.1332126918988754,1.0146009733982115
DOWN,STRONG_BODY,LOW_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,5,4,INSUFFICIENT_SAMPLE,0.0,0.8545764755100116,1.6108459651541498,-0.5855092255484233,-0.32134330525699006
UP,SMALL_BODY,LOW_RANGE,HIGH_VOLUME,NO_ALIGNMENT,5,4,INSUFFICIENT_SAMPLE,1.0,1.8594816855547944,0.26911122029060597,1.2883611564639756,1.7428414643372432
UP,MEDIUM_BODY,LOW_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,5,3,INSUFFICIENT_SAMPLE,0.0,0.04151934292301818,1.12933512839177,-0.7068175610370969,-0.767924127680657
UP,STRONG_BODY,LOW_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,5,3,INSUFFICIENT_SAMPLE,0.0,0.7668157029105105,1.6892752718878052,-0.6386073963939021,-0.7024504084017504
DOWN,SMALL_BODY,LOW_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,5,2,INSUFFICIENT_SAMPLE,0.5,1.0545470373939663,3.088432176149297,-2.4601909889641695,-2.4601909889641695
DOWN,MEDIUM_BODY,EXPANSION_RANGE,NORMAL_VOLUME,UNKNOWN_CONTEXT,5,1,INSUFFICIENT_SAMPLE,1.0,2.1312396694214963,1.622148760330629,-0.70115702479354,-0.70115702479354
DOWN,MEDIUM_BODY,LOW_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,5,1,INSUFFICIENT_SAMPLE,1.0,2.017502917152834,1.94126798910934,1.6063788409179676,1.6063788409179676
DOWN,MEDIUM_BODY,LOW_RANGE,HIGH_VOLUME,NO_ALIGNMENT,5,1,INSUFFICIENT_SAMPLE,1.0,1.361794743010337,0.21094927172267186,1.3524192198226674,1.3524192198226674
DOWN,SMALL_BODY,EXPANSION_RANGE,LOW_VOLUME,FULL_ALIGNMENT,5,1,INSUFFICIENT_SAMPLE,0.0,1.072173215717658,2.2004811547715275,-1.5661587810745836,-1.5661587810745836
DOWN,SMALL_BODY,EXPANSION_RANGE,LOW_VOLUME,NO_ALIGNMENT,5,1,INSUFFICIENT_SAMPLE,1.0,1.482758620689391,-0.13103448275834353,0.8827586206894716,0.8827586206894716
DOWN,STRONG_BODY,LOW_RANGE,HIGH_VOLUME,NO_ALIGNMENT,5,1,INSUFFICIENT_SAMPLE,1.0,0.5395445403230671,0.13806526957766882,0.11081554531882709,0.11081554531882709
DOWN,STRONG_BODY,NORMAL_RANGE,NORMAL_VOLUME,UNKNOWN_CONTEXT,5,1,INSUFFICIENT_SAMPLE,1.0,2.0063712713582205,1.7515204170287764,-0.5768896611643695,-0.5768896611643695
UP,MEDIUM_BODY,EXPANSION_RANGE,NORMAL_VOLUME,UNKNOWN_CONTEXT,5,1,INSUFFICIENT_SAMPLE,0.0,-0.3847034577511744,3.8218456606364946,-2.4662239523699356,-2.4662239523699356
UP,MEDIUM_BODY,NORMAL_RANGE,NORMAL_VOLUME,UNKNOWN_CONTEXT,5,1,INSUFFICIENT_SAMPLE,0.0,0.8463251670379054,2.7661469933185114,-1.3719376391981908,-1.3719376391981908
UP,MEDIUM_BODY,UNKNOWN,UNKNOWN,UNKNOWN_CONTEXT,5,1,INSUFFICIENT_SAMPLE,1.0,1.5738375063873138,0.49054675523763447,0.8507920286152214,0.8507920286152214
UP,SMALL_BODY,LOW_RANGE,NORMAL_VOLUME,UNKNOWN_CONTEXT,5,1,INSUFFICIENT_SAMPLE,0.0,1.3695395513577842,2.4604486422668557,-1.050767414403741,-1.050767414403741
UP,STRONG_BODY,LOW_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,5,1,INSUFFICIENT_SAMPLE,0.0,0.24821381317811664,1.0558348769517103,-0.22969039428416196,-0.22969039428416196
DOWN,MEDIUM_BODY,NORMAL_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,15,3887,ADEQUATE,0.5376897350141497,2.416536483796982,2.0004771586157015,0.18660626170044167,0.1240354386969314
UP,MEDIUM_BODY,NORMAL_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,15,3805,ADEQUATE,0.49303547963206307,2.1852844782159933,2.17457087047112,-0.04152180184291492,-0.05574516495995049
DOWN,SMALL_BODY,NORMAL_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,15,3607,ADEQUATE,0.5347934571666204,2.488659108635855,2.022685480523417,0.21293851996236737,0.07179841215049834
UP,SMALL_BODY,NORMAL_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,15,3557,ADEQUATE,0.5141973573235873,2.258412725711891,2.1605737084128247,0.022200150931253746,0.06981847197286913
DOWN,STRONG_BODY,NORMAL_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,15,3319,ADEQUATE,0.5402229587225068,2.441705811529354,1.915197672115222,0.2521478900929847,0.081277213352618
UP,STRONG_BODY,NORMAL_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,15,3289,ADEQUATE,0.5171784737002129,2.1578021696039333,2.0612803795752197,0.005061707119110578,0.01980198019815269
DOWN,SMALL_BODY,LOW_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,15,2758,ADEQUATE,0.5732414793328499,2.443221356873913,1.7718232895666828,0.33116530637126224,0.28672653088635225
UP,SMALL_BODY,LOW_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,15,2639,ADEQUATE,0.5377036756347101,2.2394495095018057,1.9686302935924682,0.13099575023045637,0.1635738831615851
DOWN,STRONG_BODY,EXPANSION_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,15,2522,ADEQUATE,0.535289452815226,2.396956157224998,2.1135473461329184,0.05945258989699837,-0.007823250621978589
UP,STRONG_BODY,EXPANSION_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,15,2417,ADEQUATE,0.5059991725279271,2.3565549140232704,2.1054789769832434,0.1401818169977383,-0.031277926720399606
DOWN,MEDIUM_BODY,LOW_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,15,1859,ADEQUATE,0.558364712210866,2.3663861808542044,1.834421622377249,0.2574706662080521,0.26610824742275413
UP,MEDIUM_BODY,LOW_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,15,1742,ADEQUATE,0.5373134328358209,2.2567798258002765,1.9420498911289312,0.16124002541910093,0.1263102431325534
UP,SMALL_BODY,LOW_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,15,1467,ADEQUATE,0.5112474437627812,2.1333144835110986,2.003942416951694,-0.0012957692435310124,0.0643006263048778
DOWN,SMALL_BODY,LOW_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,15,1444,ADEQUATE,0.5720221606648199,2.387066400243425,1.8164501786280254,0.31332528818609984,0.2501599455481568
DOWN,MEDIUM_BODY,EXPANSION_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,15,1327,ADEQUATE,0.5214770158251696,2.4450789104921733,2.159546473474684,0.05402693386274852,-0.022027972028007364
UP,MEDIUM_BODY,EXPANSION_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,15,1235,ADEQUATE,0.49635627530364373,2.3912056320138246,2.1907034720645977,0.18637619896540839,0.03699625633117179
DOWN,MEDIUM_BODY,LOW_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,15,1203,ADEQUATE,0.5527847049044057,2.280607602893816,1.899007590370134,0.06336444256324816,0.06010101010103389
UP,MEDIUM_BODY,LOW_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,15,1082,ADEQUATE,0.5,2.1722860195776166,2.0562800980027895,-0.0016832446367995035,-0.055002517102362536
DOWN,STRONG_BODY,LOW_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,15,943,ADEQUATE,0.5524920466595971,2.2682944537566576,1.8992127555920983,0.16479488864439218,0.15547128927404302
DOWN,MEDIUM_BODY,NORMAL_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,15,898,ADEQUATE,0.5178173719376392,2.352748545280862,2.0512629501481676,0.0011283704807801467,-0.1745387353350182
UP,MEDIUM_BODY,NORMAL_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,15,868,ADEQUATE,0.5299539170506913,2.200931322199998,2.0852092903460586,0.022229985357484095,0.17299280789719518
UP,STRONG_BODY,LOW_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,15,865,ADEQUATE,0.5560693641618497,2.2573022479035836,1.8406443043941871,0.24931325825512074,0.16643804298081813
UP,SMALL_BODY,NORMAL_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,15,864,ADEQUATE,0.5416666666666666,2.3524029480544533,1.9835915529387458,0.2944077379978648,0.22889834186260882
DOWN,SMALL_BODY,NORMAL_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,15,836,ADEQUATE,0.527511961722488,2.496658056038578,1.9464446740420263,0.24296396499514356,0.11733182043070792
DOWN,SMALL_BODY,NORMAL_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,15,769,ADEQUATE,0.5396618985695709,2.3764886345523673,2.0997985444048792,0.14127400317207575,0.3857508364496651
UP,MEDIUM_BODY,NORMAL_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,15,763,ADEQUATE,0.49148099606815204,2.3750716278326953,2.057440104430411,0.023561650308848717,-0.16680851063832677
DOWN,MEDIUM_BODY,NORMAL_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,15,736,ADEQUATE,0.5258152173913043,2.283532993967274,2.131026705232776,0.06263426296541008,0.22734034847854712
UP,STRONG_BODY,NORMAL_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,15,731,ADEQUATE,0.5157318741450069,2.2446362491984333,2.0286201272184177,0.08310380712869712,-0.020149683362192028
DOWN,STRONG_BODY,NORMAL_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,15,730,ADEQUATE,0.541095890410959,2.360439076850938,1.9600769107780527,0.2073951742203436,0.1826538462805088
DOWN,STRONG_BODY,NORMAL_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,15,720,ADEQUATE,0.5472222222222223,2.456930943646397,1.8313617319766347,0.2863765412611734,0.15013385439763638
UP,SMALL_BODY,NORMAL_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,15,702,ADEQUATE,0.4886039886039886,2.3583549581633987,2.1702303654499837,0.03731162573418904,-0.13012759675188051
UP,STRONG_BODY,NORMAL_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,15,695,ADEQUATE,0.48633093525179855,1.9982132993338408,2.171969772792617,-0.14323522100462682,-0.09589041095894275
UP,MEDIUM_BODY,NORMAL_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,15,680,ADEQUATE,0.47058823529411764,2.3039269069413812,2.2637406277656322,-0.04316864437407201,-0.08156317876605787
DOWN,STRONG_BODY,NORMAL_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,15,651,ADEQUATE,0.6006144393241167,2.3683196887147515,1.8687514310026165,0.28327201630253956,0.35808580858097333
UP,STRONG_BODY,NORMAL_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,15,641,ADEQUATE,0.5195007800312013,2.3947674236984877,1.9699670648291627,0.17571597809347367,-0.029473684210785105
DOWN,STRONG_BODY,LOW_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,15,635,ADEQUATE,0.5637795275590551,2.423479073564214,1.9279989225302314,0.16190035223417767,0.3052325581394022
UP,STRONG_BODY,LOW_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,15,618,ADEQUATE,0.5469255663430421,2.3650946551428804,1.9003510048278112,0.3234196041024802,0.3243435757562345
DOWN,MEDIUM_BODY,NORMAL_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,15,597,ADEQUATE,0.5678391959798995,2.5245865704665285,2.008941965009123,0.223906824616419,0.4512820512826158
DOWN,STRONG_BODY,EXPANSION_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,15,595,ADEQUATE,0.4689075630252101,2.36201386445366,2.2234673009903623,-0.10112051865323982,-0.20026007802337065
DOWN,SMALL_BODY,LOW_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,15,593,ADEQUATE,0.5733558178752108,2.568958056861011,1.6974843306915925,0.2917316774544063,0.18038167011052178
UP,SMALL_BODY,EXPANSION_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,15,588,ADEQUATE,0.5187074829931972,2.4300690504130222,2.372587904584958,0.018691408090891773,0.07384513660678277
DOWN,SMALL_BODY,EXPANSION_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,15,579,ADEQUATE,0.5146804835924007,2.665147541449939,2.1795090997109337,0.2859185873601331,0.07224474751214076
UP,STRONG_BODY,EXPANSION_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,15,547,ADEQUATE,0.4844606946983547,2.349642112897031,2.177639134823331,0.012066284400923263,-0.4288214702451069
UP,SMALL_BODY,LOW_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,15,546,ADEQUATE,0.521978021978022,2.2873215790050647,2.0687023648347016,0.15529361683518805,0.14757326505813556
UP,SMALL_BODY,LOW_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,15,514,ADEQUATE,0.5136186770428015,2.248525332966919,1.8824148174783557,0.15239293371017465,-0.04997101631535325
UP,STRONG_BODY,EXPANSION_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,15,504,ADEQUATE,0.5337301587301587,2.2054333124740477,2.136638506071191,0.06614181466484641,0.05594922579901155
DOWN,SMALL_BODY,LOW_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,15,484,ADEQUATE,0.5888429752066116,2.3415990365768975,1.7310677666494723,0.32406271715679824,0.49344481538092766
DOWN,SMALL_BODY,NORMAL_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,15,455,ADEQUATE,0.5714285714285714,2.807566990910392,2.0606922441866944,0.3167491876603814,0.06288097529690662
DOWN,STRONG_BODY,EXPANSION_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,15,455,ADEQUATE,0.5472527472527473,2.2569535511571535,2.048782899313405,0.09995398021911435,0.09136109384712758
UP,SMALL_BODY,NORMAL_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,15,447,ADEQUATE,0.5279642058165548,2.4518950673905366,2.0302636248397885,0.2634262535704233,0.1823255813957907
UP,MEDIUM_BODY,LOW_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,15,374,ADEQUATE,0.5267379679144385,2.153792792860453,2.0791994559504374,0.07065258547982856,0.010498600414367398
DOWN,MEDIUM_BODY,LOW_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,15,361,ADEQUATE,0.5290858725761773,2.369186627769597,1.82102154400313,0.14699069707787854,-0.10819165378670667
DOWN,MEDIUM_BODY,LOW_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,15,357,ADEQUATE,0.5966386554621849,2.3445379408725744,1.789292825266455,0.2549930830419286,0.3580192165558076
DOWN,STRONG_BODY,EXPANSION_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,15,350,ADEQUATE,0.5171428571428571,2.6189910806980388,2.3972878859547415,-0.3319585801811169,-0.08006644169008933
UP,MEDIUM_BODY,LOW_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,15,335,ADEQUATE,0.48059701492537316,2.179648336279904,1.948705128118019,0.02507102367357646,-0.18538135593219338
DOWN,MEDIUM_BODY,EXPANSION_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,15,317,ADEQUATE,0.555205047318612,2.4453861986435754,2.1568280937957636,0.02800644797557794,-0.19018404907971598
UP,STRONG_BODY,EXPANSION_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,15,306,ADEQUATE,0.5196078431372549,2.4759309837561805,2.012402942773962,0.1869253073103358,0.14966661672177178
UP,MEDIUM_BODY,EXPANSION_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,15,279,ADEQUATE,0.5053763440860215,2.578326339180709,2.012139407033104,0.5081189700850003,0.005993150685061942
DOWN,MEDIUM_BODY,EXPANSION_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,15,236,ADEQUATE,0.5550847457627118,2.368976113473697,2.150818493945893,0.2367983166682546,0.42766010264381765
UP,MEDIUM_BODY,EXPANSION_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,15,235,ADEQUATE,0.502127659574468,2.2001659121769976,2.305490536518888,-0.18746493605099568,-0.09562841530045436
UP,SMALL_BODY,LOW_RANGE,LOW_VOLUME,FULL_ALIGNMENT,15,222,ADEQUATE,0.5,2.235787159520044,2.1034416034735113,-0.06304985590148668,0.0470355686424501
DOWN,SMALL_BODY,LOW_RANGE,LOW_VOLUME,NO_ALIGNMENT,15,218,ADEQUATE,0.5825688073394495,2.4657940924762047,1.7165045965061276,0.4220598969183155,0.16928755453060096
DOWN,SMALL_BODY,LOW_RANGE,LOW_VOLUME,FULL_ALIGNMENT,15,213,ADEQUATE,0.5539906103286385,2.443635792459663,1.926626923534302,0.13987250961014114,0.23390851821406677
UP,SMALL_BODY,LOW_RANGE,LOW_VOLUME,NO_ALIGNMENT,15,211,ADEQUATE,0.5734597156398105,2.228369248498208,1.773405378507998,0.299282466127812,0.201885745979076
DOWN,MEDIUM_BODY,EXPANSION_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,15,208,ADEQUATE,0.46634615384615385,2.3556725119326143,2.644447112793148,-0.40324876738694465,-0.23707985739017648
UP,MEDIUM_BODY,EXPANSION_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,15,205,ADEQUATE,0.5414634146341464,2.944334883020867,2.1200890290968,0.7704644638662017,0.532994923857935
UP,STRONG_BODY,LOW_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,15,183,INSUFFICIENT_SAMPLE,0.5081967213114754,1.9837446921816035,2.006880730618225,-0.0822407292532933,-0.08327974276524899
UP,STRONG_BODY,LOW_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,15,182,INSUFFICIENT_SAMPLE,0.5384615384615384,2.4159004105418926,1.7128500607063752,0.23543331717198454,-0.0915909444344076
UP,SMALL_BODY,EXPANSION_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,15,175,INSUFFICIENT_SAMPLE,0.5314285714285715,2.3603316008201665,2.4006685970007684,0.14525632355708287,0.20744314266035857
UP,SMALL_BODY,EXPANSION_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,15,173,INSUFFICIENT_SAMPLE,0.44508670520231214,1.923023121546712,2.3669642450182122,-0.4280985395929942,-0.5020107238609082
DOWN,STRONG_BODY,LOW_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,15,167,INSUFFICIENT_SAMPLE,0.5748502994011976,2.514783630889465,1.697241156696525,0.5666420338107702,0.5231002272155452
DOWN,MEDIUM_BODY,LOW_RANGE,LOW_VOLUME,NO_ALIGNMENT,15,165,INSUFFICIENT_SAMPLE,0.5636363636363636,2.3057291113204568,1.8712244041972126,0.4271955141945313,0.49073327961310537
DOWN,STRONG_BODY,LOW_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,15,165,INSUFFICIENT_SAMPLE,0.5454545454545454,2.632245372303302,1.685217706464174,0.5131391145508162,0.28779253636922636
DOWN,SMALL_BODY,EXPANSION_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,15,164,INSUFFICIENT_SAMPLE,0.5487804878048781,2.676901711402577,2.362812108325867,0.37894904991623385,0.4473494860893775
UP,MEDIUM_BODY,LOW_RANGE,LOW_VOLUME,FULL_ALIGNMENT,15,159,INSUFFICIENT_SAMPLE,0.46540880503144655,2.22861205184579,2.0358650540127585,-0.016889868711455144,-0.17939518195796825
DOWN,MEDIUM_BODY,LOW_RANGE,LOW_VOLUME,FULL_ALIGNMENT,15,158,INSUFFICIENT_SAMPLE,0.6075949367088608,2.6829315068154407,1.807108259946836,0.48497174672167453,0.3594011279679563
UP,MEDIUM_BODY,LOW_RANGE,LOW_VOLUME,NO_ALIGNMENT,15,148,INSUFFICIENT_SAMPLE,0.5067567567567568,2.0240667512130672,2.073097168946605,0.08391085295140016,0.03488213467208066
DOWN,SMALL_BODY,EXPANSION_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,15,136,INSUFFICIENT_SAMPLE,0.47058823529411764,2.3390742922215004,3.0028891468029912,-0.9192380805227351,-0.2505421902819867
