side,m1_previous_body_bucket,m1_previous_range_bucket,m1_previous_volume_bucket,directional_alignment,horizon_minutes,sample_size,sample_status,success_rate,avg_mfe_atr,avg_mae_atr,avg_return_atr,median_return_atr
UP,STRONG_BODY,EXPANSION_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,15,133,INSUFFICIENT_SAMPLE,0.5338345864661654,2.89065515629985,2.188714163697554,0.43274602017485225,0.34690265486690763
UP,STRONG_BODY,EXPANSION_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,15,128,INSUFFICIENT_SAMPLE,0.5390625,2.756840206872398,2.143861062590572,0.17130963162618784,-0.05542644467289086
DOWN,SMALL_BODY,EXPANSION_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,15,127,INSUFFICIENT_SAMPLE,0.5826771653543307,2.8810647342538886,1.8362617876020617,0.571541737970888,0.5636070853461919
DOWN,STRONG_BODY,NORMAL_RANGE,LOW_VOLUME,FULL_ALIGNMENT,15,127,INSUFFICIENT_SAMPLE,0.49606299212598426,2.3778130969692834,2.1332948829706546,0.08152614033060418,0.13753877973149484
UP,STRONG_BODY,NORMAL_RANGE,LOW_VOLUME,NO_ALIGNMENT,15,117,INSUFFICIENT_SAMPLE,0.5213675213675214,2.19753273246134,1.8508993441816628,0.17825236702711586,0.16091954022989216
UP,SMALL_BODY,EXPANSION_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,15,116,INSUFFICIENT_SAMPLE,0.4396551724137931,2.3701410760009263,2.246157538161452,-0.10029144350719425,-0.4145116188576801
UP,STRONG_BODY,NORMAL_RANGE,LOW_VOLUME,FULL_ALIGNMENT,15,114,INSUFFICIENT_SAMPLE,0.5,2.4843688384669993,2.1516422150929735,0.29681711141562006,-0.185462979697516
DOWN,STRONG_BODY,EXPANSION_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,15,113,INSUFFICIENT_SAMPLE,0.48672566371681414,2.578502746943088,2.3844800746370733,-0.16008642000733025,-0.19954022988472964
DOWN,STRONG_BODY,NORMAL_RANGE,LOW_VOLUME,NO_ALIGNMENT,15,113,INSUFFICIENT_SAMPLE,0.5575221238938053,2.091980429715029,1.7875388708392732,0.11553507253075095,0.3047263681591348
DOWN,STRONG_BODY,EXPANSION_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,15,105,INSUFFICIENT_SAMPLE,0.4380952380952381,2.4772457009951894,2.692984521415537,-0.02622653287374667,-0.4800527530497701
UP,MEDIUM_BODY,NORMAL_RANGE,LOW_VOLUME,FULL_ALIGNMENT,15,104,INSUFFICIENT_SAMPLE,0.5865384615384616,2.9307129140855492,1.6624428446184714,0.6417857231695889,0.2073385490342519
UP,STRONG_BODY,LOW_RANGE,LOW_VOLUME,FULL_ALIGNMENT,15,102,INSUFFICIENT_SAMPLE,0.5490196078431373,2.230416881639043,1.6745136719544753,0.2338174709826512,0.09805162839493971
DOWN,MEDIUM_BODY,NORMAL_RANGE,LOW_VOLUME,FULL_ALIGNMENT,15,99,INSUFFICIENT_SAMPLE,0.5353535353535354,2.220287512100709,1.854078360090134,0.23452925621636186,0.2885936784240712
DOWN,STRONG_BODY,LOW_RANGE,LOW_VOLUME,NO_ALIGNMENT,15,99,INSUFFICIENT_SAMPLE,0.5757575757575758,2.289939048121909,2.058632926120873,-0.020110217975527804,0.3238662391202491
UP,STRONG_BODY,LOW_RANGE,LOW_VOLUME,NO_ALIGNMENT,15,96,INSUFFICIENT_SAMPLE,0.5729166666666666,2.1249360950599656,1.814219662638526,0.255966843919015,0.23040823396443644
UP,MEDIUM_BODY,NORMAL_RANGE,LOW_VOLUME,NO_ALIGNMENT,15,94,INSUFFICIENT_SAMPLE,0.4787234042553192,2.462471195562013,1.9736520941334303,0.37753519673476577,0.14860441587825135
DOWN,STRONG_BODY,LOW_RANGE,LOW_VOLUME,FULL_ALIGNMENT,15,88,INSUFFICIENT_SAMPLE,0.5454545454545454,2.2231344122000065,1.8350139514323478,0.24240678226279108,0.15593541775658293
DOWN,SMALL_BODY,NORMAL_RANGE,LOW_VOLUME,FULL_ALIGNMENT,15,87,INSUFFICIENT_SAMPLE,0.5172413793103449,2.2023537950783654,2.3250839488310886,-0.3943742964463394,-0.46815286624213825
DOWN,SMALL_BODY,NORMAL_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,15,86,INSUFFICIENT_SAMPLE,0.5,2.3573820253487625,1.9730580226852328,0.125724999986772,-0.1840398969895444
UP,SMALL_BODY,NORMAL_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,15,85,INSUFFICIENT_SAMPLE,0.5294117647058824,2.711228031521908,1.8567992790521173,0.7149120180860395,0.4473205257836009
DOWN,MEDIUM_BODY,NORMAL_RANGE,LOW_VOLUME,NO_ALIGNMENT,15,83,INSUFFICIENT_SAMPLE,0.5783132530120482,2.248154633139276,2.271905192978078,-0.235261089140684,0.4878943506968783
UP,SMALL_BODY,NORMAL_RANGE,LOW_VOLUME,NO_ALIGNMENT,15,75,INSUFFICIENT_SAMPLE,0.4,1.7610538758850596,2.6069024457037098,-0.5401626322210835,-0.19027705175136195
UP,STRONG_BODY,EXPANSION_RANGE,HIGH_VOLUME,NO_ALIGNMENT,15,73,INSUFFICIENT_SAMPLE,0.4931506849315068,2.1134710876542155,2.4517219893106525,-0.4577555961785345,-0.2113627334128512
UP,MEDIUM_BODY,EXPANSION_RANGE,HIGH_VOLUME,NO_ALIGNMENT,15,71,INSUFFICIENT_SAMPLE,0.5070422535211268,2.025982217997505,2.2452755303658396,-0.07773944569228669,-0.1017746418644876
UP,SMALL_BODY,EXPANSION_RANGE,HIGH_VOLUME,NO_ALIGNMENT,15,71,INSUFFICIENT_SAMPLE,0.5070422535211268,2.5098679479478414,2.553281067031871,-0.12935097343615823,0.10059880239522576
UP,SMALL_BODY,NORMAL_RANGE,LOW_VOLUME,FULL_ALIGNMENT,15,71,INSUFFICIENT_SAMPLE,0.4507042253521127,2.269735337328307,2.3618885510181555,0.027384420215913776,0.0883280757096926
DOWN,SMALL_BODY,EXPANSION_RANGE,HIGH_VOLUME,NO_ALIGNMENT,15,66,INSUFFICIENT_SAMPLE,0.5303030303030303,2.4220916248234676,2.112025546968605,0.05049963167119278,0.22291286955159495
DOWN,MEDIUM_BODY,EXPANSION_RANGE,HIGH_VOLUME,NO_ALIGNMENT,15,64,INSUFFICIENT_SAMPLE,0.484375,2.292886247759955,2.3319740154413537,-0.14693974728060966,-0.15692588346678657
DOWN,MEDIUM_BODY,EXPANSION_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,15,62,INSUFFICIENT_SAMPLE,0.45161290322580644,2.5682046147507473,2.253410131341656,0.3230531164779054,0.2530424100615239
UP,MEDIUM_BODY,EXPANSION_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,15,61,INSUFFICIENT_SAMPLE,0.5409836065573771,2.954925680126831,2.213241025816006,0.5750503574553005,-0.14859437750999385
UP,MEDIUM_BODY,NORMAL_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,15,60,INSUFFICIENT_SAMPLE,0.5833333333333334,2.452111747381201,1.796197685022735,0.5103273600728498,0.26983685576568583
DOWN,STRONG_BODY,EXPANSION_RANGE,HIGH_VOLUME,NO_ALIGNMENT,15,56,INSUFFICIENT_SAMPLE,0.48214285714285715,2.4414980739732366,2.4206250334210817,0.6539231806117931,0.5162709306259778
DOWN,SMALL_BODY,NORMAL_RANGE,LOW_VOLUME,NO_ALIGNMENT,15,54,INSUFFICIENT_SAMPLE,0.6666666666666666,2.747086854487237,1.7354881811153442,0.6163545844646298,1.214685809213302
DOWN,MEDIUM_BODY,NORMAL_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,15,52,INSUFFICIENT_SAMPLE,0.4230769230769231,2.549715937027405,3.0639189641094253,-0.1984914527446518,-0.6291945864388071
UP,STRONG_BODY,NORMAL_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,15,50,INSUFFICIENT_SAMPLE,0.5,2.083244074335839,2.176370816568861,-0.21458895954409843,-0.11717567934666273
UP,SMALL_BODY,EXPANSION_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,15,47,INSUFFICIENT_SAMPLE,0.425531914893617,1.9486162239668054,2.8756280319117664,-0.6379980390276289,-1.0022471910110515
DOWN,SMALL_BODY,EXPANSION_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,15,42,INSUFFICIENT_SAMPLE,0.5,2.5003676955521827,2.021206904171419,0.13955113024474808,-0.1991314302311965
DOWN,MEDIUM_BODY,EXPANSION_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,15,40,INSUFFICIENT_SAMPLE,0.525,2.5832026612569394,2.1378268908444946,0.43067929101751085,0.07679909150892354
UP,MEDIUM_BODY,EXPANSION_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,15,39,INSUFFICIENT_SAMPLE,0.5897435897435898,2.731716517749994,2.495682622273862,0.1285298810515672,0.6987447698745636
DOWN,STRONG_BODY,NORMAL_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,15,35,INSUFFICIENT_SAMPLE,0.37142857142857144,2.0369527197227324,2.8594124107020606,-1.2408121537895607,-0.4116532192559311
DOWN,SMALL_BODY,NORMAL_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,15,24,INSUFFICIENT_SAMPLE,0.6666666666666666,2.688901815750807,1.8099635142937327,0.2599043315005336,0.2662739596121687
UP,MEDIUM_BODY,NORMAL_RANGE,HIGH_VOLUME,NO_ALIGNMENT,15,24,INSUFFICIENT_SAMPLE,0.5416666666666666,2.1201335851648144,1.828334366712218,0.20110660816219292,0.38604792927986253
UP,SMALL_BODY,NORMAL_RANGE,HIGH_VOLUME,NO_ALIGNMENT,15,24,INSUFFICIENT_SAMPLE,0.5833333333333334,1.9221727318379618,1.7320586930596267,0.5281387762772582,0.4800146940829607
UP,SMALL_BODY,NORMAL_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,15,23,INSUFFICIENT_SAMPLE,0.6521739130434783,2.217081126974627,1.6268170582818853,0.2618856853774981,0.2754919499108887
DOWN,SMALL_BODY,NORMAL_RANGE,HIGH_VOLUME,NO_ALIGNMENT,15,22,INSUFFICIENT_SAMPLE,0.36363636363636365,1.7785482710605676,2.289510847391254,-0.47237364782974295,-0.0767498584120548
DOWN,STRONG_BODY,EXPANSION_RANGE,LOW_VOLUME,NO_ALIGNMENT,15,22,INSUFFICIENT_SAMPLE,0.36363636363636365,2.0391234875921067,2.168788603434269,-0.3230380605237339,-0.5028505138156611
DOWN,STRONG_BODY,EXPANSION_RANGE,LOW_VOLUME,FULL_ALIGNMENT,15,21,INSUFFICIENT_SAMPLE,0.5714285714285714,3.0713384867652245,1.4988530273611436,1.624123760183764,1.225718194254527
DOWN,MEDIUM_BODY,NORMAL_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,15,20,INSUFFICIENT_SAMPLE,0.65,3.2120449700357137,1.6534478075659187,1.1605108781135094,0.7204201446960914
UP,STRONG_BODY,EXPANSION_RANGE,LOW_VOLUME,NO_ALIGNMENT,15,20,INSUFFICIENT_SAMPLE,0.4,6.380919565437954,2.6025346434180747,3.8235575647768805,-0.18235327567557377
UP,MEDIUM_BODY,NORMAL_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,15,19,INSUFFICIENT_SAMPLE,0.2631578947368421,1.3641834795046137,3.63126468852695,-1.8491807384458034,-0.028301886792210577
DOWN,MEDIUM_BODY,NORMAL_RANGE,HIGH_VOLUME,NO_ALIGNMENT,15,18,INSUFFICIENT_SAMPLE,0.3888888888888889,2.242638037975399,1.6453822953444956,-0.049550914253696496,0.15783159009571918
DOWN,STRONG_BODY,NORMAL_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,15,15,INSUFFICIENT_SAMPLE,0.5333333333333333,2.2040415106891227,2.3458434978099123,-0.32532841469191415,0.7673026561913564
UP,STRONG_BODY,EXPANSION_RANGE,LOW_VOLUME,FULL_ALIGNMENT,15,15,INSUFFICIENT_SAMPLE,0.6,4.870801282983809,1.2172839990237894,2.1323515357627554,0.31689571544027334
DOWN,SMALL_BODY,EXPANSION_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,15,14,INSUFFICIENT_SAMPLE,0.42857142857142855,2.6883085243430136,2.0072380146891056,0.4062233513507362,-0.14404949372076387
UP,SMALL_BODY,LOW_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,15,14,INSUFFICIENT_SAMPLE,0.6428571428571429,2.3999553944571312,1.8358922158075595,0.1103971595886406,0.7037502935625513
UP,STRONG_BODY,NORMAL_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,15,14,INSUFFICIENT_SAMPLE,0.2857142857142857,1.3991568379097257,2.702049854703414,-0.5586547869889695,-0.6702294680552094
UP,STRONG_BODY,NORMAL_RANGE,HIGH_VOLUME,NO_ALIGNMENT,15,13,INSUFFICIENT_SAMPLE,0.6153846153846154,2.060877819816908,2.7713109729904137,-0.74728958261053,-0.24508966695124543
DOWN,MEDIUM_BODY,EXPANSION_RANGE,LOW_VOLUME,FULL_ALIGNMENT,15,10,INSUFFICIENT_SAMPLE,0.3,1.6863547271360027,2.7461727334527155,-0.4526301421102138,-1.21166079521935
UP,MEDIUM_BODY,EXPANSION_RANGE,LOW_VOLUME,NO_ALIGNMENT,15,10,INSUFFICIENT_SAMPLE,0.2,2.733312890965452,3.4150827142185767,-0.2747704180109041,-1.200180188533389
UP,SMALL_BODY,EXPANSION_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,15,10,INSUFFICIENT_SAMPLE,0.3,2.2015363803103916,2.5245038939496274,-1.080023004402149,-0.4541474065894457
UP,MEDIUM_BODY,LOW_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,15,8,INSUFFICIENT_SAMPLE,0.5,2.168678041478789,1.733669026451854,0.25292871467591893,0.1881919482386561
DOWN,SMALL_BODY,LOW_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,15,7,INSUFFICIENT_SAMPLE,0.7142857142857143,3.335731804442452,1.891096733743444,0.3677644820227322,0.05994838104172713
DOWN,MEDIUM_BODY,EXPANSION_RANGE,LOW_VOLUME,NO_ALIGNMENT,15,6,INSUFFICIENT_SAMPLE,0.3333333333333333,1.0180346794326893,8.883472463565159,-4.593336328024898,0.2980441984478357
DOWN,STRONG_BODY,NORMAL_RANGE,HIGH_VOLUME,NO_ALIGNMENT,15,6,INSUFFICIENT_SAMPLE,0.5,1.260429451806653,1.3425742301536847,-0.1712056533753663,-0.7743391951591194
UP,MEDIUM_BODY,EXPANSION_RANGE,LOW_VOLUME,FULL_ALIGNMENT,15,6,INSUFFICIENT_SAMPLE,0.16666666666666666,1.1560046707782283,3.392633669485782,-1.425856853753052,0.014311904789249824
DOWN,MEDIUM_BODY,LOW_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,15,5,INSUFFICIENT_SAMPLE,0.4,1.3137714239111926,1.0704767049027573,0.5631576442986796,-0.1743023011821322
DOWN,SMALL_BODY,LOW_RANGE,HIGH_VOLUME,NO_ALIGNMENT,15,5,INSUFFICIENT_SAMPLE,1.0,2.069991313201433,0.575746802844345,1.4121636744919672,1.3989510251345394
UP,SMALL_BODY,EXPANSION_RANGE,LOW_VOLUME,FULL_ALIGNMENT,15,5,INSUFFICIENT_SAMPLE,0.0,1.5744194748726827,4.549723155868133,-1.4724698899345285,-0.9209893507385851
UP,SMALL_BODY,LOW_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,15,5,INSUFFICIENT_SAMPLE,0.8,2.5801417433234084,0.18257848131050206,1.905294575258722,1.1891459430628448
DOWN,STRONG_BODY,LOW_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,15,4,INSUFFICIENT_SAMPLE,0.0,0.9341219300555155,2.4744141943707234,-1.6450652898594122,-1.6886154282038934
UP,SMALL_BODY,LOW_RANGE,HIGH_VOLUME,NO_ALIGNMENT,15,4,INSUFFICIENT_SAMPLE,0.75,2.600487558047737,0.792215950955271,1.406801777651623,1.6866118011753095
UP,MEDIUM_BODY,LOW_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,15,3,INSUFFICIENT_SAMPLE,0.3333333333333333,1.708128351083943,1.12933512839177,0.5934155023691358,-0.02166344294001944
UP,STRONG_BODY,LOW_RANGE,HIGH_VOLUME,PARTIAL_ALIGNMENT,15,3,INSUFFICIENT_SAMPLE,0.0,0.8947814749836803,2.1720265357703754,-0.8047726421123916,-0.5997363796132591
DOWN,SMALL_BODY,LOW_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,15,2,INSUFFICIENT_SAMPLE,0.5,1.0545470373939663,3.368103101896555,-2.2181854709096047,-2.2181854709096047
DOWN,MEDIUM_BODY,EXPANSION_RANGE,NORMAL_VOLUME,UNKNOWN_CONTEXT,15,1,INSUFFICIENT_SAMPLE,1.0,2.7629752066114777,1.622148760330629,2.4737190082643705,2.4737190082643705
DOWN,MEDIUM_BODY,LOW_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,15,1,INSUFFICIENT_SAMPLE,1.0,3.8852586542201717,1.94126798910934,2.692726565538686,2.692726565538686
DOWN,MEDIUM_BODY,LOW_RANGE,HIGH_VOLUME,NO_ALIGNMENT,15,1,INSUFFICIENT_SAMPLE,1.0,1.9922986773815952,0.21094927172267186,0.9750544115184877,0.9750544115184877
DOWN,SMALL_BODY,EXPANSION_RANGE,LOW_VOLUME,FULL_ALIGNMENT,15,1,INSUFFICIENT_SAMPLE,0.0,1.072173215717658,3.9911788291904466,-2.273456295108398,-2.273456295108398
DOWN,SMALL_BODY,EXPANSION_RANGE,LOW_VOLUME,NO_ALIGNMENT,15,1,INSUFFICIENT_SAMPLE,1.0,2.020689655171969,1.3517241379310474,1.3793103448275739,1.3793103448275739
DOWN,STRONG_BODY,LOW_RANGE,HIGH_VOLUME,NO_ALIGNMENT,15,1,INSUFFICIENT_SAMPLE,1.0,1.6004671381301387,0.4577953675468724,1.4932848893790582,1.4932848893790582
DOWN,STRONG_BODY,NORMAL_RANGE,NORMAL_VOLUME,UNKNOWN_CONTEXT,15,1,INSUFFICIENT_SAMPLE,1.0,3.859832030118732,1.7515204170287764,3.734723428902406,3.734723428902406
UP,MEDIUM_BODY,EXPANSION_RANGE,NORMAL_VOLUME,UNKNOWN_CONTEXT,15,1,INSUFFICIENT_SAMPLE,0.0,-0.3847034577511744,9.58552782230355,-9.555759102358483,-9.555759102358483
UP,MEDIUM_BODY,NORMAL_RANGE,NORMAL_VOLUME,UNKNOWN_CONTEXT,15,1,INSUFFICIENT_SAMPLE,0.0,0.8463251670379054,7.325167037861812,-6.792873051224968,-6.792873051224968
UP,MEDIUM_BODY,UNKNOWN,UNKNOWN,UNKNOWN_CONTEXT,15,1,INSUFFICIENT_SAMPLE,0.0,1.5738375063873138,2.7567705671947174,-2.1538068472152316,-2.1538068472152316
UP,SMALL_BODY,LOW_RANGE,NORMAL_VOLUME,UNKNOWN_CONTEXT,15,1,INSUFFICIENT_SAMPLE,0.0,1.3695395513577842,2.923258559622239,-2.9161747343564404,-2.9161747343564404
UP,STRONG_BODY,LOW_RANGE,HIGH_VOLUME,FULL_ALIGNMENT,15,1,INSUFFICIENT_SAMPLE,0.0,0.24821381317811664,1.5078062979623177,-0.2593278645143547,-0.2593278645143547
DOWN,MEDIUM_BODY,NORMAL_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,30,3887,ADEQUATE,0.5472086441986107,3.515607327909589,2.900330288632689,0.3115309212121142,0.263803680981798
UP,MEDIUM_BODY,NORMAL_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,30,3805,ADEQUATE,0.4814717477003942,3.0531360646387578,3.211743318132449,-0.13302013298079515,-0.06492411467123928
DOWN,SMALL_BODY,NORMAL_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,30,3607,ADEQUATE,0.5411699473246465,3.525165795067187,2.9908034048808885,0.2671169090131623,0.2657879205192864
UP,SMALL_BODY,NORMAL_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,30,3557,ADEQUATE,0.512510542592072,3.1993828863707567,3.2134990674685464,0.002327200660177974,0.02677717564569911
DOWN,STRONG_BODY,NORMAL_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,30,3319,ADEQUATE,0.5444410967158783,3.4769115658610112,2.9241152551855154,0.25394303766605925,0.26735842808265053
UP,STRONG_BODY,NORMAL_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,30,3289,ADEQUATE,0.5059288537549407,3.0943104451342998,3.084655459252019,-0.05144415798961383,-0.017872340425379513
DOWN,SMALL_BODY,LOW_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,30,2758,ADEQUATE,0.565989847715736,3.460238837606918,2.663588548029512,0.45119849478016805,0.337019251852991
UP,SMALL_BODY,LOW_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,30,2639,ADEQUATE,0.5081470253884047,3.1224608399054183,3.005431047149932,0.05008473637009225,0.04002859185128486
DOWN,STRONG_BODY,EXPANSION_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,30,2522,ADEQUATE,0.5249801744647106,3.4346755578239536,3.0668770751936414,0.1046943424414703,0.06961884735156684
UP,STRONG_BODY,EXPANSION_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,30,2417,ADEQUATE,0.48655357881671496,3.325874623060859,3.207316054746457,0.0679504708529337,-0.07935560859209713
DOWN,MEDIUM_BODY,LOW_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,30,1859,ADEQUATE,0.558364712210866,3.3542934598115832,2.734013668512189,0.2782557595590462,0.31704410011928535
UP,MEDIUM_BODY,LOW_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,30,1742,ADEQUATE,0.5126291618828932,3.2470430525878196,2.882567017760369,0.21719808191888718,0.06552578177683924
UP,SMALL_BODY,LOW_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,30,1467,ADEQUATE,0.4839809134287662,3.0731340134912557,3.164767796722329,-0.1617313648413818,-0.20554649265937233
DOWN,SMALL_BODY,LOW_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,30,1444,ADEQUATE,0.5533240997229917,3.4636158713958034,2.80558214038373,0.3529472720385434,0.31126109624797044
DOWN,MEDIUM_BODY,EXPANSION_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,30,1327,ADEQUATE,0.5297663903541824,3.6492832662967762,3.100497033556686,0.2731925378054176,0.11691022964498111
UP,MEDIUM_BODY,EXPANSION_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,30,1235,ADEQUATE,0.5093117408906883,3.5214009759734255,3.296333784799541,0.23471288166944804,0.11028446389496091
DOWN,MEDIUM_BODY,LOW_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,30,1203,ADEQUATE,0.5477971737323358,3.3681364706550236,3.014335909489484,0.08492831773918255,0.26046511627926067
UP,MEDIUM_BODY,LOW_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,30,1082,ADEQUATE,0.4852125693160813,3.1107444357600977,3.1235832678183035,-0.06252281688788623,-0.09528853694670378
DOWN,STRONG_BODY,LOW_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,30,943,ADEQUATE,0.5471898197242842,3.3449080198524332,2.7593082166435785,0.2935230394254136,0.29576008273016297
DOWN,MEDIUM_BODY,NORMAL_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,30,898,ADEQUATE,0.5278396436525612,3.455057358645902,2.8643594207121144,0.2325974707681591,-0.06334274761927525
UP,MEDIUM_BODY,NORMAL_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,30,868,ADEQUATE,0.4838709677419355,3.0655824490083132,3.1725142652768734,0.021682110273242183,0.11390419092745052
UP,STRONG_BODY,LOW_RANGE,NORMAL_VOLUME,PARTIAL_ALIGNMENT,30,865,ADEQUATE,0.5491329479768786,3.19596671898586,2.797323808793058,0.21092568163226777,0.3269391159302184
UP,SMALL_BODY,NORMAL_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,30,864,ADEQUATE,0.5277777777777778,3.2228689833445348,2.978347685036058,0.2702842690615487,0.1814639865808781
DOWN,SMALL_BODY,NORMAL_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,30,836,ADEQUATE,0.5251196172248804,3.438216104204362,2.749771637394961,0.22719449898866362,-0.13984951190081957
DOWN,SMALL_BODY,NORMAL_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,30,769,ADEQUATE,0.5500650195058517,3.382112705789542,2.8999988683366604,0.41580228135296665,0.5509772847335013
UP,MEDIUM_BODY,NORMAL_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,30,763,ADEQUATE,0.4692005242463958,3.2313133229373237,3.0316389878871473,-0.08523160726661785,-0.4049677723628702
DOWN,MEDIUM_BODY,NORMAL_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,30,736,ADEQUATE,0.5244565217391305,3.2443334100948933,2.9820846892682304,0.13013173897466143,0.25158797184907816
UP,STRONG_BODY,NORMAL_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,30,731,ADEQUATE,0.49794801641586867,3.1364638547109793,3.185552522722504,-0.028993410313587577,-0.09833187006137105
DOWN,STRONG_BODY,NORMAL_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,30,730,ADEQUATE,0.5547945205479452,3.708533109177701,2.983467115028545,0.44829291501290747,0.4055397327802841
DOWN,STRONG_BODY,NORMAL_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,30,720,ADEQUATE,0.5513888888888889,3.4029009323666646,2.6573037560583668,0.2196204477914435,0.10507415617047647
UP,SMALL_BODY,NORMAL_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,30,702,ADEQUATE,0.4658119658119658,3.1394339695006637,3.1491299952554197,-0.21478012160438176,-0.3916001073008755
UP,STRONG_BODY,NORMAL_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,30,695,ADEQUATE,0.4906474820143885,2.741698856388444,3.142799051984946,-0.19944752074491076,-0.08489525909601735
UP,MEDIUM_BODY,NORMAL_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,30,680,ADEQUATE,0.45294117647058824,3.2213399442515525,3.3357938090735924,-0.1520619271562578,-0.18080790905579025
DOWN,STRONG_BODY,NORMAL_RANGE,NORMAL_VOLUME,NO_ALIGNMENT,30,651,ADEQUATE,0.5637480798771122,3.19317876629011,2.704818187307229,0.23518684432884976,0.3952087419445042
UP,STRONG_BODY,NORMAL_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,30,641,ADEQUATE,0.516380655226209,3.2873878127530234,2.874147125244934,0.12388419468951727,0.137254901960774
DOWN,STRONG_BODY,LOW_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,30,635,ADEQUATE,0.5448818897637795,3.55433448262706,2.960012026828429,0.2124792154104121,0.3163461538463363
UP,STRONG_BODY,LOW_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,30,618,ADEQUATE,0.5323624595469255,3.4787268465692196,2.9580654641864714,0.31638112126931656,0.16920116450052575
DOWN,MEDIUM_BODY,NORMAL_RANGE,LOW_VOLUME,PARTIAL_ALIGNMENT,30,597,ADEQUATE,0.5460636515912898,3.9355327056001173,3.091377917475401,0.5535580904991786,0.5427350427352106
DOWN,STRONG_BODY,EXPANSION_RANGE,NORMAL_VOLUME,FULL_ALIGNMENT,30,595,ADEQUATE,0.49411764705882355,3.3147145237632714,3.0509926150307174,0.04650388907445455,-0.15499837186591708
