side,m1_previous_color,m5_color,m15_color,h1_color,horizon_minutes,sample_size,sample_status,success_rate,avg_mfe_atr,avg_mae_atr,avg_return_atr,median_return_atr
UP,GREEN,UNKNOWN,UNKNOWN,UNKNOWN,15,1,INSUFFICIENT_SAMPLE,0.0,1.5738375063873138,2.7567705671947174,-2.1538068472152316,-2.1538068472152316
UP,RED,GREEN,GREEN,DOJI,15,1,INSUFFICIENT_SAMPLE,1.0,13.652892561988052,2.8732782369151733,5.3415977961459395,5.3415977961459395
UP,RED,GREEN,RED,DOJI,15,1,INSUFFICIENT_SAMPLE,1.0,1.8171846435108185,0.9597806215725663,1.3948811700178188,1.3948811700178188
UP,RED,RED,DOJI,RED,15,1,INSUFFICIENT_SAMPLE,0.0,0.42923141537142867,7.185216295674116,-6.509029819403332,-6.509029819403332
UP,RED,RED,UNKNOWN,UNKNOWN,15,1,INSUFFICIENT_SAMPLE,0.0,1.3695395513577842,2.923258559622239,-2.9161747343564404,-2.9161747343564404
DOWN,RED,RED,RED,RED,30,4242,ADEQUATE,0.5355964167845356,3.4593468367987548,2.8292152607529917,0.21390037015336585,0.03892580476281091
UP,GREEN,RED,RED,RED,30,3991,ADEQUATE,0.4933600601353044,3.0161585307780503,3.135370382458361,-0.02413007302434187,0.07017543859624863
UP,GREEN,GREEN,GREEN,GREEN,30,3917,ADEQUATE,0.48966045442941025,3.239692141790403,2.989382244822245,0.003655302946156016,-0.23449131513632177
UP,GREEN,GREEN,GREEN,RED,30,3807,ADEQUATE,0.49645390070921985,3.2376123105849275,3.1425433375742964,0.01911752983252224,-0.05498821681088143
DOWN,RED,RED,RED,GREEN,30,3783,ADEQUATE,0.5371398361089083,3.652905369882239,2.9794592645781868,0.34389539145088316,0.18077474892398454
UP,GREEN,GREEN,RED,RED,30,3678,ADEQUATE,0.4902120717781403,3.0172203932228006,3.076586848668259,-0.08933804419753637,-0.0071203328238775765
DOWN,RED,GREEN,GREEN,GREEN,30,3630,ADEQUATE,0.5509641873278237,3.2781023676563588,2.8410435840266244,0.22448947981864054,0.41043774978529446
DOWN,RED,GREEN,GREEN,RED,30,3535,ADEQUATE,0.5561527581329562,3.6172745099025176,2.9063174442293893,0.3695646345179824,0.32463768115914216
DOWN,RED,RED,GREEN,GREEN,30,3340,ADEQUATE,0.5365269461077844,3.328162389859045,3.0068657921374595,0.17527922428878517,0.2937309461701667
DOWN,RED,RED,GREEN,RED,30,3313,ADEQUATE,0.5472381527316631,3.653567854703093,3.0036238713534584,0.2840375220958375,0.2581560283686232
UP,GREEN,RED,RED,GREEN,30,3302,ADEQUATE,0.5311932162325863,3.2492824037840413,3.025528012988213,0.1806996209811177,0.1588615419824807
DOWN,RED,GREEN,RED,RED,30,3227,ADEQUATE,0.5426092345832042,3.4769142738030236,2.7851090431365457,0.3249471914871245,0.14384632566451747
UP,GREEN,RED,GREEN,GREEN,30,2887,ADEQUATE,0.5029442327675788,3.288838579421844,3.0196897446597144,0.15511902338156006,-0.04501607717033215
UP,GREEN,RED,GREEN,RED,30,2824,ADEQUATE,0.48937677053824363,3.224219969748422,3.3318278041339853,-0.0645638006385606,0.019055472263770336
UP,GREEN,GREEN,RED,GREEN,30,2759,ADEQUATE,0.4914824211670895,3.3292049423538947,3.1639118793228755,0.0326783332051762,-0.1089229273035647
DOWN,RED,GREEN,RED,GREEN,30,2604,ADEQUATE,0.5403225806451613,3.4548588686659145,3.0359199509743693,0.2370571688822722,0.28072728258601737
UP,RED,RED,RED,RED,30,1521,ADEQUATE,0.5042735042735043,3.1387338824913678,3.079079663783629,0.12869499553876695,0.05040650406510657
DOWN,GREEN,RED,RED,RED,30,1435,ADEQUATE,0.5498257839721254,3.4636302541375947,2.687880229886264,0.383209928051641,0.1709271270510682
UP,RED,RED,RED,GREEN,30,1369,ADEQUATE,0.5310445580715851,3.308529174007772,3.1201720195293943,0.17129936758679248,0.2394526795896802
DOWN,GREEN,GREEN,GREEN,RED,30,1356,ADEQUATE,0.577433628318584,3.5266740804630667,2.7092971773236094,0.4016727729327783,0.4105798645377038
DOWN,GREEN,GREEN,GREEN,GREEN,30,1325,ADEQUATE,0.5441509433962264,3.3091353539417683,2.7892963436682763,0.2882107978030949,0.3952087419445042
DOWN,GREEN,GREEN,RED,RED,30,1283,ADEQUATE,0.5455962587685113,3.4338600364823244,2.6320881352060255,0.34851687973726586,0.12488262910772246
DOWN,GREEN,RED,RED,GREEN,30,1278,ADEQUATE,0.5320813771517997,3.5331867934900174,3.049131226466861,0.2445143744538582,0.256359354948534
UP,RED,GREEN,GREEN,GREEN,30,1200,ADEQUATE,0.4816666666666667,3.0699348909461914,3.119496598162162,-0.11643796734765914,-0.2013585140141194
UP,RED,GREEN,GREEN,RED,30,1183,ADEQUATE,0.47590870667793744,2.9616685193245322,3.258861479459173,-0.2862793321302801,-0.1783114992719346
UP,RED,GREEN,RED,RED,30,1156,ADEQUATE,0.5086505190311419,3.07674060624887,2.9340989741384607,0.1861269093311427,0.23991300321613243
UP,RED,RED,GREEN,GREEN,30,1132,ADEQUATE,0.5070671378091873,3.27467694104289,2.946101610229488,0.12166635250494715,0.05041214359772725
UP,RED,RED,GREEN,RED,30,1098,ADEQUATE,0.4772313296903461,3.0884842287338494,3.507605879548285,-0.2486689856140624,-0.07390734683358927
DOWN,GREEN,RED,GREEN,GREEN,30,1072,ADEQUATE,0.5279850746268657,3.0672534790845654,2.979659056153905,-0.03338383120684771,0.19598747683851858
DOWN,GREEN,GREEN,RED,GREEN,30,1008,ADEQUATE,0.5446428571428571,3.447959346275996,3.0622308382011396,0.14741128864583972,0.24268485531174389
DOWN,GREEN,RED,GREEN,RED,30,999,ADEQUATE,0.5175175175175175,3.3991322701106257,3.058833753496341,0.03147289118712995,0.11073446327709627
UP,RED,GREEN,RED,GREEN,30,918,ADEQUATE,0.5032679738562091,3.34669810209419,3.2681611883612325,0.04031912845423397,-0.05216340653229805
DOWN,DOJI,RED,RED,RED,30,19,INSUFFICIENT_SAMPLE,0.3157894736842105,3.2217817518067027,4.0284631691041355,-0.006897872623066427,-0.9739952718673822
DOWN,DOJI,RED,GREEN,RED,30,17,INSUFFICIENT_SAMPLE,0.6470588235294118,3.609621286519897,4.283179829196554,0.055472647407788,0.5093140477755506
UP,DOJI,GREEN,GREEN,GREEN,30,17,INSUFFICIENT_SAMPLE,0.5294117647058824,3.234435126696536,4.439949733087076,-0.8508037077379347,-0.04437400950867635
UP,DOJI,RED,GREEN,GREEN,30,17,INSUFFICIENT_SAMPLE,0.5882352941176471,3.5860363310042107,2.13686481372138,1.1374215950417412,2.24883177570083
DOWN,DOJI,GREEN,RED,RED,30,16,INSUFFICIENT_SAMPLE,0.6875,2.906751997313429,2.7568987144629737,-0.5946003985229584,0.39090510336621964
DOWN,DOJI,RED,RED,GREEN,30,16,INSUFFICIENT_SAMPLE,0.625,4.167379078199054,2.8007952216134653,0.9848167309761406,0.6593787377340194
DOWN,RED,DOJI,GREEN,RED,30,16,INSUFFICIENT_SAMPLE,0.25,2.6643238323682916,3.885279535542976,-1.9805067244639698,-3.854834189107397
UP,DOJI,RED,RED,RED,30,16,INSUFFICIENT_SAMPLE,0.625,2.866253675987341,2.4687384924580598,0.3088095392349861,0.2830669383837208
DOWN,RED,DOJI,RED,GREEN,30,15,INSUFFICIENT_SAMPLE,0.4666666666666667,2.941038274745091,3.7034917119101864,-1.5075993818222295,-0.6803278688524386
UP,DOJI,RED,RED,GREEN,30,15,INSUFFICIENT_SAMPLE,0.6,3.570758200405072,2.791581505104041,0.2525646499048167,1.9733263598324342
UP,GREEN,DOJI,RED,GREEN,30,13,INSUFFICIENT_SAMPLE,0.23076923076923078,2.070604116421333,3.8830875940248903,-1.055604629206546,-1.8023660403616761
UP,DOJI,GREEN,RED,RED,30,12,INSUFFICIENT_SAMPLE,0.5,3.536271576004925,2.9321923782618384,0.4451050971760775,0.10314458587030233
UP,DOJI,RED,GREEN,RED,30,12,INSUFFICIENT_SAMPLE,0.5,4.441874102581458,3.9590902425865693,-0.7550654933500923,-1.5633007082040669
DOWN,DOJI,GREEN,GREEN,GREEN,30,11,INSUFFICIENT_SAMPLE,0.45454545454545453,1.7366544832167712,3.528127775961531,-2.0219168201591726,-1.3584797005470148
UP,DOJI,GREEN,GREEN,RED,30,11,INSUFFICIENT_SAMPLE,0.6363636363636364,3.563087388809322,2.464219600190414,1.002210377454114,2.019456558202096
DOWN,DOJI,GREEN,GREEN,RED,30,10,INSUFFICIENT_SAMPLE,0.5,2.351339155301111,3.5035346821205855,-0.7879099633461438,0.24345894212072325
DOWN,DOJI,RED,GREEN,GREEN,30,10,INSUFFICIENT_SAMPLE,0.4,2.694874849636804,4.110332492534087,-0.8507654262566018,1.0544111639141818
UP,GREEN,DOJI,GREEN,RED,30,10,INSUFFICIENT_SAMPLE,0.4,2.2317171139628966,3.289955275074861,-0.5860966090179554,-1.4953184052863475
DOWN,RED,GREEN,GREEN,DOJI,30,9,INSUFFICIENT_SAMPLE,0.1111111111111111,1.7908799019522037,12.40097184644828,-9.224762801329629,-5.822629969419159
UP,GREEN,DOJI,GREEN,GREEN,30,9,INSUFFICIENT_SAMPLE,0.2222222222222222,1.7329225345582746,2.909326917788768,-1.5648921206845565,-1.3602067183463067
UP,RED,DOJI,RED,GREEN,30,9,INSUFFICIENT_SAMPLE,0.3333333333333333,2.5496449725972123,3.358590874798267,-1.4053078180419711,-1.4652493867536447
DOWN,DOJI,GREEN,RED,GREEN,30,8,INSUFFICIENT_SAMPLE,0.375,3.9401484205489465,3.75878063645241,0.5155363522540293,1.0447157468460686
DOWN,RED,RED,DOJI,RED,30,8,INSUFFICIENT_SAMPLE,1.0,12.514916690742195,0.9934729931601013,6.139058516601663,1.8983215531221043
UP,GREEN,RED,GREEN,DOJI,30,7,INSUFFICIENT_SAMPLE,1.0,13.499850818665694,0.3683182080735779,10.223407951573463,10.264642082431575
DOWN,GREEN,RED,DOJI,RED,30,5,INSUFFICIENT_SAMPLE,1.0,18.62749883331167,0.8474713541761097,10.695799098098968,2.5582206716094227
DOWN,RED,DOJI,GREEN,GREEN,30,5,INSUFFICIENT_SAMPLE,0.6,3.201250661292449,2.4837220935168496,0.3170811829180914,0.2736561528207169
UP,DOJI,GREEN,RED,GREEN,30,5,INSUFFICIENT_SAMPLE,0.2,2.281367104072172,6.654608493156289,-4.42607760437244,-1.9954337899543568
UP,GREEN,GREEN,GREEN,DOJI,30,5,INSUFFICIENT_SAMPLE,0.8,9.430716168682476,2.258070015853196,7.465271433884614,0.4331013147725209
DOWN,GREEN,DOJI,RED,GREEN,30,4,INSUFFICIENT_SAMPLE,0.75,3.702710222726682,0.8672859088541496,1.4882617693449542,1.0152050686174108
DOWN,RED,GREEN,DOJI,RED,30,4,INSUFFICIENT_SAMPLE,1.0,48.87314643163792,0.4474412215032083,35.49930751687705,33.31337535014083
DOWN,RED,RED,GREEN,DOJI,30,4,INSUFFICIENT_SAMPLE,0.0,1.03507210167905,11.751267502674406,-8.167192797519704,-8.16934446078203
DOWN,RED,DOJI,RED,RED,30,3,INSUFFICIENT_SAMPLE,0.3333333333333333,2.5776991549446038,3.082331918289835,-1.801348922640739,-2.4021294021295603
UP,GREEN,DOJI,RED,RED,30,3,INSUFFICIENT_SAMPLE,0.6666666666666666,3.0063360043700853,1.5130845510463098,1.0755166094227617,1.7091561938960502
UP,GREEN,RED,DOJI,RED,30,3,INSUFFICIENT_SAMPLE,0.0,1.364880165839401,5.026030389862647,-3.620703826015948,-3.3373216751035186
UP,RED,DOJI,GREEN,RED,30,3,INSUFFICIENT_SAMPLE,0.6666666666666666,3.5414515860303157,2.427558839000304,2.4699961994022535,3.8528000000002898
UP,RED,RED,GREEN,DOJI,30,3,INSUFFICIENT_SAMPLE,1.0,16.459219160522213,0.8819987429619771,13.624159299174101,13.754385964917352
DOWN,GREEN,DOJI,GREEN,RED,30,2,INSUFFICIENT_SAMPLE,0.5,3.4150550512328155,2.4398752596346185,1.2177864949462327,1.2177864949462327
DOWN,GREEN,DOJI,RED,RED,30,2,INSUFFICIENT_SAMPLE,0.5,3.172866370339848,2.4998171752946865,-1.1935339433173557,-1.1935339433173557
DOWN,GREEN,GREEN,RED,DOJI,30,2,INSUFFICIENT_SAMPLE,0.0,1.102124449489154,2.551621176962143,-0.16511649627549535,-0.16511649627549535
DOWN,GREEN,RED,GREEN,DOJI,30,2,INSUFFICIENT_SAMPLE,0.0,0.9572560467055414,20.54918682236037,-15.042952460389742,-15.042952460389742
UP,GREEN,GREEN,RED,DOJI,30,2,INSUFFICIENT_SAMPLE,0.5,1.7999829989814349,1.5249277456643007,0.7268361101668435,0.7268361101668435
UP,GREEN,RED,RED,DOJI,30,2,INSUFFICIENT_SAMPLE,1.0,3.242752480440113,2.358971192321462,2.1574770385963036,2.1574770385963036
UP,GREEN,RED,UNKNOWN,UNKNOWN,30,2,INSUFFICIENT_SAMPLE,0.0,0.23081085464336548,9.622400082007943,-8.587676453743182,-8.587676453743182
UP,RED,DOJI,GREEN,GREEN,30,2,INSUFFICIENT_SAMPLE,1.0,3.855620645728125,2.8685497089472407,-0.21463231562638457,-0.21463231562638457
DOWN,GREEN,DOJI,GREEN,GREEN,30,1,INSUFFICIENT_SAMPLE,1.0,2.599749058971555,2.388958594730301,0.8782936010038029,0.8782936010038029
DOWN,GREEN,GREEN,GREEN,DOJI,30,1,INSUFFICIENT_SAMPLE,1.0,2.7676630434779033,0.3709239130437603,1.0176630434779035,1.0176630434779035
DOWN,GREEN,RED,UNKNOWN,UNKNOWN,30,1,INSUFFICIENT_SAMPLE,1.0,8.700826446280866,1.622148760330629,6.421487603305786,6.421487603305786
DOWN,RED,GREEN,RED,DOJI,30,1,INSUFFICIENT_SAMPLE,0.0,1.0738636363637084,3.6789772727284906,-0.15909090909078577,-0.15909090909078577
DOWN,RED,RED,UNKNOWN,UNKNOWN,30,1,INSUFFICIENT_SAMPLE,1.0,8.583840139009451,1.7515204170287764,6.241529105125931,6.241529105125931
UP,GREEN,UNKNOWN,UNKNOWN,UNKNOWN,30,1,INSUFFICIENT_SAMPLE,0.0,1.5738375063873138,9.823709759836584,-6.951967296883097,-6.951967296883097
UP,RED,GREEN,GREEN,DOJI,30,1,INSUFFICIENT_SAMPLE,1.0,21.887052341606065,2.8732782369151733,16.371900826451522,16.371900826451522
UP,RED,GREEN,RED,DOJI,30,1,INSUFFICIENT_SAMPLE,1.0,1.8171846435108185,0.9597806215725663,1.0621572212068802,1.0621572212068802
UP,RED,RED,DOJI,RED,30,1,INSUFFICIENT_SAMPLE,0.0,0.42923141537142867,52.201595968079616,-37.88996220075565,-37.88996220075565
UP,RED,RED,UNKNOWN,UNKNOWN,30,1,INSUFFICIENT_SAMPLE,0.0,1.3695395513577842,9.164108618654007,-6.694214876032968,-6.694214876032968
DOWN,RED,RED,RED,RED,60,4242,ADEQUATE,0.5339462517680339,5.155020083704266,3.863166912571365,0.6842440081560248,0.18782392970765616
UP,GREEN,RED,RED,RED,60,3991,ADEQUATE,0.4901027311450764,4.129944460795851,4.6021563660338956,-0.15567918076862292,0.14070351758800023
UP,GREEN,GREEN,GREEN,GREEN,60,3917,ADEQUATE,0.4957875925453153,4.667666002120147,4.411102458695355,0.11583601042005522,-0.1290542847390195
UP,GREEN,GREEN,GREEN,RED,60,3807,ADEQUATE,0.4793800893091673,4.625833422799317,4.726380701320216,-0.13447412678903153,-0.12556053811667559
DOWN,RED,RED,RED,GREEN,60,3783,ADEQUATE,0.5392545598731165,5.217548958881926,4.336042704163756,0.3650822626442769,0.28854538248089495
UP,GREEN,GREEN,RED,RED,60,3678,ADEQUATE,0.46900489396411094,4.203748351448394,4.664678823308261,-0.24244361718715277,-0.06602438419063399
DOWN,RED,GREEN,GREEN,GREEN,60,3630,ADEQUATE,0.534159779614325,4.749043088204955,4.258798666447939,0.2873087908064843,0.375465487164403
DOWN,RED,GREEN,GREEN,RED,60,3535,ADEQUATE,0.5533239038189534,5.266745546174491,4.25711641755613,0.5757779984079119,0.5121951219509304
DOWN,RED,RED,GREEN,GREEN,60,3340,ADEQUATE,0.5251497005988024,4.929026974883794,4.531224839958381,0.29295287542969906,0.37151441808606417
DOWN,RED,RED,GREEN,RED,60,3313,ADEQUATE,0.5378810745547842,5.380930674918152,4.3258012877935625,0.4968293267029445,0.03416022773508299
UP,GREEN,RED,RED,GREEN,60,3302,ADEQUATE,0.517565112053301,4.5835482253148605,4.584273758552861,-0.011888297343797809,-0.03416179033810113
DOWN,RED,GREEN,RED,RED,60,3227,ADEQUATE,0.5519057948559033,5.107239111958033,3.9638214508353227,0.5349285437939199,0.22047244094488483
UP,GREEN,RED,GREEN,GREEN,60,2887,ADEQUATE,0.5053688950467613,4.813207408647902,4.561265873390227,0.13035907287248163,-0.1355932203392378
UP,GREEN,RED,GREEN,RED,60,2824,ADEQUATE,0.47910764872521244,4.504103406309013,4.9338126741933825,-0.3019477938691867,-0.004647045806554599
UP,GREEN,GREEN,RED,GREEN,60,2759,ADEQUATE,0.4853207683943458,4.604750602967833,4.793452960770015,-0.19587949853150685,-0.2795341098167355
DOWN,RED,GREEN,RED,GREEN,60,2604,ADEQUATE,0.5518433179723502,5.154130893215863,4.376941398753071,0.3826704076920734,0.40510995411557893
UP,RED,RED,RED,RED,60,1521,ADEQUATE,0.48454963839579224,4.27579111612091,4.680158090157989,-0.14823953461231013,-0.14049759565113734
DOWN,GREEN,RED,RED,RED,60,1435,ADEQUATE,0.5484320557491289,4.923769423647704,3.713992573017012,0.6040670997409977,0.1659021406724997
UP,RED,RED,RED,GREEN,60,1369,ADEQUATE,0.4959824689554419,4.623771973124097,4.649682942496524,-0.008468678473532415,-0.12198391420920222
DOWN,GREEN,GREEN,GREEN,RED,60,1356,ADEQUATE,0.5730088495575221,5.198966760992455,4.326154808789105,0.4643523414018892,0.4487937079134457
DOWN,GREEN,GREEN,GREEN,GREEN,60,1325,ADEQUATE,0.5547169811320755,4.865655165338009,4.087307413774338,0.4825372622480473,0.6674057649667567
DOWN,GREEN,GREEN,RED,RED,60,1283,ADEQUATE,0.5448168355416991,5.006395876120586,3.8067235077066433,0.5269618189645446,0.3512544802865701
DOWN,GREEN,RED,RED,GREEN,60,1278,ADEQUATE,0.5414710485133021,5.082553416965044,4.258060521049775,0.30652939428249104,0.17821641791629755
UP,RED,GREEN,GREEN,GREEN,60,1200,ADEQUATE,0.4875,4.447114435372119,4.656156156830463,-0.1426977799171983,-0.3581353347333306
UP,RED,GREEN,GREEN,RED,60,1183,ADEQUATE,0.46661031276415893,4.459642215164764,4.8692851182516765,-0.3038087931350668,-0.21447089323579646
UP,RED,GREEN,RED,RED,60,1156,ADEQUATE,0.49653979238754326,4.3410610806661065,4.45580742819359,0.05848094160700221,0.05083869215034122
UP,RED,RED,GREEN,GREEN,60,1132,ADEQUATE,0.5256183745583038,4.838158206634771,4.372291056465239,0.25299886215898887,0.019187817258719424
UP,RED,RED,GREEN,RED,60,1098,ADEQUATE,0.45719489981785066,4.205519859062822,5.264485106269915,-0.7160422287348538,-0.23479116657333232
DOWN,GREEN,RED,GREEN,GREEN,60,1072,ADEQUATE,0.503731343283582,4.472177150575905,4.579855185625503,-0.21008594454681814,0.06128477644474513
DOWN,GREEN,GREEN,RED,GREEN,60,1008,ADEQUATE,0.5357142857142857,5.210362085175944,4.522300849331039,0.42699747517875464,0.28670378780804673
DOWN,GREEN,RED,GREEN,RED,60,999,ADEQUATE,0.5255255255255256,4.9995067641769975,4.3312034835242,0.18405773352154162,0.04564597201463061
UP,RED,GREEN,RED,GREEN,60,918,ADEQUATE,0.48257080610021785,4.617498344580779,4.907279803667211,-0.28708214348759215,-0.32899521371309526
DOWN,DOJI,RED,RED,RED,60,19,INSUFFICIENT_SAMPLE,0.3684210526315789,4.839263902343703,4.789164861446582,0.5007964516890463,-0.21552878179384516
DOWN,DOJI,RED,GREEN,RED,60,17,INSUFFICIENT_SAMPLE,0.5882352941176471,7.251514324591916,6.376570492206721,-0.3729447432079165,-1.8989547038327614
UP,DOJI,GREEN,GREEN,GREEN,60,17,INSUFFICIENT_SAMPLE,0.4117647058823529,4.66314260121987,5.729567152523752,-0.3250795670290354,-1.7355371900827932
UP,DOJI,RED,GREEN,GREEN,60,17,INSUFFICIENT_SAMPLE,0.6470588235294118,5.059911080205568,3.5005582535320654,1.4225056469601218,0.08674101610904703
DOWN,DOJI,GREEN,RED,RED,60,16,INSUFFICIENT_SAMPLE,0.75,7.880679531909584,4.242238343960748,3.175387008018836,0.45354671966933835
DOWN,DOJI,RED,RED,GREEN,60,16,INSUFFICIENT_SAMPLE,0.625,7.665634837992043,4.232045812472382,2.981044486817721,1.5732020003715341
DOWN,RED,DOJI,GREEN,RED,60,16,INSUFFICIENT_SAMPLE,0.25,2.8209634915603115,8.527803221397416,-6.135709455424532,-4.979099574046796
UP,DOJI,RED,RED,RED,60,16,INSUFFICIENT_SAMPLE,0.625,4.549117203230953,3.247878085431375,1.4985380636195125,1.6631630200508667
DOWN,RED,DOJI,RED,GREEN,60,15,INSUFFICIENT_SAMPLE,0.6,3.917675300314904,4.407518940149959,-0.9172402440570832,-1.050111714012294
UP,DOJI,RED,RED,GREEN,60,15,INSUFFICIENT_SAMPLE,0.6,4.326024950360465,3.708604757756288,0.2858331312294595,1.3046594982079833
UP,GREEN,DOJI,RED,GREEN,60,13,INSUFFICIENT_SAMPLE,0.07692307692307693,2.5248425003308066,5.816876351052847,-2.128763516523026,-3.0133798720187484
UP,DOJI,GREEN,RED,RED,60,12,INSUFFICIENT_SAMPLE,0.5,4.347496733243507,3.339453667499187,0.3260034343161364,0.3335709800044281
UP,DOJI,RED,GREEN,RED,60,12,INSUFFICIENT_SAMPLE,0.3333333333333333,4.853514382298733,5.605525072056817,-1.4216328341093971,-2.0013578544121295
DOWN,DOJI,GREEN,GREEN,GREEN,60,11,INSUFFICIENT_SAMPLE,0.2727272727272727,2.602150844638858,5.90703198747421,-2.341266794444392,-0.619176232275643
UP,DOJI,GREEN,GREEN,RED,60,11,INSUFFICIENT_SAMPLE,0.6363636363636364,4.8516745530126775,3.6911911138675673,-0.31457727315194367,0.5617395806368618
DOWN,DOJI,GREEN,GREEN,RED,60,10,INSUFFICIENT_SAMPLE,0.6,4.212672437432269,3.8444554728343916,1.0071494928402427,2.9496865511303567
DOWN,DOJI,RED,GREEN,GREEN,60,10,INSUFFICIENT_SAMPLE,0.4,4.361449374139099,7.276065499967025,-2.26227721810702,-1.1268830088073434
UP,GREEN,DOJI,GREEN,RED,60,10,INSUFFICIENT_SAMPLE,0.4,3.3518064753669385,3.709369118236757,0.4533576555011451,1.021445478834941
DOWN,RED,GREEN,GREEN,DOJI,60,9,INSUFFICIENT_SAMPLE,0.0,1.8507095094107515,17.21804484540512,-12.931313642857893,-14.028659160696634
UP,GREEN,DOJI,GREEN,GREEN,60,9,INSUFFICIENT_SAMPLE,0.2222222222222222,2.557984217939341,7.687157216686054,-5.027049608695346,-2.814470284237252
UP,RED,DOJI,RED,GREEN,60,9,INSUFFICIENT_SAMPLE,0.2222222222222222,3.311288824969616,5.075877857232176,-1.4276584250272448,-1.01880621422668
DOWN,DOJI,GREEN,RED,GREEN,60,8,INSUFFICIENT_SAMPLE,0.625,4.795568507039729,4.963252620503927,1.0241208305100904,1.7031114421515932
DOWN,RED,RED,DOJI,RED,60,8,INSUFFICIENT_SAMPLE,1.0,14.370829793715771,0.9934729931601013,10.136930304172793,5.544135757501527
UP,GREEN,RED,GREEN,DOJI,60,7,INSUFFICIENT_SAMPLE,1.0,16.210907507212163,0.3986421226153118,11.323558736222497,11.494577006510482
DOWN,GREEN,RED,DOJI,RED,60,5,INSUFFICIENT_SAMPLE,1.0,20.275609501817765,0.8474713541761097,14.421058051254528,6.441343218490833
DOWN,RED,DOJI,GREEN,GREEN,60,5,INSUFFICIENT_SAMPLE,0.6,15.489390435344522,3.4290383663238986,8.982267157267303,2.649654439128365
UP,DOJI,GREEN,RED,GREEN,60,5,INSUFFICIENT_SAMPLE,0.2,2.8194309394718085,10.722826376462521,-4.951192686414707,-0.7625570776256303
UP,GREEN,GREEN,GREEN,DOJI,60,5,INSUFFICIENT_SAMPLE,1.0,14.79591175370262,2.3488786447108736,10.447180872147753,11.223545900492127
DOWN,GREEN,DOJI,RED,GREEN,60,4,INSUFFICIENT_SAMPLE,1.0,4.182507299894124,1.6528792805635306,1.9720770587643832,0.9741120214229732
DOWN,RED,GREEN,DOJI,RED,60,4,INSUFFICIENT_SAMPLE,1.0,48.87314643163792,0.4474412215032083,32.82926397280269,32.209502349327906
DOWN,RED,RED,GREEN,DOJI,60,4,INSUFFICIENT_SAMPLE,0.0,1.03507210167905,15.046298934679282,-10.541111412970809,-10.340220601245308
DOWN,RED,DOJI,RED,RED,60,3,INSUFFICIENT_SAMPLE,0.3333333333333333,2.5776991549446038,3.3218111795674794,-0.7653141590136219,-0.5814144736843757
UP,GREEN,DOJI,RED,RED,60,3,INSUFFICIENT_SAMPLE,0.6666666666666666,8.343691295334663,1.5130845510463098,6.763993356543225,9.14469453376242
UP,GREEN,RED,DOJI,RED,60,3,INSUFFICIENT_SAMPLE,0.0,1.364880165839401,8.566745446067745,-7.785316474775592,-7.830052808449404
UP,RED,DOJI,GREEN,RED,60,3,INSUFFICIENT_SAMPLE,1.0,10.126806452656904,2.427558839000304,7.593689689624668,6.55199999999993
UP,RED,RED,GREEN,DOJI,60,3,INSUFFICIENT_SAMPLE,1.0,18.046306247609675,0.8819987429619771,12.185646333709698,12.64414414414597
DOWN,GREEN,DOJI,GREEN,RED,60,2,INSUFFICIENT_SAMPLE,0.5,3.74054524731122,2.4398752596346185,0.6349458166271253,0.6349458166271253
DOWN,GREEN,DOJI,RED,RED,60,2,INSUFFICIENT_SAMPLE,0.5,3.172866370339848,2.831782519571916,-0.7698048023094686,-0.7698048023094686
DOWN,GREEN,GREEN,RED,DOJI,60,2,INSUFFICIENT_SAMPLE,0.0,1.4725502733694253,20.14684781125436,-14.9317877131132,-14.9317877131132
DOWN,GREEN,RED,GREEN,DOJI,60,2,INSUFFICIENT_SAMPLE,0.0,0.9572560467055414,20.54918682236037,-13.752585487911752,-13.752585487911752
UP,GREEN,GREEN,RED,DOJI,60,2,INSUFFICIENT_SAMPLE,1.0,17.81164994900271,1.8620154709283026,13.692515300921997,13.692515300921997
UP,GREEN,RED,RED,DOJI,60,2,INSUFFICIENT_SAMPLE,1.0,22.55655896245533,2.358971192321462,17.540977127897698,17.540977127897698
UP,GREEN,RED,UNKNOWN,UNKNOWN,60,2,INSUFFICIENT_SAMPLE,0.0,0.23081085464336548,9.895683000107507,-2.707593089087297,-2.707593089087297
UP,RED,DOJI,GREEN,GREEN,60,2,INSUFFICIENT_SAMPLE,1.0,3.855620645728125,3.48980457867296,-2.2768031815991647,-2.2768031815991647
DOWN,GREEN,DOJI,GREEN,GREEN,60,1,INSUFFICIENT_SAMPLE,1.0,2.599749058971555,2.388958594730301,1.2881639481388043,1.2881639481388043
DOWN,GREEN,GREEN,GREEN,DOJI,60,1,INSUFFICIENT_SAMPLE,0.0,2.7676630434779033,6.248641304347054,-2.872282608694975,-2.872282608694975
DOWN,GREEN,RED,UNKNOWN,UNKNOWN,60,1,INSUFFICIENT_SAMPLE,1.0,8.980826446280874,1.622148760330629,1.6591735537190253,1.6591735537190253
DOWN,RED,GREEN,RED,DOJI,60,1,INSUFFICIENT_SAMPLE,0.0,1.0738636363637084,24.460227272730922,-16.943181818183156,-16.943181818183156
DOWN,RED,RED,UNKNOWN,UNKNOWN,60,1,INSUFFICIENT_SAMPLE,1.0,8.864176078771987,1.7515204170287764,1.7167680278018904,1.7167680278018904
