side,m1_previous_color,m5_color,m15_color,h1_color,m1_previous_body_bucket,m1_previous_range_bucket,directional_alignment,horizon_minutes,sample_size_train,sample_status_train,success_rate_train,avg_mfe_atr_train,avg_mae_atr_train,avg_return_atr_train,median_return_atr_train,sample_size_test,sample_status_test,success_rate_test,avg_mfe_atr_test,avg_mae_atr_test,avg_return_atr_test,median_return_atr_test,candidate_status
DOWN,RED,GREEN,RED,GREEN,SMALL_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,60,35.0,INSUFFICIENT_SAMPLE,0.5142857142857142,4.631697919520571,4.13476916651284,0.8363477205420179,1.3301127214169406,15.0,INSUFFICIENT_SAMPLE,0.6,7.255735039075604,5.390375995651924,-0.3603046923035417,-0.2667353244077348,NOT_STABLE
UP,RED,RED,GREEN,GREEN,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,5,33.0,INSUFFICIENT_SAMPLE,0.48484848484848486,1.2794044223291512,1.0088592768432176,-0.028654467732981758,-0.37241533474910526,15.0,INSUFFICIENT_SAMPLE,0.6,1.346400167744165,0.9571468266406796,0.11399759917470596,0.334624115369204,NOT_STABLE
UP,RED,RED,GREEN,GREEN,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,15,33.0,INSUFFICIENT_SAMPLE,0.48484848484848486,2.311778681156588,1.889107219458409,0.6050323503356957,0.25573491928622416,15.0,INSUFFICIENT_SAMPLE,0.6666666666666666,2.2674655831388306,1.459776090855299,0.43338298197006725,0.48514851485177746,NOT_STABLE
UP,RED,RED,GREEN,GREEN,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,30,33.0,INSUFFICIENT_SAMPLE,0.5151515151515151,3.511289437597359,3.3411634217478237,-0.423580875897107,-0.2207019631174715,15.0,INSUFFICIENT_SAMPLE,0.6,2.5085064278371516,2.034659052568353,0.056472461410980244,0.26988636363630336,NOT_STABLE
UP,RED,RED,GREEN,GREEN,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,60,33.0,INSUFFICIENT_SAMPLE,0.42424242424242425,4.983752994587544,5.677625692076952,-1.0963574422719482,-1.418300653595067,15.0,INSUFFICIENT_SAMPLE,0.6666666666666666,5.825318744260817,2.6021050291520265,2.1421550181084865,0.6790299572038537,NOT_STABLE
UP,RED,RED,GREEN,RED,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,5,23.0,INSUFFICIENT_SAMPLE,0.4782608695652174,1.5592196109451484,0.8943888232450361,0.6213927591419075,0.32012195121950154,15.0,INSUFFICIENT_SAMPLE,0.5333333333333333,1.1724268269093048,0.920061142459931,0.07337072880080096,0.39333333333343035,NOT_STABLE
UP,RED,RED,GREEN,RED,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,15,23.0,INSUFFICIENT_SAMPLE,0.5652173913043478,2.1618571099989765,2.0394237134981346,-0.285534254669393,-0.9260700389105746,15.0,INSUFFICIENT_SAMPLE,0.5333333333333333,1.9696462698528592,1.6705840237523413,0.4273532653442897,1.0377113133940943,NOT_STABLE
UP,RED,RED,GREEN,RED,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,30,23.0,INSUFFICIENT_SAMPLE,0.4782608695652174,2.5164336468095256,4.018591563884852,-1.8020314592261024,-1.939456131349301,15.0,INSUFFICIENT_SAMPLE,0.4,3.0826795489289496,2.686969889355085,0.599157196418895,0.933815925542795,NOT_STABLE
UP,RED,RED,GREEN,RED,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,60,23.0,INSUFFICIENT_SAMPLE,0.34782608695652173,3.683691149273587,5.925089714323918,-1.261668066794481,-0.9753353526611591,15.0,INSUFFICIENT_SAMPLE,0.4666666666666667,4.049581617031395,5.076606121215919,-0.6988758222988277,0.615305067217743,NOT_STABLE
UP,RED,GREEN,RED,GREEN,SMALL_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,5,13.0,INSUFFICIENT_SAMPLE,0.38461538461538464,1.5272288367846596,1.3590545132427165,-0.2535424858226442,-0.6709895686495208,15.0,INSUFFICIENT_SAMPLE,0.3333333333333333,1.0748397464159625,1.5512852248823998,-0.4886270581545801,-0.9778812572757892,NOT_STABLE
UP,RED,GREEN,RED,GREEN,SMALL_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,15,13.0,INSUFFICIENT_SAMPLE,0.3076923076923077,3.256547330756166,2.749005814178256,0.5196742341999314,-0.6070199587062411,15.0,INSUFFICIENT_SAMPLE,0.4666666666666667,1.7802766424230476,2.213149979129069,-0.36098221994613655,-0.08566108007466577,NOT_STABLE
UP,RED,GREEN,RED,GREEN,SMALL_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,30,13.0,INSUFFICIENT_SAMPLE,0.23076923076923078,3.8998031921339855,4.4285416941686515,-0.5749350705486675,-0.888074429095049,15.0,INSUFFICIENT_SAMPLE,0.4666666666666667,2.696613864068205,3.0246674992915166,0.049781034190615844,0.6237781313935002,NOT_STABLE
UP,RED,GREEN,RED,GREEN,SMALL_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,60,13.0,INSUFFICIENT_SAMPLE,0.23076923076923078,4.803111622324587,7.750501738087469,-2.5333430837700415,-0.819209039548442,15.0,INSUFFICIENT_SAMPLE,0.4666666666666667,3.5655116344186015,5.8532183075353945,-2.577551721516822,0.41113381001024374,NOT_STABLE
DOWN,GREEN,GREEN,RED,GREEN,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,5,39.0,INSUFFICIENT_SAMPLE,0.6153846153846154,1.3665232158322256,0.9532197611994692,0.272512678859821,0.2068965517242252,14.0,INSUFFICIENT_SAMPLE,0.5714285714285714,1.244044063177629,1.0754487726995958,-0.04165798037570175,0.1948887399658871,NOT_STABLE
DOWN,GREEN,GREEN,RED,GREEN,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,15,39.0,INSUFFICIENT_SAMPLE,0.6666666666666666,2.43359999245315,1.3471659856673952,0.7851013115021875,0.9535822401615246,14.0,INSUFFICIENT_SAMPLE,0.5714285714285714,2.0535416946730685,2.0374501958894795,-0.4007522200734475,0.5507697485586586,NOT_STABLE
DOWN,GREEN,GREEN,RED,GREEN,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,30,39.0,INSUFFICIENT_SAMPLE,0.6923076923076923,3.8130077305622367,2.0124940017225486,1.2638262565071083,1.1490667348503645,14.0,INSUFFICIENT_SAMPLE,0.5,2.7299542215647112,3.125888196537804,0.3837651399289485,0.38130910293113196,NOT_STABLE
DOWN,GREEN,GREEN,RED,GREEN,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,60,39.0,INSUFFICIENT_SAMPLE,0.5641025641025641,5.269899005213141,3.362523781124268,1.462419471061488,0.7368421052630403,14.0,INSUFFICIENT_SAMPLE,0.5,6.419420568727785,6.327583867219124,2.2893692885305272,2.737321052954067,NOT_STABLE
UP,RED,GREEN,GREEN,RED,SMALL_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,5,36.0,INSUFFICIENT_SAMPLE,0.4722222222222222,1.654158196847456,1.4988794622111505,0.05619422446836654,-0.15277324020984057,14.0,INSUFFICIENT_SAMPLE,0.5,1.3825825725734855,1.461571349508283,-0.35541769491815306,-0.19659069127133671,NOT_STABLE
UP,RED,GREEN,GREEN,RED,SMALL_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,15,36.0,INSUFFICIENT_SAMPLE,0.5,2.50318155465521,2.000944168651085,0.5744041458712474,0.6802492204615623,14.0,INSUFFICIENT_SAMPLE,0.42857142857142855,2.0282467225587886,2.3610892466424014,-0.23227218032412278,0.17398564992923538,NOT_STABLE
UP,RED,GREEN,GREEN,RED,SMALL_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,30,36.0,INSUFFICIENT_SAMPLE,0.5,3.5082017644579855,2.6626088489591466,1.08691277596616,1.017709497206964,14.0,INSUFFICIENT_SAMPLE,0.5714285714285714,2.732051285919962,3.8016160536610273,-0.907360278361924,0.6154201073928068,NOT_STABLE
UP,RED,GREEN,GREEN,RED,SMALL_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,60,36.0,INSUFFICIENT_SAMPLE,0.4722222222222222,5.479466951980409,3.494479905843293,1.8685061752584744,0.42199481555241547,14.0,INSUFFICIENT_SAMPLE,0.5714285714285714,3.6693030284164947,6.470078271610352,-2.6068741868534344,0.05987143699840116,NOT_STABLE
UP,RED,RED,GREEN,RED,MEDIUM_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,5,34.0,INSUFFICIENT_SAMPLE,0.5588235294117647,1.274444292171268,0.9998252979268214,0.38460487064396043,0.27259896228201197,14.0,INSUFFICIENT_SAMPLE,0.35714285714285715,1.79495490345693,1.449562577568972,0.10775592978737454,-0.2746247359493553,NOT_STABLE
UP,RED,RED,GREEN,RED,MEDIUM_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,15,34.0,INSUFFICIENT_SAMPLE,0.5294117647058824,2.0525664961615124,3.7708651081232007,-1.0740789435714473,0.6966295185329212,14.0,INSUFFICIENT_SAMPLE,0.5,3.248976569091678,2.5627192892717363,0.03876611241896079,0.05304619880847955,NOT_STABLE
UP,RED,RED,GREEN,RED,MEDIUM_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,30,34.0,INSUFFICIENT_SAMPLE,0.47058823529411764,2.6199759462207144,5.257467369178297,-2.23106137005066,-0.024746082024831015,14.0,INSUFFICIENT_SAMPLE,0.42857142857142855,4.05293588521837,4.1031449087106155,0.007859575797926763,-0.004369113271101094,NOT_STABLE
UP,RED,RED,GREEN,RED,MEDIUM_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,60,34.0,INSUFFICIENT_SAMPLE,0.4411764705882353,3.753955792999639,7.008594277304096,-2.613303923204291,0.4261035543847509,14.0,INSUFFICIENT_SAMPLE,0.35714285714285715,5.058567830019598,8.388337890320516,-3.881628580462555,-2.606316849591331,NOT_STABLE
DOWN,GREEN,RED,GREEN,GREEN,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,5,29.0,INSUFFICIENT_SAMPLE,0.6551724137931034,1.558227391092319,0.5589075977264009,0.5383589694524865,-0.033599999999719674,14.0,INSUFFICIENT_SAMPLE,0.42857142857142855,0.783645969391852,1.2429127756248874,-0.29630666910936637,-0.21446253630155118,NOT_STABLE
DOWN,GREEN,RED,GREEN,GREEN,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,15,29.0,INSUFFICIENT_SAMPLE,0.6896551724137931,2.3724331507980447,1.3589078925661702,0.4484772562923452,0.27804195804198645,14.0,INSUFFICIENT_SAMPLE,0.2857142857142857,1.7000417575007787,2.2539706890436895,-0.2707009506190496,0.026935845759156786,NOT_STABLE
DOWN,GREEN,RED,GREEN,GREEN,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,30,29.0,INSUFFICIENT_SAMPLE,0.6206896551724138,3.140672442336396,2.3637728473979442,0.07866137322914893,0.9804281345565649,14.0,INSUFFICIENT_SAMPLE,0.42857142857142855,2.898595673773766,2.9716003728457854,0.9033922980736352,-0.15471567223159782,NOT_STABLE
DOWN,GREEN,RED,GREEN,GREEN,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,60,29.0,INSUFFICIENT_SAMPLE,0.5517241379310345,4.624467726970512,3.849688870632333,-0.09148125220506906,1.7919708029199597,14.0,INSUFFICIENT_SAMPLE,0.42857142857142855,4.033089905240737,4.505755803103929,0.5809562905812131,0.8290380335083181,NOT_STABLE
DOWN,GREEN,GREEN,GREEN,GREEN,STRONG_BODY,EXPANSION_RANGE,NO_ALIGNMENT,5,22.0,INSUFFICIENT_SAMPLE,0.4090909090909091,1.1439932325692659,1.3072731362964938,-0.07791066348470553,-0.3916628027532805,14.0,INSUFFICIENT_SAMPLE,0.5714285714285714,1.204404551829512,1.2055702715287189,-0.12453723711767266,0.1621091746107327,NOT_STABLE
DOWN,GREEN,GREEN,GREEN,GREEN,STRONG_BODY,EXPANSION_RANGE,NO_ALIGNMENT,15,22.0,INSUFFICIENT_SAMPLE,0.36363636363636365,1.5969561016318676,2.234505741497621,-0.026497876596765026,-0.25230253820575965,14.0,INSUFFICIENT_SAMPLE,0.7857142857142857,2.156474130191217,1.9117967457126752,0.34362946235749414,1.33947830401427,NOT_STABLE
DOWN,GREEN,GREEN,GREEN,GREEN,STRONG_BODY,EXPANSION_RANGE,NO_ALIGNMENT,30,22.0,INSUFFICIENT_SAMPLE,0.5454545454545454,3.1933723183136937,3.1432198561184332,0.8212467237503034,0.7996599721947577,14.0,INSUFFICIENT_SAMPLE,0.7142857142857143,2.740735066205265,2.4546665280768742,0.07732932001841666,1.164258244914886,NOT_STABLE
DOWN,GREEN,GREEN,GREEN,GREEN,STRONG_BODY,EXPANSION_RANGE,NO_ALIGNMENT,60,22.0,INSUFFICIENT_SAMPLE,0.45454545454545453,4.548361709494796,4.852059272429198,-0.13898459672379693,0.1192005632521213,14.0,INSUFFICIENT_SAMPLE,0.6428571428571429,4.172982943579084,3.956988457681869,0.4526198708692601,1.638688669432781,NOT_STABLE
UP,RED,GREEN,GREEN,GREEN,MEDIUM_BODY,EXPANSION_RANGE,FULL_ALIGNMENT,5,39.0,INSUFFICIENT_SAMPLE,0.4358974358974359,1.3410232066286498,1.2665552334634116,-0.04115302950582436,-0.4516129032256694,13.0,INSUFFICIENT_SAMPLE,0.46153846153846156,1.4599319389028973,1.3258987196324516,0.16401655974148893,0.06077960465537479,NOT_STABLE
UP,RED,GREEN,GREEN,GREEN,MEDIUM_BODY,EXPANSION_RANGE,FULL_ALIGNMENT,15,39.0,INSUFFICIENT_SAMPLE,0.48717948717948717,2.2074282947553203,1.9914852974304216,0.30914922208699563,0.3541212385520803,13.0,INSUFFICIENT_SAMPLE,0.5384615384615384,2.208452659027384,1.9984576466722677,0.33738617709570246,0.7238605898124083,NOT_STABLE
UP,RED,GREEN,GREEN,GREEN,MEDIUM_BODY,EXPANSION_RANGE,FULL_ALIGNMENT,30,39.0,INSUFFICIENT_SAMPLE,0.5128205128205128,2.978374853049931,2.9190633268265267,0.23173244966723444,0.5869485964275611,13.0,INSUFFICIENT_SAMPLE,0.6153846153846154,2.4572332854441665,2.2768241009233927,-0.4233313427760553,-0.6089041095888182,NOT_STABLE
UP,RED,GREEN,GREEN,GREEN,MEDIUM_BODY,EXPANSION_RANGE,FULL_ALIGNMENT,60,39.0,INSUFFICIENT_SAMPLE,0.48717948717948717,4.492231082137644,4.350798935718103,0.08278508444439645,-0.4491432737878894,13.0,INSUFFICIENT_SAMPLE,0.46153846153846156,3.0349275726827827,3.6329688963106155,-0.6631570676282154,-1.17691645133506,NOT_STABLE
DOWN,GREEN,GREEN,RED,GREEN,MEDIUM_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,5,25.0,INSUFFICIENT_SAMPLE,0.52,1.382752585344362,1.3450681514907987,-0.29187132911799346,-0.37689969604886137,13.0,INSUFFICIENT_SAMPLE,0.7692307692307693,1.3771792138129482,0.6966408733161149,0.49522787849203254,0.49310872894346536,NOT_STABLE
DOWN,GREEN,GREEN,RED,GREEN,MEDIUM_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,15,25.0,INSUFFICIENT_SAMPLE,0.48,1.9907196478836824,2.7492883284811582,-0.4159444530306722,-0.020057306590089745,13.0,INSUFFICIENT_SAMPLE,0.6923076923076923,2.0253694513438685,1.8803084737758982,0.16889024100224004,1.1278458844130328,NOT_STABLE
DOWN,GREEN,GREEN,RED,GREEN,MEDIUM_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,30,25.0,INSUFFICIENT_SAMPLE,0.52,4.089334457406326,3.6798351595375105,0.3325209315560993,0.8178947368418249,13.0,INSUFFICIENT_SAMPLE,0.6153846153846154,3.437301249616964,2.796812361453055,-0.329428459942475,0.22511485451769017,NOT_STABLE
DOWN,GREEN,GREEN,RED,GREEN,MEDIUM_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,60,25.0,INSUFFICIENT_SAMPLE,0.44,6.219619205636735,4.801199774464439,0.8730316085551323,-0.15303080490224918,13.0,INSUFFICIENT_SAMPLE,0.6153846153846154,5.301138891460145,3.7388497308096236,0.49556358124134275,0.4783047426841299,NOT_STABLE
UP,RED,GREEN,GREEN,RED,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,5,25.0,INSUFFICIENT_SAMPLE,0.48,0.9267722534083265,1.0758800477765036,-0.41524793472041416,-0.17055084745765195,13.0,INSUFFICIENT_SAMPLE,0.5384615384615384,1.525115137218807,1.1687264778111899,0.19773959840958602,-0.1090130426320314,NOT_STABLE
UP,RED,GREEN,GREEN,RED,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,15,25.0,INSUFFICIENT_SAMPLE,0.24,1.477500305018406,3.1182166058174774,-1.9394024104406031,-2.0449854458849326,13.0,INSUFFICIENT_SAMPLE,0.46153846153846156,1.9817527014846352,1.9816079174037842,-0.04550123037665778,0.3332011106700894,NOT_STABLE
UP,RED,GREEN,GREEN,RED,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,30,25.0,INSUFFICIENT_SAMPLE,0.28,1.890128757868892,4.5600079844010555,-1.6298467887602994,-2.3549060542798403,13.0,INSUFFICIENT_SAMPLE,0.38461538461538464,3.0364496861854566,4.51615486950766,-1.6728997302632342,-0.5664739884385972,NOT_STABLE
UP,RED,GREEN,GREEN,RED,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,60,25.0,INSUFFICIENT_SAMPLE,0.28,2.723127903246504,6.260682017095954,-1.763127550069097,-0.5678745267712344,13.0,INSUFFICIENT_SAMPLE,0.38461538461538464,3.8377285781708723,6.66818498286634,-3.365980480160256,-2.6163522012577443,NOT_STABLE
DOWN,GREEN,RED,GREEN,GREEN,MEDIUM_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,5,16.0,INSUFFICIENT_SAMPLE,0.75,1.6201109739598196,0.7742523654254246,0.4280137522081937,0.7428338903833983,12.0,INSUFFICIENT_SAMPLE,0.3333333333333333,0.7676187544313225,1.5626627569822915,-0.44328019191852147,-0.5517037588535028,NOT_STABLE
DOWN,GREEN,RED,GREEN,GREEN,MEDIUM_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,15,16.0,INSUFFICIENT_SAMPLE,0.625,3.779995666972518,1.358602085809169,1.3406642699754703,1.3210710204192153,12.0,INSUFFICIENT_SAMPLE,0.3333333333333333,1.1754496312994853,2.948426245845003,-1.0634677709223521,-0.650280370798074,NOT_STABLE
DOWN,GREEN,RED,GREEN,GREEN,MEDIUM_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,30,16.0,INSUFFICIENT_SAMPLE,0.625,5.384226891325888,1.8468942850338173,2.257881925996349,1.5481323906359512,12.0,INSUFFICIENT_SAMPLE,0.4166666666666667,1.7617176257188936,3.9184993626422684,-1.523201289664953,0.5682413027741979,NOT_STABLE
DOWN,GREEN,RED,GREEN,GREEN,MEDIUM_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,60,16.0,INSUFFICIENT_SAMPLE,0.625,7.807203226897494,2.4116609469213923,4.100658217951105,2.0382688328841487,12.0,INSUFFICIENT_SAMPLE,0.4166666666666667,3.5624420625266335,5.594310167975171,-1.7183720076493472,-0.4071466355182045,NOT_STABLE
UP,RED,GREEN,GREEN,GREEN,STRONG_BODY,EXPANSION_RANGE,FULL_ALIGNMENT,5,13.0,INSUFFICIENT_SAMPLE,0.6923076923076923,1.5688856499220547,1.3136472072621896,0.16159879725541101,0.2672119972731192,12.0,INSUFFICIENT_SAMPLE,0.5833333333333334,1.502478422477405,0.910848271887131,0.16252050598137663,-0.03353236862432968,NOT_STABLE
UP,RED,GREEN,GREEN,GREEN,STRONG_BODY,EXPANSION_RANGE,FULL_ALIGNMENT,15,13.0,INSUFFICIENT_SAMPLE,0.5384615384615384,2.340954109810803,4.126019207613305,-0.5230719505500852,-0.7693203883495083,12.0,INSUFFICIENT_SAMPLE,0.4166666666666667,2.301624406820902,1.9791759828894755,-0.059041905452584,-0.755834547139964,NOT_STABLE
UP,RED,GREEN,GREEN,GREEN,STRONG_BODY,EXPANSION_RANGE,FULL_ALIGNMENT,30,13.0,INSUFFICIENT_SAMPLE,0.38461538461538464,2.724321993601269,6.380623656835196,-3.801641495199545,-1.7479611650486537,12.0,INSUFFICIENT_SAMPLE,0.4166666666666667,2.570281123238803,2.88777569950121,-1.1806070990414275,-2.0085311577654346,NOT_STABLE
UP,RED,GREEN,GREEN,GREEN,STRONG_BODY,EXPANSION_RANGE,FULL_ALIGNMENT,60,13.0,INSUFFICIENT_SAMPLE,0.07692307692307693,2.8815744944636275,9.44172858653977,-5.9534895280359725,-5.878040653115509,12.0,INSUFFICIENT_SAMPLE,0.3333333333333333,4.1239578863886335,4.5989664334054075,-0.8651207642200855,-0.8235984441437892,NOT_STABLE
DOWN,GREEN,GREEN,RED,GREEN,SMALL_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,5,28.0,INSUFFICIENT_SAMPLE,0.5714285714285714,2.759744110548522,0.7249345588985204,1.4308421475770756,0.5614698100541669,11.0,INSUFFICIENT_SAMPLE,0.8181818181818182,2.4501303739007647,0.8745055445166691,0.28040720368018807,-0.009240924092610063,NOT_STABLE
DOWN,GREEN,GREEN,RED,GREEN,SMALL_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,15,28.0,INSUFFICIENT_SAMPLE,0.5357142857142857,4.415026483030286,1.5228568780287577,1.8992377969552698,0.46027961776156134,11.0,INSUFFICIENT_SAMPLE,0.45454545454545453,3.1609713234727868,2.4421414987359005,0.08634675339050579,-0.12206572769961928,NOT_STABLE
DOWN,GREEN,GREEN,RED,GREEN,SMALL_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,30,28.0,INSUFFICIENT_SAMPLE,0.6071428571428571,5.7484721828348,2.9553313518093427,1.6270726425004722,1.2951499247965217,11.0,INSUFFICIENT_SAMPLE,0.36363636363636365,3.993291952635541,3.206526383275899,0.5709495935565619,0.6384976525815071,NOT_STABLE
DOWN,GREEN,GREEN,RED,GREEN,SMALL_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,60,28.0,INSUFFICIENT_SAMPLE,0.5714285714285714,7.136814198141801,3.8236672790011212,2.240267824372569,2.1887089584247006,11.0,INSUFFICIENT_SAMPLE,0.5454545454545454,5.536037149231036,5.128281816558471,-0.3824934540829302,0.22346850733383106,NOT_STABLE
UP,RED,GREEN,RED,GREEN,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,5,21.0,INSUFFICIENT_SAMPLE,0.6190476190476191,1.2868437988913681,0.858515148695234,-0.07330572072327232,-0.12173913043486284,11.0,INSUFFICIENT_SAMPLE,0.6363636363636364,1.315070732721161,1.2359138218135715,0.0690060397423462,0.3279569892471477,NOT_STABLE
UP,RED,GREEN,RED,GREEN,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,15,21.0,INSUFFICIENT_SAMPLE,0.6190476190476191,2.0531045356145032,1.7346829863496067,0.12577197075557378,0.36445953593664304,11.0,INSUFFICIENT_SAMPLE,0.5454545454545454,2.787837121218728,1.518270313754936,1.088561547923187,0.5591397849462373,NOT_STABLE
UP,RED,GREEN,RED,GREEN,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,30,21.0,INSUFFICIENT_SAMPLE,0.6666666666666666,3.5065874928214913,2.6320561753755407,0.4448618328364495,0.737492642730993,11.0,INSUFFICIENT_SAMPLE,0.8181818181818182,4.080199460788478,2.019893429339682,1.7088936299060635,2.094559585492171,NOT_STABLE
UP,RED,GREEN,RED,GREEN,STRONG_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,60,21.0,INSUFFICIENT_SAMPLE,0.5714285714285714,5.003855039895288,4.806740552645673,-0.49141522166187623,-1.0958083832334415,11.0,INSUFFICIENT_SAMPLE,0.6363636363636364,5.590411335485675,2.5649560459017366,2.6478166133156735,1.3837209302324247,NOT_STABLE
UP,RED,RED,GREEN,GREEN,MEDIUM_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,5,31.0,INSUFFICIENT_SAMPLE,0.5161290322580645,1.392692969495236,1.0893256781238208,0.3222741658633,0.45688960515736243,10.0,INSUFFICIENT_SAMPLE,0.4,0.9633266808789287,1.0277865693760453,0.12930483894835704,0.005726103997428067,NOT_STABLE
UP,RED,RED,GREEN,GREEN,MEDIUM_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,15,31.0,INSUFFICIENT_SAMPLE,0.45161290322580644,2.130843056817777,2.344089636778599,-0.47265125365008176,-0.8583227445995075,10.0,INSUFFICIENT_SAMPLE,0.5,1.3938612671183106,1.678093671881209,0.20213466514863968,-0.02388166748021503,NOT_STABLE
UP,RED,RED,GREEN,GREEN,MEDIUM_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,30,31.0,INSUFFICIENT_SAMPLE,0.45161290322580644,2.796860775797029,3.1829405066869954,-0.5116497165411996,-0.7258374226585056,10.0,INSUFFICIENT_SAMPLE,0.5,2.3314569149070645,2.3535942733911033,0.22183999132190496,0.47430446592962305,NOT_STABLE
UP,RED,RED,GREEN,GREEN,MEDIUM_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,60,31.0,INSUFFICIENT_SAMPLE,0.5161290322580645,3.5334182580971842,4.746883979747531,-1.46151365660019,-1.2585768742058665,10.0,INSUFFICIENT_SAMPLE,0.5,4.590712901173598,3.711981330954905,-0.3077135642368247,-1.1021930310011792,NOT_STABLE
DOWN,GREEN,RED,GREEN,RED,MEDIUM_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,5,24.0,INSUFFICIENT_SAMPLE,0.3333333333333333,0.8307255068813063,2.0020781313138993,-0.7827955677627386,-0.816850005750888,10.0,INSUFFICIENT_SAMPLE,0.8,1.7206571618475668,0.543073639580842,0.6225454270498362,0.8712309187006987,NOT_STABLE
DOWN,GREEN,RED,GREEN,RED,MEDIUM_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,15,24.0,INSUFFICIENT_SAMPLE,0.25,1.6482551224471784,3.3893440602937814,-0.9896159573988194,-0.9280138020437854,10.0,INSUFFICIENT_SAMPLE,0.8,4.574215287320959,1.022587411946788,2.8418294481828026,0.9892206351967605,NOT_STABLE
DOWN,GREEN,RED,GREEN,RED,MEDIUM_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,30,24.0,INSUFFICIENT_SAMPLE,0.2916666666666667,2.3962587340511727,4.120814357127204,-1.0328138473759896,-0.9471637425726522,10.0,INSUFFICIENT_SAMPLE,0.8,5.2710712346306625,1.7962476541836285,1.5620833496556004,2.399865656099363,NOT_STABLE
DOWN,GREEN,RED,GREEN,RED,MEDIUM_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,60,24.0,INSUFFICIENT_SAMPLE,0.4166666666666667,3.456926031224151,5.83117481365407,-1.6132108338686895,-1.0403298916326709,10.0,INSUFFICIENT_SAMPLE,0.5,5.501962570572495,3.682903484127043,-1.1889410570192118,-1.9839751273520387,NOT_STABLE
UP,RED,GREEN,RED,RED,STRONG_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,5,13.0,INSUFFICIENT_SAMPLE,0.5384615384615384,2.300860016345631,0.6915931056513712,1.0255322096851138,-0.056493030080533836,10.0,INSUFFICIENT_SAMPLE,0.6,1.6344839283301913,0.8859980779630625,0.517644134219317,0.3547138047136271,NOT_STABLE
