side,m1_previous_color,m5_color,m15_color,h1_color,m1_previous_body_bucket,m1_previous_range_bucket,directional_alignment,horizon_minutes,sample_size_train,sample_status_train,success_rate_train,avg_mfe_atr_train,avg_mae_atr_train,avg_return_atr_train,median_return_atr_train,sample_size_test,sample_status_test,success_rate_test,avg_mfe_atr_test,avg_mae_atr_test,avg_return_atr_test,median_return_atr_test,candidate_status
DOWN,RED,RED,RED,RED,MEDIUM_BODY,NORMAL_RANGE,FULL_ALIGNMENT,5,497.0,ADEQUATE,0.5150905432595574,1.4094853116599677,1.1545011445504278,0.0068799210645211824,-0.05108246168803251,276.0,ADEQUATE,0.5,1.3508766698910044,1.100100915167783,0.13064871811714635,-0.017095145609062737,NOT_STABLE
DOWN,RED,RED,RED,RED,MEDIUM_BODY,NORMAL_RANGE,FULL_ALIGNMENT,15,497.0,ADEQUATE,0.5171026156941649,2.372014461915701,2.06223575725228,-0.057578248548871634,-0.13894402540692477,276.0,ADEQUATE,0.5253623188405797,2.347704066947678,2.047305680001819,0.13843938047687512,0.03158698780828023,NOT_STABLE
DOWN,RED,RED,RED,RED,MEDIUM_BODY,NORMAL_RANGE,FULL_ALIGNMENT,30,497.0,ADEQUATE,0.5331991951710262,3.4210492774911923,2.932281664547852,0.007428590134093446,-0.1790998766954192,276.0,ADEQUATE,0.5072463768115942,3.5355275870072544,2.81419004987446,0.5458236722733567,0.28421561701437714,NOT_STABLE
DOWN,RED,RED,RED,RED,MEDIUM_BODY,NORMAL_RANGE,FULL_ALIGNMENT,60,497.0,ADEQUATE,0.5110663983903421,4.842434642624712,4.008366208048704,0.17645075905845026,0.012684031710068105,276.0,ADEQUATE,0.5398550724637681,4.707743283038946,3.661047705126832,0.7182113874246652,0.5093944718070306,NOT_STABLE
DOWN,RED,RED,RED,RED,STRONG_BODY,NORMAL_RANGE,FULL_ALIGNMENT,5,502.0,ADEQUATE,0.5039840637450199,1.3458091615474863,1.0833483553339052,-0.0433521479801791,-0.11191865182224335,251.0,ADEQUATE,0.5737051792828686,1.5009861713295463,0.9243854322601147,0.3317626758641428,0.2702895959956978,NOT_STABLE
DOWN,RED,RED,RED,RED,STRONG_BODY,NORMAL_RANGE,FULL_ALIGNMENT,15,502.0,ADEQUATE,0.5239043824701195,2.4486914012277192,1.9494295658496417,0.13874967454149867,0.006191402794998571,251.0,ADEQUATE,0.5776892430278885,2.524364678549838,1.7763221455489744,0.46337968560845694,0.3685264663805747,NOT_STABLE
DOWN,RED,RED,RED,RED,STRONG_BODY,NORMAL_RANGE,FULL_ALIGNMENT,30,502.0,ADEQUATE,0.5378486055776892,3.305783507421081,2.7296855433040514,0.03971930603720506,-0.1509776358781213,251.0,ADEQUATE,0.5737051792828686,3.5397104860634276,2.5880541036235925,0.43022491777614175,0.5154228855720246,NOT_STABLE
DOWN,RED,RED,RED,RED,STRONG_BODY,NORMAL_RANGE,FULL_ALIGNMENT,60,502.0,ADEQUATE,0.5219123505976095,5.561036927524464,3.8642111870947384,0.7453672938965403,-0.15078790340073067,251.0,ADEQUATE,0.5697211155378487,4.8531057163694555,3.5404007503593435,0.8579076640468805,1.0710860954763548,NOT_STABLE
UP,GREEN,RED,RED,RED,MEDIUM_BODY,NORMAL_RANGE,NO_ALIGNMENT,5,470.0,ADEQUATE,0.5574468085106383,1.3298946474493591,1.0272860069830685,0.17995987593041507,0.1582343773414424,251.0,ADEQUATE,0.5298804780876494,1.3241081920877615,1.0957813100996678,0.020464548097700277,0.11184439041312229,NOT_STABLE
UP,GREEN,RED,RED,RED,MEDIUM_BODY,NORMAL_RANGE,NO_ALIGNMENT,15,470.0,ADEQUATE,0.5127659574468085,2.137346581232372,2.1107848713182307,-0.03355435859284535,0.19363757803072307,251.0,ADEQUATE,0.5219123505976095,2.330728280027728,2.2095863049459252,-0.036075491669413116,-0.05951115834213308,NOT_STABLE
UP,GREEN,RED,RED,RED,MEDIUM_BODY,NORMAL_RANGE,NO_ALIGNMENT,30,470.0,ADEQUATE,0.46382978723404256,2.9733200169633562,3.457041973741884,-0.27024259705149983,-0.03466170146582554,251.0,ADEQUATE,0.47808764940239046,3.220019610323763,3.1292459562231825,0.17970553038381937,0.04994054696797338,NOT_STABLE
UP,GREEN,RED,RED,RED,MEDIUM_BODY,NORMAL_RANGE,NO_ALIGNMENT,60,470.0,ADEQUATE,0.48936170212765956,4.092419716935817,4.927453015472818,-0.4059301709330073,0.19115504028128927,251.0,ADEQUATE,0.50199203187251,4.289792248836292,4.2967099560305755,-0.1377023395629663,0.06792819019856595,NOT_STABLE
UP,GREEN,GREEN,RED,RED,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,502.0,ADEQUATE,0.5219123505976095,1.1478192010529749,0.9825039261511685,0.10847452499011416,0.06465485722622345,226.0,ADEQUATE,0.5309734513274337,1.1838210951817352,0.962099766791625,0.08496292585687154,-0.007825600894347525,NOT_STABLE
UP,GREEN,GREEN,RED,RED,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,502.0,ADEQUATE,0.49800796812749004,1.9501169370850873,1.9980869884668961,-0.10868600891362397,0.045027130196447246,226.0,ADEQUATE,0.504424778761062,2.034625870088721,1.9230884330423816,-0.09826406141579255,0.03641848531117835,NOT_STABLE
UP,GREEN,GREEN,RED,RED,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,502.0,ADEQUATE,0.4681274900398406,2.669867250717962,3.1586410556641207,-0.36121091311191933,0.13480790963251638,226.0,ADEQUATE,0.4690265486725664,2.7430984044008677,3.0651013621746297,-0.5540454174370195,-0.7089725095715401,NOT_STABLE
UP,GREEN,GREEN,RED,RED,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,502.0,ADEQUATE,0.45617529880478086,3.7717894742709785,4.5323989117644095,-0.4196943708026453,-0.08359212159542884,226.0,ADEQUATE,0.43805309734513276,3.7505067686806566,4.705221407331049,-0.6530916565330691,-0.403882039258432,NOT_STABLE
DOWN,RED,GREEN,GREEN,GREEN,STRONG_BODY,NORMAL_RANGE,NO_ALIGNMENT,60,461.0,ADEQUATE,0.5509761388286334,4.834054369791528,4.2512284956249875,0.39631174223561155,0.4026548672564215,221.0,ADEQUATE,0.5475113122171946,4.372184033851037,3.920468830873561,0.20759438695402174,0.32209265679146387,NOT_STABLE
DOWN,RED,RED,RED,RED,STRONG_BODY,EXPANSION_RANGE,FULL_ALIGNMENT,5,472.0,ADEQUATE,0.4533898305084746,1.3888866872172787,1.3193922294298086,-0.11323978095514699,-0.2886676767978664,220.0,ADEQUATE,0.4772727272727273,1.4451389816735418,1.2241924230823016,-0.011810268264824328,-0.15584380024680666,NOT_STABLE
DOWN,RED,RED,RED,RED,STRONG_BODY,EXPANSION_RANGE,FULL_ALIGNMENT,15,472.0,ADEQUATE,0.4576271186440678,2.325402285303523,2.2578114002537806,-0.040555029527677054,-0.2746003072532975,220.0,ADEQUATE,0.4863636363636364,2.5278881261456387,2.175185316700047,-0.002109054131819945,-0.007195336952478579,NOT_STABLE
DOWN,RED,RED,RED,RED,STRONG_BODY,EXPANSION_RANGE,FULL_ALIGNMENT,30,472.0,ADEQUATE,0.4682203389830508,3.2298185681715785,3.099387394517507,-0.007937531192530769,-0.37591494431258393,220.0,ADEQUATE,0.5136363636363637,3.4748847794706976,3.0482282079358587,-0.05349638939306892,-0.22786922018077754,NOT_STABLE
DOWN,RED,RED,RED,RED,STRONG_BODY,EXPANSION_RANGE,FULL_ALIGNMENT,60,472.0,ADEQUATE,0.4957627118644068,4.969687512484222,4.180585642405513,0.2904596131199996,-0.2584065871598695,220.0,ADEQUATE,0.5181818181818182,4.656471590198746,4.106942383055444,0.3308723079853619,-0.17101956956423175,NOT_STABLE
DOWN,RED,GREEN,GREEN,RED,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,464.0,ADEQUATE,0.5797413793103449,3.508193035004143,2.701841883566142,0.3256110963142232,0.35288364670912287,220.0,ADEQUATE,0.5954545454545455,3.9636101773323884,3.646835680063717,-0.06079514887877764,0.8465345178692438,NOT_STABLE
UP,GREEN,RED,RED,RED,STRONG_BODY,NORMAL_RANGE,NO_ALIGNMENT,5,497.0,ADEQUATE,0.5331991951710262,1.2181210856328495,1.0917223651879788,0.046536699820398444,0.14167776298273663,216.0,ADEQUATE,0.5601851851851852,1.3704191004818316,1.1006590607344011,0.18499214890725707,0.13773004796697538,NOT_STABLE
UP,GREEN,RED,RED,RED,STRONG_BODY,NORMAL_RANGE,NO_ALIGNMENT,15,497.0,ADEQUATE,0.49295774647887325,1.9583631841384403,2.1051987132357937,-0.11009359348907166,0.02245749117749517,216.0,ADEQUATE,0.5092592592592593,2.299232650002885,2.061744171842926,0.10225128132393646,-0.06070773486722514,NOT_STABLE
UP,GREEN,RED,RED,RED,STRONG_BODY,NORMAL_RANGE,NO_ALIGNMENT,30,497.0,ADEQUATE,0.4949698189134809,2.692138760351982,3.027044137372674,-0.23579890342603438,-0.007259528130500068,216.0,ADEQUATE,0.5277777777777778,3.0541141859393868,2.9579208337635277,0.14437290780594172,0.185054327178806,NOT_STABLE
UP,GREEN,RED,RED,RED,STRONG_BODY,NORMAL_RANGE,NO_ALIGNMENT,60,497.0,ADEQUATE,0.4788732394366197,3.698239618497339,4.468126755401186,-0.3613333103565052,-0.11571141665385952,216.0,ADEQUATE,0.5092592592592593,4.190399779384645,4.32606945790075,0.21428864389100874,0.48634466033272894,NOT_STABLE
UP,GREEN,GREEN,GREEN,GREEN,MEDIUM_BODY,NORMAL_RANGE,FULL_ALIGNMENT,5,470.0,ADEQUATE,0.5468085106382978,1.5625038535489195,1.030079382047574,0.2569918801813977,-0.04789596453472582,215.0,ADEQUATE,0.4930232558139535,1.2138142930734632,1.1778648192027557,-0.1313350563602447,-0.2572363453311418,NOT_STABLE
UP,GREEN,GREEN,GREEN,GREEN,MEDIUM_BODY,NORMAL_RANGE,FULL_ALIGNMENT,15,470.0,ADEQUATE,0.4978723404255319,2.382315116659782,2.039715707184552,-0.025434868817041,-0.2095051071382823,215.0,ADEQUATE,0.4418604651162791,2.2636802692988143,2.1252367842096755,-0.12025087515968397,-0.3596030356097497,NOT_STABLE
UP,GREEN,GREEN,GREEN,GREEN,MEDIUM_BODY,NORMAL_RANGE,FULL_ALIGNMENT,30,470.0,ADEQUATE,0.4851063829787234,3.3178207362444696,2.9769023569320834,0.07662257984024178,-0.4041682833445803,215.0,ADEQUATE,0.44651162790697674,3.0383245390404294,3.0778913146618527,-0.345314025215181,-0.5246125021291739,NOT_STABLE
UP,GREEN,GREEN,GREEN,GREEN,MEDIUM_BODY,NORMAL_RANGE,FULL_ALIGNMENT,60,470.0,ADEQUATE,0.5,4.828716797668698,4.439887107471001,0.19784796076485803,-0.17213569077094384,215.0,ADEQUATE,0.4418604651162791,4.583065805658072,4.522148504544422,-0.4087480732190346,-1.0018115942028558,NOT_STABLE
UP,GREEN,GREEN,RED,RED,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,445.0,ADEQUATE,0.5235955056179775,1.1444724391214032,1.07317770970136,-0.09043639524638433,-0.08237986269995029,207.0,ADEQUATE,0.47342995169082125,1.595372384988082,1.1722377274415081,0.33787875200504847,-0.011639991685709937,NOT_STABLE
UP,GREEN,GREEN,RED,RED,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,445.0,ADEQUATE,0.449438202247191,1.8797128276154151,2.237769253126668,-0.3550192256838424,-0.3006242197255454,207.0,ADEQUATE,0.46859903381642515,2.6872410680704863,2.2111034745116895,0.39265708696699436,-0.3000691403548717,NOT_STABLE
UP,GREEN,GREEN,RED,RED,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,445.0,ADEQUATE,0.4449438202247191,2.653238401063973,3.311164948975696,-0.3886629034338212,-0.11810512654130262,207.0,ADEQUATE,0.4782608695652174,3.3467669762548518,2.9891189628302377,0.0038672501392664643,-0.4389438943892627,NOT_STABLE
UP,GREEN,GREEN,RED,RED,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,445.0,ADEQUATE,0.45393258426966293,4.033682595538761,5.061401224721011,-0.3927016693935316,-0.09896324222437337,207.0,ADEQUATE,0.4444444444444444,4.320174391505072,4.967500438899799,-0.49812409635950644,-0.4253037884205027,NOT_STABLE
UP,GREEN,GREEN,GREEN,GREEN,STRONG_BODY,EXPANSION_RANGE,FULL_ALIGNMENT,5,460.0,ADEQUATE,0.5391304347826087,1.588755568395745,1.164509963268272,0.26417470268038235,0.07955529166309389,205.0,ADEQUATE,0.5219512195121951,1.4033057900599704,1.0817733290457754,0.1353340583122599,-0.20814159292039675,NOT_STABLE
UP,GREEN,GREEN,GREEN,GREEN,STRONG_BODY,EXPANSION_RANGE,FULL_ALIGNMENT,15,460.0,ADEQUATE,0.5,2.6264894863159913,2.1333950044387993,0.20186231311849867,-0.15904776413110103,205.0,ADEQUATE,0.4926829268292683,2.1705109339724524,2.0736196059015493,-0.12114664565867747,-0.4288214702451069,NOT_STABLE
UP,GREEN,GREEN,GREEN,GREEN,STRONG_BODY,EXPANSION_RANGE,FULL_ALIGNMENT,30,460.0,ADEQUATE,0.4891304347826087,3.5851621874284514,3.0569476489227685,0.24253570405151076,-0.2935361149952621,205.0,ADEQUATE,0.4195121951219512,2.67649593188521,3.2082668848600284,-0.8456793584245073,-1.2036199095021607,NOT_STABLE
UP,GREEN,GREEN,GREEN,GREEN,STRONG_BODY,EXPANSION_RANGE,FULL_ALIGNMENT,60,460.0,ADEQUATE,0.4934782608695652,4.948387271855442,4.578768107372198,0.2599000139977107,-0.21519480426950502,205.0,ADEQUATE,0.43902439024390244,3.821021683826251,4.893495795676026,-0.9090184041503169,-0.8230060374958023,NOT_STABLE
UP,GREEN,GREEN,GREEN,RED,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,507.0,ADEQUATE,0.534516765285996,1.4119214632346397,1.0531012883746054,0.22594024468941573,0.0,201.0,ADEQUATE,0.5572139303482587,1.322937351278838,0.9887790205932352,0.06426926611123866,0.006685768863565357,NOT_STABLE
UP,GREEN,GREEN,GREEN,RED,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,507.0,ADEQUATE,0.5108481262327417,2.2929950191616015,2.1138455851712106,0.06243463625217323,0.0,201.0,ADEQUATE,0.5124378109452736,2.115444087156873,2.008692872132304,-0.1625665284769728,-0.3007812499999579,NOT_STABLE
UP,GREEN,GREEN,GREEN,RED,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,507.0,ADEQUATE,0.5207100591715976,3.2806276570356214,3.008488680010128,0.24349710727814436,0.00995024875625531,201.0,ADEQUATE,0.48258706467661694,2.923136671682437,2.9287496782738254,-0.24533205009232534,-0.4895104895104729,NOT_STABLE
UP,GREEN,GREEN,GREEN,RED,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,507.0,ADEQUATE,0.4891518737672584,4.490405041839217,4.4903055968100665,0.30966967123215494,0.45427728613588253,201.0,ADEQUATE,0.43781094527363185,4.634702500848527,4.789699998794549,-0.405220664910942,-0.5789279793701344,NOT_STABLE
DOWN,RED,RED,RED,RED,SMALL_BODY,NORMAL_RANGE,FULL_ALIGNMENT,5,346.0,ADEQUATE,0.476878612716763,1.3866902651781858,1.247832262200396,-0.059281906260016635,-0.2312028979254931,198.0,ADEQUATE,0.5909090909090909,1.5293463524012973,1.0718940707552078,0.2514672430280695,0.25942371743066983,NOT_STABLE
DOWN,RED,RED,RED,RED,SMALL_BODY,NORMAL_RANGE,FULL_ALIGNMENT,15,346.0,ADEQUATE,0.5115606936416185,2.211467390002783,2.109760270507442,-0.1655675717362461,-0.23658151549948556,198.0,ADEQUATE,0.6060606060606061,2.754547450358629,1.7086818855606047,0.6564799287741435,0.5049514779580726,NOT_STABLE
DOWN,RED,RED,RED,RED,SMALL_BODY,NORMAL_RANGE,FULL_ALIGNMENT,30,346.0,ADEQUATE,0.4913294797687861,3.0942888601310936,3.111710131787563,-0.29869162034170077,-0.8442865273873228,198.0,ADEQUATE,0.5454545454545454,3.777230792979682,2.5645201073831903,0.6268567215541366,0.6348434730962733,NOT_STABLE
DOWN,RED,RED,RED,RED,SMALL_BODY,NORMAL_RANGE,FULL_ALIGNMENT,60,346.0,ADEQUATE,0.4682080924855491,5.590602720654545,4.406538398553563,0.6865486196387687,-0.3367474444922598,198.0,ADEQUATE,0.5757575757575758,5.398703603763,3.481575350419518,1.565245043344393,0.7444831095784195,NOT_STABLE
DOWN,RED,RED,RED,GREEN,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,451.0,ADEQUATE,0.5432372505543237,1.5213079880800953,1.0909477079453305,0.21692709622107753,0.16742268041233757,196.0,ADEQUATE,0.5816326530612245,1.3538095070197975,0.9643611639766527,0.26478337770190363,0.20564534207644675,NOT_STABLE
DOWN,RED,RED,RED,GREEN,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,451.0,ADEQUATE,0.5587583148558758,4.037664004439963,2.9826844940033066,0.5892778687246492,0.4625092798813945,196.0,ADEQUATE,0.5357142857142857,3.2072759464976213,2.7696950368433635,0.34369587252755884,0.21981008397780505,NOT_STABLE
DOWN,RED,RED,RED,GREEN,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,451.0,ADEQUATE,0.5631929046563193,5.672565618772623,4.4519362985930355,0.535995550606453,0.6132075471699099,196.0,ADEQUATE,0.5153061224489796,4.462026977413308,3.8877537084472706,0.5703039152271726,0.5520089603746463,NOT_STABLE
DOWN,RED,RED,RED,GREEN,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,428.0,ADEQUATE,0.5327102803738317,1.4726591988049782,1.1368230781275401,0.0955099888484259,-0.031067111466915483,191.0,ADEQUATE,0.5287958115183246,1.3927065026078829,1.045173850003515,0.1508355515536432,0.04618429733907253,NOT_STABLE
DOWN,RED,RED,RED,GREEN,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,428.0,ADEQUATE,0.514018691588785,2.5563054984627787,2.107246060096026,0.09048102830754706,-0.12162257800718139,191.0,ADEQUATE,0.5445026178010471,2.3318040220770353,1.9426704896131495,0.31833649406178577,0.2934537246047912,NOT_STABLE
DOWN,RED,RED,RED,GREEN,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,428.0,ADEQUATE,0.5233644859813084,3.698177156490275,3.0440794065707015,0.31313456774001236,0.3223227975473023,191.0,ADEQUATE,0.5392670157068062,3.649018384757411,2.94486209675085,0.6682760247250585,0.0690505548704702,NOT_STABLE
DOWN,RED,RED,RED,GREEN,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,428.0,ADEQUATE,0.572429906542056,5.405950089966985,4.482147713256206,0.4693879285883009,0.37846649750741373,191.0,ADEQUATE,0.5130890052356021,5.0254140555437905,4.206554535490594,0.7343372457019789,0.28240740740766196,NOT_STABLE
UP,GREEN,GREEN,GREEN,GREEN,STRONG_BODY,NORMAL_RANGE,FULL_ALIGNMENT,5,506.0,ADEQUATE,0.49209486166007904,1.3989523173078133,1.1475574055465585,0.12324164107371237,0.009638076467450012,190.0,ADEQUATE,0.49473684210526314,1.3058535787395062,1.1320166318733058,0.05157192725409695,-0.09930778726463341,NOT_STABLE
UP,GREEN,GREEN,GREEN,GREEN,STRONG_BODY,NORMAL_RANGE,FULL_ALIGNMENT,15,506.0,ADEQUATE,0.5237154150197628,2.454669766826228,2.0537606954158396,0.19642317872307316,0.01806061160402855,190.0,ADEQUATE,0.46842105263157896,2.2091862337534844,2.0054931436976187,0.10343633910258448,-0.2754989045331999,NOT_STABLE
UP,GREEN,GREEN,GREEN,GREEN,STRONG_BODY,NORMAL_RANGE,FULL_ALIGNMENT,30,506.0,ADEQUATE,0.5039525691699605,3.2998488037359577,2.9799520244725892,0.08368082728199505,-0.013000686430797194,190.0,ADEQUATE,0.4842105263157895,3.1048308408569136,2.8787197997929765,-0.0838438631866392,-0.008709875281090573,NOT_STABLE
UP,GREEN,GREEN,GREEN,GREEN,STRONG_BODY,NORMAL_RANGE,FULL_ALIGNMENT,60,506.0,ADEQUATE,0.5118577075098815,4.848685160506702,4.3351580646332035,0.4367319369174118,0.06971210340746717,190.0,ADEQUATE,0.5,4.454783757987797,4.4287850436136855,-0.13686553448740207,-0.6826417144593273,NOT_STABLE
UP,GREEN,GREEN,GREEN,RED,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,476.0,ADEQUATE,0.5315126050420168,1.3936491355134961,1.0700560129614347,0.19037216611716548,0.032814867221690885,190.0,ADEQUATE,0.48947368421052634,1.2788409847125495,1.0975086577753284,-0.05949601373590555,-0.1520700437771628,NOT_STABLE
UP,GREEN,GREEN,GREEN,RED,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,476.0,ADEQUATE,0.5147058823529411,2.457590344697985,2.037565501803769,0.2444760000470076,0.20758845339489612,190.0,ADEQUATE,0.46842105263157896,2.120500408078921,2.0798079525943254,-0.18122864349143825,-0.08498901265414953,NOT_STABLE
UP,GREEN,GREEN,GREEN,RED,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,476.0,ADEQUATE,0.5168067226890757,3.310152773067821,3.02050162226312,0.15599670841983918,0.20570646286942035,190.0,ADEQUATE,0.47368421052631576,2.928414361160879,3.2426869499415836,-0.23707509506143218,-0.16739381620126348,NOT_STABLE
UP,GREEN,GREEN,GREEN,RED,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,476.0,ADEQUATE,0.4894957983193277,4.414681576952768,4.605395884504583,-0.013695310246304476,0.22797790896507056,190.0,ADEQUATE,0.4052631578947368,4.309959995618672,4.734773943056439,-0.5440276850201367,-0.621998247163808,NOT_STABLE
DOWN,RED,GREEN,RED,RED,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,421.0,ADEQUATE,0.5391923990498813,1.3890437048824011,1.0105372746577876,0.13345877468610534,0.04063153006733124,182.0,ADEQUATE,0.5494505494505495,1.3192308081194326,0.9700657744688189,0.23403841667801187,0.21402395605982388,NOT_STABLE
DOWN,RED,GREEN,RED,RED,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,421.0,ADEQUATE,0.48931116389548696,2.32448160084028,2.003280441348875,0.06652544188086837,-0.07933740191811349,182.0,ADEQUATE,0.5714285714285714,2.422874653949637,1.7237031454469915,0.41520681608195614,0.24699021385892034,NOT_STABLE
DOWN,RED,GREEN,RED,RED,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,421.0,ADEQUATE,0.5273159144893111,3.4895135423349775,2.7535693014472615,0.3158176182157369,-0.14471243042649834,182.0,ADEQUATE,0.5659340659340659,3.2411049757701482,2.709641682446679,0.3440433782271707,0.5865040116571207,NOT_STABLE
DOWN,RED,GREEN,RED,RED,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,421.0,ADEQUATE,0.5225653206650831,4.999195920454062,3.825360355074673,0.5031402512224379,-0.08262454434997639,182.0,ADEQUATE,0.5769230769230769,4.588930282514348,3.7726462944547285,0.4919268037288032,0.7127138812766518,NOT_STABLE
UP,GREEN,RED,RED,RED,STRONG_BODY,EXPANSION_RANGE,NO_ALIGNMENT,5,371.0,ADEQUATE,0.601078167115903,1.3817940398429045,1.0662936114607866,0.2019491783808229,0.22969491525424135,182.0,ADEQUATE,0.4945054945054945,1.2202239702689825,1.3147113616368957,-0.08348692439817161,-0.03931345973083616,NOT_STABLE
UP,GREEN,RED,RED,RED,STRONG_BODY,EXPANSION_RANGE,NO_ALIGNMENT,15,371.0,ADEQUATE,0.522911051212938,2.2905879560956115,2.1417710036653967,0.11035455795219605,0.11522633744889568,182.0,ADEQUATE,0.521978021978022,2.502859796672327,2.1906538328725156,0.35480100920800345,-0.027344861142213815,NOT_STABLE
UP,GREEN,RED,RED,RED,STRONG_BODY,EXPANSION_RANGE,NO_ALIGNMENT,30,371.0,ADEQUATE,0.5148247978436657,3.0670037519752316,3.3725477489419027,-0.16132454044789585,0.15354713313896334,182.0,ADEQUATE,0.47802197802197804,3.468196679346266,3.293512039020378,0.3074223913704985,-0.1158816203942111,NOT_STABLE
UP,GREEN,RED,RED,RED,STRONG_BODY,EXPANSION_RANGE,NO_ALIGNMENT,60,371.0,ADEQUATE,0.5256064690026954,4.492851951607605,4.596166352959628,0.46077721841863967,0.6788741946424157,182.0,ADEQUATE,0.45054945054945056,4.3973130852280224,4.530880242638017,-0.0813070519067816,-0.41494606549041146,NOT_STABLE
DOWN,RED,RED,GREEN,GREEN,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,407.0,ADEQUATE,0.5282555282555282,1.431269391579119,1.1225881880582005,0.12536250285212197,0.22589531680431266,179.0,ADEQUATE,0.5139664804469274,1.2738260802228738,1.0953442008583283,0.17750180373783842,0.16498895163287117,NOT_STABLE
DOWN,RED,RED,GREEN,GREEN,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,407.0,ADEQUATE,0.5552825552825553,2.6672757022076725,2.1579051061885655,0.1963770727132366,0.23790849673221834,179.0,ADEQUATE,0.5195530726256983,2.165420825216485,2.020076129178594,0.07723338835612642,0.21830508474577326,NOT_STABLE
DOWN,RED,RED,GREEN,GREEN,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,407.0,ADEQUATE,0.5872235872235873,3.6744129947150967,2.9782336667162137,0.23231299557911678,0.44400396432108324,179.0,ADEQUATE,0.5363128491620112,3.1278661475834637,2.7935486717875193,0.47674906675232664,0.3872126436781624,NOT_STABLE
DOWN,RED,RED,GREEN,GREEN,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,407.0,ADEQUATE,0.5675675675675675,5.219257918597741,4.627441969232189,0.14099959777046236,0.6048640915594768,179.0,ADEQUATE,0.5307262569832403,4.793960419632466,4.530550583021736,0.4110569336138244,0.5460085313832141,NOT_STABLE
DOWN,RED,GREEN,GREEN,RED,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,460.0,ADEQUATE,0.5152173913043478,1.2546543193538335,1.1508687697931628,0.014604748764797986,0.08252344908618642,175.0,ADEQUATE,0.5485714285714286,1.1734322566676547,1.0225114591011,0.01999681522451612,0.0774258421317085,NOT_STABLE
DOWN,RED,GREEN,GREEN,RED,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,460.0,ADEQUATE,0.5195652173913043,2.265299368538488,2.089680815321544,0.07219427895813997,0.058122950694103455,175.0,ADEQUATE,0.5657142857142857,2.494277281984877,1.9981327744675128,0.38800513056554026,0.37707182320429633,NOT_STABLE
DOWN,RED,GREEN,GREEN,RED,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,460.0,ADEQUATE,0.5347826086956522,3.3295638800954115,2.882052917949187,0.33673519440296834,0.27051177598675435,175.0,ADEQUATE,0.5714285714285714,3.8161368737689796,2.8917302511945713,0.6381857725221184,0.6521703721801743,NOT_STABLE
DOWN,RED,GREEN,GREEN,RED,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,460.0,ADEQUATE,0.5369565217391304,5.007610718538091,4.183032341265978,0.3245850745919375,0.17053009092208163,175.0,ADEQUATE,0.5885714285714285,6.052917527114875,4.361377428745979,1.4507898115180204,1.1494903737260398,NOT_STABLE
