layer,context_key,bars,avg_energy,avg_range_atr,avg_vol_ratio,continuation_h3,continuation_h6,continuation_h12,pullback_0p50_h6,reach_1atr_h12,rr_tp,rr_sl,rr_ambiguous,rr_no_touch,rr_edge,fusion_edge_score
3,hour=4|state=NORMAL_FLOW|energy=MEDIUM,810,50.03530648149283,0.9404768966659329,0.9437029121996389,0.5123456790123457,0.5111111111111111,0.508641975308642,0.7197530864197531,0.6345679012345679,0.362962962962963,0.6283950617283951,0.007407407407407408,0.0,-0.2654320987654321,0.02401234567901231
4,hour=7|state=SWEEP_OR_FALSE_BREAK|energy=LOW|vol=LOW,253,28.574891248394398,0.7085313814649224,0.7083875001093631,0.5059288537549407,0.4782608695652174,0.48221343873517786,0.6996047430830039,0.6482213438735178,0.36363636363636365,0.6324110671936759,0.003952569169960474,0.0,-0.26877470355731226,0.023715415019762848
4,hour=0|state=SWEEP_OR_FALSE_BREAK|energy=LOW|vol=NORMAL,277,31.180961431334985,0.6981192417132069,0.8810912364772351,0.516245487364621,0.51985559566787,0.5054151624548736,0.6425992779783394,0.5703971119133574,0.35379061371841153,0.6245487364620939,0.0036101083032490976,0.010830324909747292,-0.27075812274368233,0.02328519855595665
4,hour=21|state=NORMAL_FLOW|energy=MEDIUM|vol=NORMAL,128,49.57875958506116,0.8599995353577241,0.9316785369060114,0.5,0.4921875,0.46875,0.734375,0.65625,0.3515625,0.6171875,0.03125,0.0,-0.265625,0.022656250000000017
4,hour=8|state=SWEEP_OR_FALSE_BREAK|energy=MEDIUM|vol=NORMAL,243,48.73046278953481,0.9259343006469403,0.9240796381077999,0.4897119341563786,0.522633744855967,0.48559670781893005,0.7654320987654321,0.7283950617283951,0.3333333333333333,0.6502057613168725,0.01646090534979424,0.0,-0.31687242798353915,0.02263374485596706
3,hour=20|state=ACCEPTED_BREAKOUT|energy=EXTREME,169,85.26075626088232,1.9634706051883855,1.773645347837902,0.4260355029585799,0.48520710059171596,0.46745562130177515,0.8106508875739645,0.7396449704142012,0.3254437869822485,0.6035502958579881,0.07100591715976332,0.0,-0.2781065088757396,0.02248520710059171
3,hour=4|state=SWEEP_OR_FALSE_BREAK|energy=LOW,551,31.521500487684396,0.7248227011882634,0.8451209739459079,0.49727767695099817,0.515426497277677,0.5245009074410163,0.7150635208711433,0.6424682395644283,0.3502722323049002,0.631578947368421,0.014519056261343012,0.0018148820326678765,-0.28130671506352084,0.02223230490018152
3,hour=1|state=ACCEPTED_BREAKOUT|energy=EXTREME,135,85.07662706793012,1.9572228044766966,1.7269679751262672,0.5185185185185185,0.5259259259259259,0.5407407407407407,0.8,0.7333333333333333,0.32592592592592595,0.6296296296296297,0.044444444444444446,0.0,-0.3037037037037037,0.0222222222222222
2,hour=4|state=SWEEP_OR_FALSE_BREAK,1680,46.74044262553814,0.9722425841090429,0.9816291616287623,0.4922619047619048,0.5214285714285715,0.5208333333333334,0.718452380952381,0.6517857142857143,0.3494047619047619,0.6404761904761904,0.007738095238095238,0.0005952380952380953,-0.29107142857142854,0.021666666666666695
4,hour=21|state=ACCEPTED_BREAKOUT|energy=EXTREME|vol=SPIKE_1P5,125,85.15988398972068,1.822630623919273,1.7478045115970136,0.472,0.472,0.416,0.816,0.72,0.344,0.6,0.048,0.008,-0.256,0.02159999999999998
3,hour=23|state=NORMAL_FLOW|energy=HIGH,295,66.77454286418535,1.2451640248016398,1.0252299740433137,0.511864406779661,0.49830508474576274,0.5186440677966102,0.6644067796610169,0.5796610169491525,0.36610169491525424,0.6237288135593221,0.003389830508474576,0.006779661016949152,-0.25762711864406784,0.02152542372881358
3,hour=10|state=SWEEP_OR_FALSE_BREAK|energy=HIGH,345,67.87068333495944,1.176618991264152,1.3187202204551172,0.4956521739130435,0.4956521739130435,0.48405797101449277,0.8144927536231884,0.7536231884057971,0.3391304347826087,0.6347826086956522,0.02608695652173913,0.0,-0.2956521739130435,0.021159420289855096
4,hour=16|state=NORMAL_FLOW|energy=MEDIUM|vol=NORMAL,277,49.61869352954726,0.9195946784288778,0.9035676614613805,0.5595667870036101,0.5306859205776173,0.5234657039711191,0.6678700361010831,0.5884476534296029,0.35379061371841153,0.6353790613718412,0.007220216606498195,0.0036101083032490976,-0.28158844765342966,0.021119133574007215
3,hour=23|state=NORMAL_FLOW|energy=LOW,518,32.39879460234132,0.7423471150327302,0.7511874299031385,0.5366795366795367,0.527027027027027,0.4922779922779923,0.6698841698841699,0.5791505791505791,0.35714285714285715,0.6293436293436293,0.005791505791505791,0.007722007722007722,-0.27220077220077216,0.020945945945945926
3,hour=3|state=SWEEP_OR_FALSE_BREAK|energy=LOW,506,31.769031562056757,0.7343849380125151,0.8545722808150691,0.49209486166007904,0.5079051383399209,0.4980237154150198,0.7351778656126482,0.6857707509881423,0.3339920948616601,0.6343873517786561,0.025691699604743084,0.0,-0.30039525691699603,0.02084980237154152
3,hour=17|state=NORMAL_FLOW|energy=MEDIUM,379,48.434066954838016,1.0534358648744002,0.7067752036078511,0.47757255936675463,0.5065963060686016,0.49340369393139843,0.7044854881266491,0.6701846965699209,0.32189973614775724,0.6279683377308707,0.047493403693931395,0.002638522427440633,-0.30606860158311344,0.020844327176781002
2,hour=6|state=LOW_RANGE,334,24.281941996557908,0.5145669742137429,0.7694521317208752,0.5149700598802395,0.5209580838323353,0.4820359281437126,0.6916167664670658,0.5958083832335329,0.3502994011976048,0.6197604790419161,0.005988023952095809,0.008982035928143712,-0.26946107784431134,0.02050898203592816
4,hour=7|state=NORMAL_FLOW|energy=MEDIUM|vol=NORMAL,396,49.63533074886562,0.9306942250598141,0.9010467784333562,0.5025252525252525,0.5075757575757576,0.494949494949495,0.7196969696969697,0.6590909090909091,0.3484848484848485,0.6414141414141414,0.010101010101010102,0.0,-0.29292929292929293,0.019823232323232326
3,hour=21|state=ACCEPTED_BREAKOUT|energy=EXTREME,316,85.40740624640577,1.9747201157424736,1.973454808014318,0.45569620253164556,0.4525316455696203,0.4525316455696203,0.819620253164557,0.7310126582278481,0.33860759493670883,0.5949367088607594,0.06329113924050633,0.0031645569620253164,-0.2563291139240506,0.019620253164556983
2,hour=8|state=NORMAL_FLOW,1352,52.51916913875969,0.9708505660734387,1.0100979412679578,0.4992603550295858,0.5044378698224852,0.5162721893491125,0.7699704142011834,0.7263313609467456,0.33653846153846156,0.6479289940828402,0.015532544378698224,0.0,-0.31139053254437865,0.01948964497041422
3,hour=7|state=SWEEP_OR_FALSE_BREAK|energy=HIGH,226,67.91922244904463,1.345769441559402,1.2028670946285482,0.4823008849557522,0.5,0.5530973451327433,0.7389380530973452,0.6902654867256637,0.34513274336283184,0.6460176991150443,0.004424778761061947,0.004424778761061947,-0.3008849557522124,0.019469026548672552
1,hour=10,4368,67.21547974944878,1.207871185864579,1.222920214805116,0.5043498168498168,0.5070970695970696,0.49313186813186816,0.7831959706959707,0.7181776556776557,0.3315018315018315,0.6311813186813187,0.03502747252747253,0.0,-0.29967948717948717,0.0194368131868132
1,hour=1,4368,46.24916025492398,0.9471094473700946,0.9929408701364696,0.49954212454212454,0.5036630036630036,0.4983974358974359,0.719551282051282,0.6673534798534798,0.34134615384615385,0.6394230769230769,0.016025641025641024,0.0006868131868131869,-0.298076923076923,0.019333791208791223
