episode_id,side,start_time,end_time,level,atr,attempts,failed_attempts,accepted,accepted_on_attempt,last_index,last_failed_index,last_recoil_atr,recoil_decreasing_count,episode_state,pressure_state
1,SELL,2026-06-26 00:02:00,2026-06-26 00:04:00,4013.66,3.188000000000102,2,1,True,2.0,6,4.0,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
2,SELL,2026-06-26 00:05:00,2026-06-26 00:05:00,4012.14,3.0237500000000637,1,1,False,,7,7.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
3,SELL,2026-06-26 00:07:00,2026-06-26 00:07:00,4012.75,3.0440000000000964,1,0,True,1.0,9,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
4,SELL,2026-06-26 00:25:00,2026-06-26 00:25:00,4017.89,2.6806287512377254,1,0,True,1.0,27,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
5,SELL,2026-06-26 00:26:00,2026-06-26 00:26:00,4016.21,2.706298126149314,1,0,True,1.0,28,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
6,SELL,2026-06-26 00:27:00,2026-06-26 00:27:00,4013.6,2.684419688567227,1,0,True,1.0,29,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
7,SELL,2026-06-26 00:30:00,2026-06-26 00:30:00,4013.89,2.706931507209255,1,0,True,1.0,32,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
8,SELL,2026-06-26 00:33:00,2026-06-26 00:33:00,4013.46,2.536635758505344,1,1,False,,35,35.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
9,SELL,2026-06-26 00:57:00,2026-06-26 01:05:00,4016.84,2.2040726800203636,2,1,True,2.0,67,59.0,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
10,SELL,2026-06-26 01:06:00,2026-06-26 01:06:00,4015.01,3.623074655652554,1,1,False,,68,68.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
11,SELL,2026-06-26 01:09:00,2026-06-26 01:09:00,4017.47,3.4980411874885533,1,0,True,1.0,71,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
12,SELL,2026-06-26 01:25:00,2026-06-26 01:25:00,4021.4,2.6267701814875815,1,0,True,1.0,87,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
13,SELL,2026-06-26 01:26:00,2026-06-26 01:26:00,4021.17,2.512000882809896,1,0,True,1.0,88,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
14,SELL,2026-06-26 01:27:00,2026-06-26 01:27:00,4021.08,2.585429391180615,1,0,True,1.0,89,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
15,SELL,2026-06-26 01:31:00,2026-06-26 01:31:00,4020.5,2.587871429651957,1,0,True,1.0,93,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
16,SELL,2026-06-26 01:33:00,2026-06-26 01:34:00,4020.3,2.504185059240691,2,1,True,2.0,96,95.0,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
17,SELL,2026-06-26 01:35:00,2026-06-26 01:35:00,4019.24,2.632639158222838,1,0,True,1.0,97,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
18,SELL,2026-06-26 01:38:00,2026-06-26 01:38:00,4018.22,2.6688149528482734,1,0,True,1.0,100,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
19,SELL,2026-06-26 01:45:00,2026-06-26 01:45:00,4020.25,2.993947149585861,1,0,True,1.0,107,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
20,SELL,2026-06-26 01:46:00,2026-06-26 01:46:00,4019.68,3.0522366389011526,1,0,True,1.0,108,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
21,SELL,2026-06-26 01:47:00,2026-06-26 01:47:00,4017.34,3.0863625932653704,1,0,True,1.0,109,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
22,SELL,2026-06-26 01:48:00,2026-06-26 01:48:00,4015.04,3.046622408032144,1,1,False,,110,110.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
23,SELL,2026-06-26 01:51:00,2026-06-26 01:52:00,4015.94,2.7999961481219526,2,2,False,,114,114.0,0.2178426065440809,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
24,SELL,2026-06-26 02:05:00,2026-06-26 02:05:00,4019.2,2.632989357483243,1,0,True,1.0,127,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
25,SELL,2026-06-26 02:06:00,2026-06-26 02:07:00,4017.17,2.544918689091589,2,1,True,2.0,129,128.0,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
26,SELL,2026-06-26 02:09:00,2026-06-26 02:10:00,4016.36,2.385760335252976,2,1,True,2.0,132,131.0,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
27,SELL,2026-06-26 02:11:00,2026-06-26 02:11:00,4015.49,2.331446411519182,1,0,True,1.0,133,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
28,SELL,2026-06-26 02:14:00,2026-06-26 02:14:00,4013.46,2.164991897269521,1,1,False,,136,136.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
29,SELL,2026-06-26 02:17:00,2026-06-26 02:18:00,4014.55,2.100501894424581,2,1,True,2.0,140,139.0,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
30,SELL,2026-06-26 02:19:00,2026-06-26 02:19:00,4014.09,2.3387490824375345,1,0,True,1.0,141,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
31,SELL,2026-06-26 02:20:00,2026-06-26 02:22:00,4009.1,2.2774098622634265,2,1,True,2.0,144,142.0,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
32,SELL,2026-06-26 02:23:00,2026-06-26 02:23:00,4007.85,2.3068000974463123,1,0,True,1.0,145,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
33,SELL,2026-06-26 02:24:00,2026-06-26 02:24:00,4006.67,2.3013143762001484,1,0,True,1.0,146,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
34,SELL,2026-06-26 02:25:00,2026-06-26 02:25:00,4005.12,2.310506206471587,1,1,False,,147,147.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
35,SELL,2026-06-26 02:27:00,2026-06-26 02:27:00,4005.71,2.3071711678249724,1,0,True,1.0,149,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
36,SELL,2026-06-26 02:35:00,2026-06-26 02:35:00,4002.49,2.4167090370673727,1,0,True,1.0,157,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
37,SELL,2026-06-26 02:36:00,2026-06-26 02:36:00,4002.01,2.4669441058482993,1,0,True,1.0,158,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
38,SELL,2026-06-26 02:37:00,2026-06-26 02:37:00,3999.89,2.6450195268591377,1,0,True,1.0,159,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
39,SELL,2026-06-26 02:38:00,2026-06-26 02:40:00,3994.99,2.7496609892263186,2,1,True,2.0,162,160.0,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
40,SELL,2026-06-26 02:41:00,2026-06-26 02:41:00,3993.4,2.972232213312755,1,0,True,1.0,163,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
41,SELL,2026-06-26 02:44:00,2026-06-26 02:44:00,3992.9,3.0389774681662276,1,0,True,1.0,166,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
42,SELL,2026-06-26 02:45:00,2026-06-26 02:45:00,3991.64,3.0447647918686322,1,1,False,,167,167.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
43,SELL,2026-06-26 02:46:00,2026-06-26 02:46:00,3991.15,3.0708530210208624,1,1,False,,168,168.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
44,SELL,2026-06-26 02:48:00,2026-06-26 02:49:00,3991.8,2.895633472206744,2,2,False,,171,171.0,0.5690589180761471,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
45,SELL,2026-06-26 02:55:00,2026-06-26 02:55:00,3984.68,3.201758333700149,1,0,True,1.0,177,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
46,SELL,2026-06-26 02:56:00,2026-06-26 02:56:00,3983.01,3.300918452721578,1,1,False,,178,178.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
47,SELL,2026-06-26 03:05:00,2026-06-26 03:05:00,3990.0,3.0675771968461953,1,1,False,,187,187.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
48,SELL,2026-06-26 03:08:00,2026-06-26 03:08:00,3992.0,3.0400280982037593,1,0,True,1.0,190,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
49,SELL,2026-06-26 03:25:00,2026-06-26 03:25:00,3992.79,2.567778879426168,1,1,False,,207,207.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
50,SELL,2026-06-26 03:28:00,2026-06-26 03:28:00,3994.33,2.411297448286909,1,0,True,1.0,210,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
51,SELL,2026-06-26 03:29:00,2026-06-26 03:29:00,3994.02,2.3440619162664014,1,1,False,,211,211.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
52,SELL,2026-06-26 04:05:00,2026-06-26 04:05:00,4000.8,2.167463480019148,1,0,True,1.0,247,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
53,SELL,2026-06-26 04:06:00,2026-06-26 04:06:00,3999.98,2.1512160885891807,1,0,True,1.0,248,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
54,SELL,2026-06-26 04:25:00,2026-06-26 04:25:00,4007.68,2.0515012389754834,1,0,True,1.0,267,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
55,SELL,2026-06-26 04:26:00,2026-06-26 04:26:00,4006.53,2.054251150477245,1,0,True,1.0,268,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
56,SELL,2026-06-26 04:29:00,2026-06-26 04:30:00,4006.92,1.921526886879946,2,2,False,,272,272.0,0.691879599682049,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
57,SELL,2026-06-26 04:31:00,2026-06-26 04:32:00,4006.51,1.8737145096056598,2,1,True,2.0,274,273.0,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
58,SELL,2026-06-26 04:33:00,2026-06-26 04:33:00,4005.7,1.8197334292007974,1,1,False,,275,275.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
59,SELL,2026-06-26 04:34:00,2026-06-26 04:34:00,4005.01,1.816181041400739,1,0,True,1.0,276,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
60,SELL,2026-06-26 04:36:00,2026-06-26 04:36:00,4004.35,1.768135693860864,1,0,True,1.0,278,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
61,SELL,2026-06-26 04:38:00,2026-06-26 04:39:00,4003.17,1.7340047564412353,2,2,False,,281,281.0,0.21628987322937093,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
62,SELL,2026-06-26 04:41:00,2026-06-26 04:41:00,4002.82,1.6525468111885757,1,0,True,1.0,283,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
63,SELL,2026-06-26 04:42:00,2026-06-26 04:42:00,4001.96,1.6873648961036682,1,1,False,,284,284.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
64,SELL,2026-06-26 05:01:00,2026-06-26 05:01:00,4011.31,2.142940386838553,1,1,False,,303,303.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
65,SELL,2026-06-26 05:03:00,2026-06-26 05:03:00,4010.33,2.0272802315087617,1,0,True,1.0,305,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
66,SELL,2026-06-26 05:04:00,2026-06-26 05:04:00,4010.04,1.9674745006867111,1,1,False,,306,306.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
67,SELL,2026-06-26 05:05:00,2026-06-26 05:05:00,4009.58,2.141226322066238,1,0,True,1.0,307,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
68,SELL,2026-06-26 05:20:00,2026-06-26 05:20:00,4014.33,2.121259782025736,1,0,True,1.0,322,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
69,SELL,2026-06-26 05:22:00,2026-06-26 05:22:00,4012.51,1.983178077358944,1,1,False,,324,324.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
70,SELL,2026-06-26 05:28:00,2026-06-26 05:37:00,4015.49,1.9496529629978703,2,1,True,2.0,339,330.0,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
71,SELL,2026-06-26 05:38:00,2026-06-26 05:38:00,4015.25,2.5608863999833633,1,0,True,1.0,340,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
72,SELL,2026-06-26 05:39:00,2026-06-26 05:41:00,4012.63,2.5201087999845364,2,2,False,,343,343.0,1.6832040864208837,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
73,SELL,2026-06-26 05:44:00,2026-06-26 05:44:00,4013.14,2.5109928836806352,1,0,True,1.0,346,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
74,SELL,2026-06-26 05:45:00,2026-06-26 05:45:00,4010.77,2.624493391989187,1,0,True,1.0,347,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
75,SELL,2026-06-26 05:46:00,2026-06-26 05:46:00,4007.93,2.5684581497042234,1,0,True,1.0,348,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
76,SELL,2026-06-26 05:47:00,2026-06-26 05:47:00,4007.36,2.5642825675824765,1,1,False,,349,349.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
77,SELL,2026-06-26 06:02:00,2026-06-26 06:02:00,4008.16,2.531297852758794,1,0,True,1.0,364,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
78,SELL,2026-06-26 06:03:00,2026-06-26 06:03:00,4007.39,2.474062291847453,1,0,True,1.0,365,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
79,SELL,2026-06-26 06:04:00,2026-06-26 06:04:00,4006.69,2.431629271001214,1,1,False,,366,366.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
80,SELL,2026-06-26 06:08:00,2026-06-26 06:08:00,4008.84,2.53434880281825,1,0,True,1.0,370,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
81,SELL,2026-06-26 06:35:00,2026-06-26 06:36:00,4023.04,3.0165494129029886,2,2,False,,398,398.0,0.7029264776077887,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
82,SELL,2026-06-26 06:37:00,2026-06-26 06:37:00,4022.53,2.994116585615305,1,0,True,1.0,399,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
83,SELL,2026-06-26 06:38:00,2026-06-26 06:38:00,4021.56,2.9438225437856382,1,1,False,,400,400.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
84,SELL,2026-06-26 06:41:00,2026-06-26 06:41:00,4022.11,2.748363020662161,1,1,False,,403,403.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
85,SELL,2026-06-26 06:42:00,2026-06-26 06:42:00,4021.48,2.7241942334719966,1,1,False,,404,404.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
86,SELL,2026-06-26 06:50:00,2026-06-26 06:54:00,4023.63,2.9723258829235997,3,2,True,3.0,416,414.0,0.47784453834540835,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
87,SELL,2026-06-26 07:07:00,2026-06-26 07:07:00,4029.49,2.97948920519297,1,1,False,,429,429.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
88,SELL,2026-06-26 07:08:00,2026-06-26 07:10:00,4028.77,2.927382833393472,2,1,True,2.0,432,430.0,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
89,SELL,2026-06-26 07:11:00,2026-06-26 07:11:00,4027.7,2.7284621300894876,1,0,True,1.0,433,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
90,SELL,2026-06-26 07:12:00,2026-06-26 07:12:00,4027.04,2.5921434065116786,1,0,True,1.0,434,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
91,SELL,2026-06-26 07:13:00,2026-06-26 07:15:00,4026.97,2.53270459176086,2,2,False,,437,437.0,0.6864301773065696,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
92,SELL,2026-06-26 07:18:00,2026-06-26 07:18:00,4028.7,2.2640303630717145,1,1,False,,440,440.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
93,SELL,2026-06-26 07:29:00,2026-06-26 07:29:00,4035.93,2.4857517350235647,1,1,False,,451,451.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
94,SELL,2026-06-26 07:35:00,2026-06-26 07:35:00,4037.17,2.179297994773795,1,0,True,1.0,457,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
95,SELL,2026-06-26 07:36:00,2026-06-26 07:36:00,4035.71,2.118633852289947,1,0,True,1.0,458,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
96,SELL,2026-06-26 07:37:00,2026-06-26 07:38:00,4034.77,2.06658857712637,2,1,True,2.0,460,459.0,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
97,SELL,2026-06-26 07:40:00,2026-06-26 07:42:00,4034.11,2.0856724139747223,2,1,True,2.0,464,462.0,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
98,SELL,2026-06-26 07:43:00,2026-06-26 07:45:00,4031.42,2.044833197340526,2,1,True,2.0,467,465.0,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
99,SELL,2026-06-26 07:46:00,2026-06-26 07:46:00,4030.24,1.9054841598240546,1,1,False,,468,468.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
100,SELL,2026-06-26 07:47:00,2026-06-26 07:47:00,4029.54,1.8886638626937378,1,1,False,,469,469.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
101,SELL,2026-06-26 07:48:00,2026-06-26 07:48:00,4029.03,1.83447358678705,1,1,False,,470,470.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
102,SELL,2026-06-26 07:49:00,2026-06-26 07:49:00,4028.73,1.7727254734451035,1,1,False,,471,471.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
103,SELL,2026-06-26 07:50:00,2026-06-26 07:51:00,4028.36,1.6911022253418573,2,2,False,,473,473.0,1.045192880930773,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
104,SELL,2026-06-26 07:52:00,2026-06-26 07:52:00,4027.91,1.6987565106264106,1,1,False,,474,474.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
105,SELL,2026-06-26 08:05:00,2026-06-26 08:05:00,4026.35,1.7404305296167408,1,1,False,,487,487.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
106,SELL,2026-06-26 08:35:00,2026-06-26 08:35:00,4032.96,1.88619468535934,1,0,True,1.0,517,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
107,SELL,2026-06-26 08:36:00,2026-06-26 08:36:00,4032.31,1.8050379221193873,1,1,False,,518,518.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
108,SELL,2026-06-26 08:38:00,2026-06-26 08:41:00,4032.67,1.6860786165213157,3,3,False,,523,523.0,0.7652505025997773,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
109,SELL,2026-06-26 08:43:00,2026-06-26 08:43:00,4033.51,1.5587309189698533,1,0,True,1.0,525,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
110,SELL,2026-06-26 08:51:00,2026-06-26 08:51:00,4033.08,1.6149922838201582,1,0,True,1.0,533,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
111,SELL,2026-06-26 08:52:00,2026-06-26 08:52:00,4032.3,1.6267785492615572,1,1,False,,534,534.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
112,SELL,2026-06-26 08:54:00,2026-06-26 08:54:00,4033.3,1.5899264021694075,1,0,True,1.0,536,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
113,SELL,2026-06-26 08:55:00,2026-06-26 08:55:00,4032.52,1.6485030877287252,1,0,True,1.0,537,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
114,SELL,2026-06-26 08:56:00,2026-06-26 08:56:00,4030.25,1.6343242957481217,1,1,False,,538,538.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
115,SELL,2026-06-26 08:57:00,2026-06-26 08:57:00,4029.91,1.638301131766117,1,1,False,,539,539.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
116,SELL,2026-06-26 08:59:00,2026-06-26 09:00:00,4030.54,1.5786372003493627,2,1,True,2.0,542,541.0,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
117,SELL,2026-06-26 09:01:00,2026-06-26 09:01:00,4029.6,1.6245392186685805,1,1,False,,543,543.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
118,SELL,2026-06-26 09:45:00,2026-06-26 09:45:00,4047.76,2.5637286127612375,1,1,False,,587,587.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
119,SELL,2026-06-26 09:47:00,2026-06-26 09:47:00,4046.5,2.4357659977380166,1,1,False,,589,589.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
120,SELL,2026-06-26 09:48:00,2026-06-26 09:50:00,4046.1,2.4296398550424376,2,2,False,,592,592.0,1.0675310048045326,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
121,SELL,2026-06-26 09:52:00,2026-06-26 09:52:00,4047.31,2.574344905764978,1,1,False,,594,594.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
122,SELL,2026-06-26 09:54:00,2026-06-26 09:54:00,4051.92,2.516144332011636,1,0,True,1.0,596,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
123,SELL,2026-06-26 10:00:00,2026-06-26 10:00:00,4046.93,2.3403194469158493,1,1,False,,602,602.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
124,SELL,2026-06-26 10:02:00,2026-06-26 10:02:00,4046.05,2.3672142169835433,1,0,True,1.0,604,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
125,SELL,2026-06-26 10:20:00,2026-06-26 10:20:00,4044.5,1.8648407624881294,1,0,True,1.0,622,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
126,SELL,2026-06-26 10:21:00,2026-06-26 10:21:00,4044.21,1.8880664223104096,1,0,True,1.0,623,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
127,SELL,2026-06-26 10:22:00,2026-06-26 10:22:00,4042.45,1.8760616778596844,1,1,False,,624,624.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
128,SELL,2026-06-26 10:29:00,2026-06-26 10:29:00,4047.48,1.843958533398379,1,1,False,,631,631.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
129,SELL,2026-06-26 10:40:00,2026-06-26 10:40:00,4049.02,2.0633261942609074,1,1,False,,642,642.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
130,SELL,2026-06-26 10:42:00,2026-06-26 10:42:00,4049.34,1.9988373817861798,1,1,False,,644,644.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
131,SELL,2026-06-26 10:43:00,2026-06-26 10:43:00,4048.99,2.0253489973728733,1,0,True,1.0,645,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
132,SELL,2026-06-26 10:44:00,2026-06-26 10:44:00,4047.34,2.018538354703403,1,1,False,,646,646.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
133,SELL,2026-06-26 10:48:00,2026-06-26 10:48:00,4048.94,1.8804519978312002,1,0,True,1.0,650,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
134,SELL,2026-06-26 11:05:00,2026-06-26 11:05:00,4052.46,1.8085527592801627,1,0,True,1.0,667,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
135,SELL,2026-06-26 11:06:00,2026-06-26 11:07:00,4052.06,1.7493704193315485,2,2,False,,669,669.0,1.454725049147024,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
136,SELL,2026-06-26 11:09:00,2026-06-26 11:09:00,4053.1,1.8185411119793709,1,0,True,1.0,671,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
137,SELL,2026-06-26 11:10:00,2026-06-26 11:10:00,4052.73,1.780788175409413,1,0,True,1.0,672,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
138,SELL,2026-06-26 11:11:00,2026-06-26 11:11:00,4051.87,1.7750175914516173,1,1,False,,673,673.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
139,SELL,2026-06-26 11:12:00,2026-06-26 11:12:00,4050.64,1.9232306206336383,1,0,True,1.0,674,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
140,SELL,2026-06-26 11:14:00,2026-06-26 11:14:00,4049.19,1.9142651779953523,1,0,True,1.0,676,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
141,SELL,2026-06-26 11:15:00,2026-06-26 11:15:00,4046.92,1.8846748081385414,1,0,True,1.0,677,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
142,SELL,2026-06-26 11:28:00,2026-06-26 11:28:00,4052.03,1.8463045001307863,1,0,True,1.0,690,,,0,LEVEL_BROKEN,NO_COMPRESSION_EVIDENCE
143,SELL,2026-06-26 11:29:00,2026-06-26 11:29:00,4051.06,1.8679970358357367,1,1,False,,691,691.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
144,SELL,2026-06-26 11:40:00,2026-06-26 11:40:00,4047.94,1.803480321336677,1,1,False,,702,702.0,,0,UNRESOLVED_OR_REJECTED,NO_COMPRESSION_EVIDENCE
