side,entry,stop,target,exit_price,pnl_points,pnl_r,mfe_points,mae_points,exit_reason,exit_time,signal_time,entry_time,fast,mid,slow,stop_atr,target_atr,max_hold_minutes,m15_mode,m5_mode,max_entry_candle_atr,max_distance_slow_atr
BUY,4127.19,4125.04332,4129.98069,4129.98069,2.79069,1.3,2.97,0.59,TARGET,2026-07-08 02:38:00,2026-07-08 02:36:00,2026-07-08 02:37:00,3,25,92,1.0,1.3,15,warning_only,closed_all,1.8,0.8
BUY,4128.26,4126.14808,4131.0055,4131.0055,2.7455,1.3,2.82,1.7,TARGET,2026-07-08 02:42:00,2026-07-08 02:37:00,2026-07-08 02:38:00,3,25,92,1.0,1.3,15,warning_only,closed_all,1.8,0.8
BUY,4128.02,4126.13207,4130.47431,4126.13207,-1.88793,-1.0,1.17,3.48,STOP,2026-07-08 03:02:00,2026-07-08 02:56:00,2026-07-08 02:57:00,3,25,92,1.0,1.3,15,warning_only,closed_all,1.8,0.8
BUY,4185.64,4182.01471,4189.26529,4189.26529,3.62529,1.0,4.02,1.32,TARGET,2026-07-05 22:28:00,2026-07-05 22:25:00,2026-07-05 22:26:00,6,40,81,1.0,1.0,5,warning_only,closed_all,0.8,0.8
BUY,4187.16,4183.5908,4190.7292,4190.7292,3.5692,1.0,4.41,2.59,TARGET,2026-07-05 22:30:00,2026-07-05 22:26:00,2026-07-05 22:27:00,6,40,81,1.0,1.0,5,warning_only,closed_all,0.8,0.8
BUY,4108.98,4106.33815,4111.62185,4111.62185,2.64185,1.0,3.24,0.87,TARGET,2026-07-07 23:06:00,2026-07-07 23:05:00,2026-07-07 23:06:00,6,40,81,1.0,1.0,5,warning_only,closed_all,0.8,0.8
BUY,4127.19,4125.04332,4129.33668,4129.33668,2.14668,1.0,2.97,0.59,TARGET,2026-07-08 02:38:00,2026-07-08 02:36:00,2026-07-08 02:37:00,6,40,81,1.0,1.0,5,warning_only,closed_all,0.8,0.8
BUY,4128.26,4126.14808,4130.37192,4130.37192,2.11192,1.0,2.82,1.7,TARGET,2026-07-08 02:42:00,2026-07-08 02:37:00,2026-07-08 02:38:00,6,40,81,1.0,1.0,5,warning_only,closed_all,0.8,0.8
BUY,4134.23,4131.32194,4136.55645,4136.55645,2.32645,0.8,2.45,1.31,TARGET,2026-07-02 21:20:00,2026-07-02 21:17:00,2026-07-02 21:18:00,4,27,92,1.0,0.8,30,required,closed_all,0.8,2.0
BUY,4175.29,4173.5603,4176.67376,4176.67376,1.38376,0.8,1.72,0.34,TARGET,2026-07-03 04:30:00,2026-07-03 04:29:00,2026-07-03 04:30:00,4,27,92,1.0,0.8,30,required,closed_all,0.8,2.0
BUY,4175.91,4174.1447,4177.32224,4177.32224,1.41224,0.8,2.31,0.27,TARGET,2026-07-03 04:34:00,2026-07-03 04:33:00,2026-07-03 04:34:00,4,27,92,1.0,0.8,30,required,closed_all,0.8,2.0
BUY,4179.44,4178.26343,4180.38126,4178.26343,-1.17657,-1.0,0.1,1.47,STOP,2026-07-03 08:06:00,2026-07-03 08:05:00,2026-07-03 08:06:00,4,27,92,1.0,0.8,30,required,closed_all,0.8,2.0
BUY,4189.3,4185.35568,4192.45545,4192.45545,3.15545,0.8,3.48,0.97,TARGET,2026-07-05 22:16:00,2026-07-05 22:14:00,2026-07-05 22:15:00,4,27,92,1.0,0.8,30,required,closed_all,0.8,2.0
BUY,4191.31,4187.43456,4194.41035,4187.43456,-3.87544,-1.0,1.47,5.52,STOP,2026-07-05 22:17:00,2026-07-05 22:15:00,2026-07-05 22:16:00,4,27,92,1.0,0.8,30,required,closed_all,0.8,2.0
BUY,4187.16,4183.5908,4190.01536,4190.01536,2.85536,0.8,4.41,2.59,TARGET,2026-07-05 22:30:00,2026-07-05 22:26:00,2026-07-05 22:27:00,4,27,92,1.0,0.8,30,required,closed_all,0.8,2.0
BUY,4189.71,4186.19819,4192.51945,4192.51945,2.80945,0.8,4.67,2.34,TARGET,2026-07-05 22:32:00,2026-07-05 22:29:00,2026-07-05 22:30:00,4,27,92,1.0,0.8,30,required,closed_all,0.8,2.0
BUY,4190.51,4187.0141,4193.30672,4193.30672,2.79672,0.8,3.87,1.33,TARGET,2026-07-05 22:32:00,2026-07-05 22:31:00,2026-07-05 22:32:00,4,27,92,1.0,0.8,30,required,closed_all,0.8,2.0
BUY,4162.57,4161.669,4163.2908,4163.2908,0.7208,0.8,1.19,0.62,TARGET,2026-07-06 16:49:00,2026-07-06 16:46:00,2026-07-06 16:47:00,4,27,92,1.0,0.8,30,required,closed_all,0.8,2.0
BUY,4162.96,4162.28885,4163.49692,4163.49692,0.53692,0.8,1.44,0.59,TARGET,2026-07-06 17:33:00,2026-07-06 17:28:00,2026-07-06 17:29:00,4,27,92,1.0,0.8,30,required,closed_all,0.8,2.0
BUY,4163.33,4162.73637,4163.8049,4163.8049,0.4749,0.8,0.54,0.2,TARGET,2026-07-06 17:50:00,2026-07-06 17:47:00,2026-07-06 17:48:00,4,27,92,1.0,0.8,30,required,closed_all,0.8,2.0
BUY,4127.19,4125.04332,4128.90735,4128.90735,1.71735,0.8,2.97,0.59,TARGET,2026-07-08 02:38:00,2026-07-08 02:36:00,2026-07-08 02:37:00,4,27,92,1.0,0.8,30,required,closed_all,0.8,2.0
BUY,4128.26,4126.14808,4129.94954,4129.94954,1.68954,0.8,1.9,1.34,TARGET,2026-07-08 02:38:00,2026-07-08 02:37:00,2026-07-08 02:38:00,4,27,92,1.0,0.8,30,required,closed_all,0.8,2.0
BUY,4129.73,4127.57404,4131.45477,4131.45477,1.72477,0.8,1.89,1.18,TARGET,2026-07-08 02:43:00,2026-07-08 02:41:00,2026-07-08 02:42:00,4,27,92,1.0,0.8,30,required,closed_all,0.8,2.0
BUY,4130.85,4128.81034,4132.48172,4132.48172,1.63172,0.8,2.66,0.99,TARGET,2026-07-08 03:24:00,2026-07-08 03:21:00,2026-07-08 03:22:00,4,27,92,1.0,0.8,30,required,closed_all,0.8,2.0
BUY,4131.32,4128.51143,4133.56686,4128.51143,-2.80857,-1.0,1.38,2.84,STOP,2026-07-02 21:05:00,2026-07-02 21:03:00,2026-07-02 21:04:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4128.89,4126.03404,4131.17477,4131.17477,2.28477,0.8,6.43,2.32,TARGET,2026-07-02 21:13:00,2026-07-02 21:09:00,2026-07-02 21:10:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4134.23,4131.32194,4136.55645,4136.55645,2.32645,0.8,2.45,1.31,TARGET,2026-07-02 21:20:00,2026-07-02 21:17:00,2026-07-02 21:18:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4173.66,4171.73767,4175.19786,4175.19786,1.53786,0.8,3.09,0.53,TARGET,2026-07-03 04:05:00,2026-07-03 04:03:00,2026-07-03 04:04:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4174.9,4172.98855,4176.42916,4176.42916,1.52916,0.8,1.85,0.44,TARGET,2026-07-03 04:05:00,2026-07-03 04:04:00,2026-07-03 04:05:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4175.29,4173.5603,4176.67376,4176.67376,1.38376,0.8,1.72,0.34,TARGET,2026-07-03 04:30:00,2026-07-03 04:29:00,2026-07-03 04:30:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4175.84,4174.01736,4177.29811,4177.29811,1.45811,0.8,2.38,0.95,TARGET,2026-07-03 04:34:00,2026-07-03 04:32:00,2026-07-03 04:33:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4175.91,4174.1447,4177.32224,4177.32224,1.41224,0.8,2.31,0.27,TARGET,2026-07-03 04:34:00,2026-07-03 04:33:00,2026-07-03 04:34:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4179.44,4178.26343,4180.38126,4178.26343,-1.17657,-1.0,0.1,1.47,STOP,2026-07-03 08:06:00,2026-07-03 08:05:00,2026-07-03 08:06:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4191.06,4186.95522,4194.34383,4186.95522,-4.10478,-1.0,1.75,4.17,STOP,2026-07-05 22:04:00,2026-07-05 22:03:00,2026-07-05 22:04:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4187.79,4183.72381,4191.04295,4191.04295,3.25295,0.8,3.52,0.85,TARGET,2026-07-05 22:15:00,2026-07-05 22:13:00,2026-07-05 22:14:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4189.3,4185.35568,4192.45545,4192.45545,3.15545,0.8,3.48,0.97,TARGET,2026-07-05 22:16:00,2026-07-05 22:14:00,2026-07-05 22:15:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4191.31,4187.43456,4194.41035,4187.43456,-3.87544,-1.0,1.47,5.52,STOP,2026-07-05 22:17:00,2026-07-05 22:15:00,2026-07-05 22:16:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4188.85,4185.03247,4191.90402,4185.03247,-3.81753,-1.0,1.62,5.64,STOP,2026-07-05 22:21:00,2026-07-05 22:19:00,2026-07-05 22:20:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4185.64,4182.01471,4188.54024,4188.54024,2.90024,0.8,4.02,1.32,TARGET,2026-07-05 22:28:00,2026-07-05 22:25:00,2026-07-05 22:26:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4187.16,4183.5908,4190.01536,4190.01536,2.85536,0.8,4.41,2.59,TARGET,2026-07-05 22:30:00,2026-07-05 22:26:00,2026-07-05 22:27:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4188.14,4184.57074,4190.99541,4190.99541,2.85541,0.8,3.43,2.27,TARGET,2026-07-05 22:30:00,2026-07-05 22:27:00,2026-07-05 22:28:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4189.71,4186.19819,4192.51945,4192.51945,2.80945,0.8,4.67,2.34,TARGET,2026-07-05 22:32:00,2026-07-05 22:29:00,2026-07-05 22:30:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4190.51,4187.0141,4193.30672,4193.30672,2.79672,0.8,3.87,1.33,TARGET,2026-07-05 22:32:00,2026-07-05 22:31:00,2026-07-05 22:32:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4155.65,4154.25198,4156.76842,4154.25198,-1.39802,-1.0,0.55,1.93,STOP,2026-07-06 09:00:00,2026-07-06 08:59:00,2026-07-06 09:00:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4156.2,4154.7247,4157.38024,4157.38024,1.18024,0.8,2.05,1.0,TARGET,2026-07-06 09:03:00,2026-07-06 09:00:00,2026-07-06 09:01:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4156.92,4155.41563,4158.12349,4158.12349,1.20349,0.8,1.31,0.59,TARGET,2026-07-06 09:06:00,2026-07-06 09:05:00,2026-07-06 09:06:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4146.76,4145.24879,4147.96897,4147.96897,1.20897,0.8,1.61,0.52,TARGET,2026-07-06 13:32:00,2026-07-06 13:30:00,2026-07-06 13:31:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4147.29,4145.86241,4148.43207,4148.43207,1.14207,0.8,1.27,0.29,TARGET,2026-07-06 13:36:00,2026-07-06 13:35:00,2026-07-06 13:36:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4162.39,4161.43006,4163.15795,4163.15795,0.76795,0.8,0.85,0.84,TARGET,2026-07-06 16:29:00,2026-07-06 16:26:00,2026-07-06 16:27:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4162.71,4161.74393,4163.48285,4161.74393,-0.96607,-1.0,0.53,1.14,STOP,2026-07-06 16:30:00,2026-07-06 16:28:00,2026-07-06 16:29:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4162.71,4161.69776,4163.51979,4161.69776,-1.01224,-1.0,0.08,1.12,STOP,2026-07-06 16:33:00,2026-07-06 16:31:00,2026-07-06 16:32:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4162.57,4161.669,4163.2908,4163.2908,0.7208,0.8,1.19,0.62,TARGET,2026-07-06 16:49:00,2026-07-06 16:46:00,2026-07-06 16:47:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4163.8,4162.59613,4164.7631,4162.59613,-1.20387,-1.0,0.7,1.45,STOP,2026-07-06 17:03:00,2026-07-06 16:59:00,2026-07-06 17:00:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4162.75,4162.03601,4163.32119,4163.32119,0.57119,0.8,0.65,0.38,TARGET,2026-07-06 17:31:00,2026-07-06 17:26:00,2026-07-06 17:27:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4162.96,4162.28885,4163.49692,4163.49692,0.53692,0.8,1.44,0.59,TARGET,2026-07-06 17:33:00,2026-07-06 17:28:00,2026-07-06 17:29:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4163.33,4162.73637,4163.8049,4163.8049,0.4749,0.8,0.54,0.2,TARGET,2026-07-06 17:50:00,2026-07-06 17:47:00,2026-07-06 17:48:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4132.27,4130.54619,4133.64905,4133.64905,1.37905,0.8,1.58,0.43,TARGET,2026-07-07 07:07:00,2026-07-07 07:02:00,2026-07-07 07:03:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4133.13,4131.56548,4134.38161,4134.38161,1.25161,0.8,1.51,1.12,TARGET,2026-07-07 07:13:00,2026-07-07 07:06:00,2026-07-07 07:07:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4133.2,4131.68239,4134.41408,4134.41408,1.21408,0.8,1.65,0.66,TARGET,2026-07-07 07:17:00,2026-07-07 07:15:00,2026-07-07 07:16:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4135.55,4134.30123,4136.54901,4134.30123,-1.24877,-1.0,0.36,2.0,STOP,2026-07-07 08:00:00,2026-07-07 07:59:00,2026-07-07 08:00:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4108.98,4106.33815,4111.09348,4111.09348,2.11348,0.8,3.24,0.87,TARGET,2026-07-07 23:06:00,2026-07-07 23:05:00,2026-07-07 23:06:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4112.22,4109.47328,4114.41738,4114.41738,2.19738,0.8,3.13,2.12,TARGET,2026-07-07 23:07:00,2026-07-07 23:06:00,2026-07-07 23:07:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4126.98,4125.14792,4128.44567,4125.14792,-1.83208,-1.0,0.19,2.61,STOP,2026-07-08 01:30:00,2026-07-08 01:25:00,2026-07-08 01:26:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4126.3,4124.57907,4127.67674,4124.57907,-1.72093,-1.0,0.82,1.93,STOP,2026-07-08 01:30:00,2026-07-08 01:27:00,2026-07-08 01:28:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4127.36,4125.58226,4128.78219,4125.58226,-1.77774,-1.0,0.79,2.1,STOP,2026-07-08 01:33:00,2026-07-08 01:31:00,2026-07-08 01:32:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4127.05,4125.49483,4128.29413,4125.49483,-1.55517,-1.0,0.35,2.05,STOP,2026-07-08 02:03:00,2026-07-08 02:00:00,2026-07-08 02:01:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4127.94,4126.39918,4129.17266,4129.17266,1.23266,0.8,2.66,0.18,TARGET,2026-07-08 02:05:00,2026-07-08 02:04:00,2026-07-08 02:05:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4128.79,4126.90675,4130.2966,4126.90675,-1.88325,-1.0,0.48,2.47,STOP,2026-07-08 02:20:00,2026-07-08 02:16:00,2026-07-08 02:17:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4128.76,4126.86169,4130.27865,4126.86169,-1.89831,-1.0,0.21,2.44,STOP,2026-07-08 02:20:00,2026-07-08 02:18:00,2026-07-08 02:19:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4127.19,4125.04332,4128.90735,4128.90735,1.71735,0.8,2.97,0.59,TARGET,2026-07-08 02:38:00,2026-07-08 02:36:00,2026-07-08 02:37:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4128.26,4126.14808,4129.94954,4129.94954,1.68954,0.8,1.9,1.34,TARGET,2026-07-08 02:38:00,2026-07-08 02:37:00,2026-07-08 02:38:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4128.92,4126.70974,4130.68821,4130.68821,1.76821,0.8,2.16,0.64,TARGET,2026-07-08 02:42:00,2026-07-08 02:40:00,2026-07-08 02:41:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4129.73,4127.57404,4131.45477,4131.45477,1.72477,0.8,1.89,1.18,TARGET,2026-07-08 02:43:00,2026-07-08 02:41:00,2026-07-08 02:42:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4130.36,4128.2625,4132.038,4132.038,1.678,0.8,2.45,1.06,TARGET,2026-07-08 03:16:00,2026-07-08 03:13:00,2026-07-08 03:14:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4130.85,4128.81034,4132.48172,4132.48172,1.63172,0.8,2.66,0.99,TARGET,2026-07-08 03:24:00,2026-07-08 03:21:00,2026-07-08 03:22:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4078.04,4074.0538,4081.22896,4074.0538,-3.9862,-1.0,2.16,7.75,STOP,2026-07-08 10:42:00,2026-07-08 10:36:00,2026-07-08 10:37:00,7,33,86,1.0,0.8,15,warning_only,closed_all,1.8,2.0
BUY,4134.23,4130.44953,4137.13806,4137.13806,2.90806,0.76923,3.54,1.31,TARGET,2026-07-02 21:21:00,2026-07-02 21:17:00,2026-07-02 21:18:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4135.16,4131.44156,4138.02034,4138.02034,2.86034,0.76923,3.34,1.83,TARGET,2026-07-02 21:22:00,2026-07-02 21:18:00,2026-07-02 21:19:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4183.17,4180.85399,4184.95154,4180.85399,-2.31601,-1.0,0.61,3.12,STOP,2026-07-03 00:21:00,2026-07-03 00:13:00,2026-07-03 00:14:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4173.66,4171.16097,4175.58233,4175.58233,1.92233,0.76923,3.09,0.53,TARGET,2026-07-03 04:05:00,2026-07-03 04:03:00,2026-07-03 04:04:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4174.9,4172.41512,4176.81145,4176.81145,1.91145,0.76923,3.26,0.44,TARGET,2026-07-03 04:06:00,2026-07-03 04:04:00,2026-07-03 04:05:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4175.29,4173.04139,4177.0197,4177.0197,1.7297,0.76923,2.93,1.62,TARGET,2026-07-03 04:34:00,2026-07-03 04:29:00,2026-07-03 04:30:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4175.84,4173.47057,4177.66264,4177.66264,1.82264,0.76923,2.38,0.95,TARGET,2026-07-03 04:34:00,2026-07-03 04:32:00,2026-07-03 04:33:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4175.91,4173.6151,4177.6753,4177.6753,1.7653,0.76923,2.31,0.27,TARGET,2026-07-03 04:34:00,2026-07-03 04:33:00,2026-07-03 04:34:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4184.16,4181.92447,4185.87964,4181.92447,-2.23553,-1.0,1.11,3.83,STOP,2026-07-03 05:46:00,2026-07-03 05:44:00,2026-07-03 05:45:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4179.44,4177.91046,4180.61657,4177.91046,-1.52954,-1.0,0.1,2.02,STOP,2026-07-03 08:07:00,2026-07-03 08:05:00,2026-07-03 08:06:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4187.79,4182.50396,4191.85619,4191.85619,4.06619,0.76923,4.99,0.85,TARGET,2026-07-05 22:16:00,2026-07-05 22:13:00,2026-07-05 22:14:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4189.3,4184.17239,4193.24432,4184.17239,-5.12761,-1.0,3.48,6.09,STOP,2026-07-05 22:21:00,2026-07-05 22:14:00,2026-07-05 22:15:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4191.31,4186.27193,4195.18544,4186.27193,-5.03807,-1.0,1.47,5.52,STOP,2026-07-05 22:17:00,2026-07-05 22:15:00,2026-07-05 22:16:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4188.85,4183.88722,4192.66753,4183.88722,-4.96278,-1.0,1.62,5.64,STOP,2026-07-05 22:21:00,2026-07-05 22:19:00,2026-07-05 22:20:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4185.64,4180.92712,4189.26529,4189.26529,3.62529,0.76923,4.02,1.32,TARGET,2026-07-05 22:28:00,2026-07-05 22:25:00,2026-07-05 22:26:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4187.16,4182.52004,4190.7292,4190.7292,3.5692,0.76923,4.41,2.59,TARGET,2026-07-05 22:30:00,2026-07-05 22:26:00,2026-07-05 22:27:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4188.14,4183.49996,4191.70926,4191.70926,3.56926,0.76923,6.24,2.27,TARGET,2026-07-05 22:32:00,2026-07-05 22:27:00,2026-07-05 22:28:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4189.71,4185.14465,4193.22181,4193.22181,3.51181,0.76923,4.67,2.34,TARGET,2026-07-05 22:32:00,2026-07-05 22:29:00,2026-07-05 22:30:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4190.51,4185.96533,4194.0059,4194.0059,3.4959,0.76923,3.87,1.33,TARGET,2026-07-05 22:32:00,2026-07-05 22:31:00,2026-07-05 22:32:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4161.96,4160.63471,4162.97946,4162.97946,1.01946,0.76923,1.28,0.57,TARGET,2026-07-06 16:29:00,2026-07-06 16:23:00,2026-07-06 16:24:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4162.39,4161.14208,4163.34994,4161.14208,-1.24792,-1.0,0.85,2.28,STOP,2026-07-06 16:35:00,2026-07-06 16:26:00,2026-07-06 16:27:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4162.71,4161.45411,4163.67607,4161.45411,-1.25589,-1.0,0.53,1.37,STOP,2026-07-06 16:31:00,2026-07-06 16:28:00,2026-07-06 16:29:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4162.57,4161.39869,4163.471,4163.471,0.901,0.76923,1.19,0.62,TARGET,2026-07-06 16:49:00,2026-07-06 16:46:00,2026-07-06 16:47:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4162.75,4161.82181,4163.46399,4163.46399,0.71399,0.76923,1.65,0.38,TARGET,2026-07-06 17:33:00,2026-07-06 17:26:00,2026-07-06 17:27:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4162.96,4162.08751,4163.63115,4163.63115,0.67115,0.76923,1.44,0.59,TARGET,2026-07-06 17:33:00,2026-07-06 17:28:00,2026-07-06 17:29:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4163.33,4162.55829,4163.92363,4163.92363,0.59363,0.76923,0.82,0.2,TARGET,2026-07-06 17:51:00,2026-07-06 17:47:00,2026-07-06 17:48:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4127.19,4124.39931,4129.33668,4129.33668,2.14668,0.76923,2.97,0.59,TARGET,2026-07-08 02:38:00,2026-07-08 02:36:00,2026-07-08 02:37:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4128.26,4125.5145,4130.37192,4130.37192,2.11192,0.76923,2.82,1.7,TARGET,2026-07-08 02:42:00,2026-07-08 02:37:00,2026-07-08 02:38:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4128.92,4126.04666,4131.13026,4131.13026,2.21026,0.76923,2.7,0.64,TARGET,2026-07-08 02:43:00,2026-07-08 02:40:00,2026-07-08 02:41:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4129.73,4126.92725,4131.88596,4126.92725,-2.80275,-1.0,1.89,4.18,STOP,2026-07-08 02:48:00,2026-07-08 02:41:00,2026-07-08 02:42:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4128.02,4125.56569,4129.90793,4125.56569,-2.45431,-1.0,1.17,3.48,STOP,2026-07-08 03:02:00,2026-07-08 02:56:00,2026-07-08 02:57:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4130.85,4128.19845,4132.88966,4132.88966,2.03966,0.76923,2.66,0.99,TARGET,2026-07-08 03:24:00,2026-07-08 03:21:00,2026-07-08 03:22:00,4,35,82,1.3,1.0,15,required,closed_all,1.2,2.0
BUY,4128.89,4125.17725,4132.60275,4132.60275,3.71275,1.0,6.43,2.32,TARGET,2026-07-02 21:13:00,2026-07-02 21:09:00,2026-07-02 21:10:00,8,39,77,1.3,1.3,20,required,closed_all,1.2,1.2
BUY,4187.79,4182.50396,4193.07604,4182.50396,-5.28604,-1.0,4.99,6.3,STOP,2026-07-05 22:22:00,2026-07-05 22:13:00,2026-07-05 22:14:00,8,39,77,1.3,1.3,20,required,closed_all,1.2,1.2
BUY,4185.64,4180.92712,4190.35288,4190.35288,4.71288,1.0,5.93,1.32,TARGET,2026-07-05 22:30:00,2026-07-05 22:25:00,2026-07-05 22:26:00,8,39,77,1.3,1.3,20,required,closed_all,1.2,1.2
BUY,4187.16,4182.52004,4191.79996,4191.79996,4.63996,1.0,7.22,2.59,TARGET,2026-07-05 22:32:00,2026-07-05 22:26:00,2026-07-05 22:27:00,8,39,77,1.3,1.3,20,required,closed_all,1.2,1.2
BUY,4188.14,4183.49996,4192.78004,4192.78004,4.64004,1.0,6.24,2.27,TARGET,2026-07-05 22:32:00,2026-07-05 22:27:00,2026-07-05 22:28:00,8,39,77,1.3,1.3,20,required,closed_all,1.2,1.2
BUY,4127.19,4124.39931,4129.98069,4129.98069,2.79069,1.0,2.97,0.59,TARGET,2026-07-08 02:38:00,2026-07-08 02:36:00,2026-07-08 02:37:00,8,39,77,1.3,1.3,20,required,closed_all,1.2,1.2
