side,entry,stop,target,exit_price,pnl_points,pnl_r,mfe_points,mae_points,exit_reason,exit_time,signal_time,entry_time,fast,mid,slow,stop_atr,target_atr,max_hold_minutes,m15_mode,m5_mode,max_entry_candle_atr,max_distance_slow_atr
BUY,4128.02,4125.56569,4129.90793,4125.56569,-2.45431,-1.0,1.17,3.48,STOP,2026-07-08 03:02:00,2026-07-08 02:56:00,2026-07-08 02:57:00,3,23,66,1.3,1.0,15,warning_only,closed_all,1.8,1.2
BUY,4078.04,4072.85794,4082.0262,4072.85794,-5.18206,-1.0,2.16,7.75,STOP,2026-07-08 10:42:00,2026-07-08 10:36:00,2026-07-08 10:37:00,3,23,66,1.3,1.0,15,warning_only,closed_all,1.8,1.2
BUY,4128.89,4124.32046,4131.74596,4131.74596,2.85596,0.625,6.43,2.32,TARGET,2026-07-02 21:13:00,2026-07-02 21:09:00,2026-07-02 21:10:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4134.23,4129.57711,4137.13806,4137.13806,2.90806,0.625,3.54,1.31,TARGET,2026-07-02 21:21:00,2026-07-02 21:17:00,2026-07-02 21:18:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4180.51,4178.41182,4181.82136,4178.41182,-2.09818,-1.0,0.56,2.42,STOP,2026-07-03 02:10:00,2026-07-03 02:06:00,2026-07-03 02:07:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4173.66,4170.58427,4175.58233,4175.58233,1.92233,0.625,3.09,0.53,TARGET,2026-07-03 04:05:00,2026-07-03 04:03:00,2026-07-03 04:04:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4174.9,4171.84168,4176.81145,4176.81145,1.91145,0.625,3.26,0.44,TARGET,2026-07-03 04:06:00,2026-07-03 04:04:00,2026-07-03 04:05:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4175.29,4172.52248,4177.0197,4177.0197,1.7297,0.625,2.93,1.62,TARGET,2026-07-03 04:34:00,2026-07-03 04:29:00,2026-07-03 04:30:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4175.84,4172.92378,4177.66264,4177.66264,1.82264,0.625,2.38,0.95,TARGET,2026-07-03 04:34:00,2026-07-03 04:32:00,2026-07-03 04:33:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4175.91,4173.08551,4177.6753,4177.6753,1.7653,0.625,2.31,0.27,TARGET,2026-07-03 04:34:00,2026-07-03 04:33:00,2026-07-03 04:34:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4179.44,4177.55749,4180.61657,4177.55749,-1.88251,-1.0,0.1,2.02,STOP,2026-07-03 08:07:00,2026-07-03 08:05:00,2026-07-03 08:06:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4187.79,4181.2841,4191.85619,4191.85619,4.06619,0.625,4.99,0.85,TARGET,2026-07-05 22:16:00,2026-07-05 22:13:00,2026-07-05 22:14:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4189.3,4182.98909,4193.24432,4182.98909,-6.31091,-1.0,3.48,7.81,STOP,2026-07-05 22:22:00,2026-07-05 22:14:00,2026-07-05 22:15:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4191.31,4185.1093,4195.18544,4185.1093,-6.2007,-1.0,1.47,7.09,STOP,2026-07-05 22:18:00,2026-07-05 22:15:00,2026-07-05 22:16:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4188.85,4182.74196,4192.66753,4182.74196,-6.10804,-1.0,1.62,7.36,STOP,2026-07-05 22:22:00,2026-07-05 22:19:00,2026-07-05 22:20:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4185.64,4179.83953,4189.26529,4189.26529,3.62529,0.625,4.02,1.32,TARGET,2026-07-05 22:28:00,2026-07-05 22:25:00,2026-07-05 22:26:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4187.16,4181.44928,4190.7292,4190.7292,3.5692,0.625,4.41,2.59,TARGET,2026-07-05 22:30:00,2026-07-05 22:26:00,2026-07-05 22:27:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4188.14,4182.42919,4191.70926,4191.70926,3.56926,0.625,6.24,2.27,TARGET,2026-07-05 22:32:00,2026-07-05 22:27:00,2026-07-05 22:28:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4189.71,4184.0911,4193.22181,4193.22181,3.51181,0.625,4.67,2.34,TARGET,2026-07-05 22:32:00,2026-07-05 22:29:00,2026-07-05 22:30:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4190.51,4184.91656,4194.0059,4194.0059,3.4959,0.625,3.87,1.33,TARGET,2026-07-05 22:32:00,2026-07-05 22:31:00,2026-07-05 22:32:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4155.65,4153.41317,4157.04802,4157.04802,1.39802,0.625,1.72,1.93,TARGET,2026-07-06 09:02:00,2026-07-06 08:59:00,2026-07-06 09:00:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4156.92,4154.51301,4158.42437,4154.51301,-2.40699,-1.0,1.31,2.5,STOP,2026-07-06 09:11:00,2026-07-06 09:05:00,2026-07-06 09:06:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4146.76,4144.34206,4148.27121,4148.27121,1.51121,0.625,1.61,0.52,TARGET,2026-07-06 13:32:00,2026-07-06 13:30:00,2026-07-06 13:31:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4147.29,4145.00586,4148.71759,4148.71759,1.42759,0.625,2.22,0.29,TARGET,2026-07-06 13:37:00,2026-07-06 13:35:00,2026-07-06 13:36:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4162.39,4160.8541,4163.34994,4160.8541,-1.5359,-1.0,0.85,2.28,STOP,2026-07-06 16:35:00,2026-07-06 16:26:00,2026-07-06 16:27:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4162.71,4161.16429,4163.67607,4161.16429,-1.54571,-1.0,0.53,2.6,STOP,2026-07-06 16:35:00,2026-07-06 16:28:00,2026-07-06 16:29:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
BUY,4162.57,4161.12839,4163.471,4163.471,0.901,0.625,1.19,0.62,TARGET,2026-07-06 16:49:00,2026-07-06 16:46:00,2026-07-06 16:47:00,7,29,86,1.6,1.0,20,warning_only,closed_all,1.2,2.0
