law_id,law_name,side,dimension,segment,base_edge,segment_edge_delta,segment_status,full_bars,full_valid,full_tp_rate,full_sl_rate,full_edge,full_edge_ci_low,full_edge_ci_high,full_no_touch_rate,full_ambiguous_rate,full_reach_1atr,full_pullback_0p50,oos_bars,oos_valid,oos_tp_rate,oos_sl_rate,oos_edge,oos_edge_ci_low,oos_edge_ci_high,oos_no_touch_rate,oos_ambiguous_rate,oos_reach_1atr,oos_pullback_0p50
LAW_0001A,First Resistance Attempt Against Bearish MTF,SELL,SESSION_BRT,LONDON,0.5168776371308017,-0.05741817767134222,STABLE,111,111,0.7117117117117117,0.25225225225225223,0.4594594594594595,0.2973093971208144,0.6216095217981046,0.0,0.036036036036036036,0.2882882882882883,0.954954954954955,34,34,0.6764705882352942,0.3235294117647059,0.35294117647058826,0.03370622017020736,0.6721761327709692,0.0,0.0,0.2647058823529412,0.9411764705882353
LAW_0001A,First Resistance Attempt Against Bearish MTF,SELL,SESSION_BRT,PRE_LONDON,0.5168776371308017,0.15455093429776967,STRONGER,70,70,0.8285714285714286,0.15714285714285714,0.6714285714285714,0.49885789697558264,0.8439992458815602,0.0,0.014285714285714285,0.17142857142857143,0.9571428571428572,24,24,0.7083333333333334,0.2916666666666667,0.4166666666666667,0.04514479326557208,0.7881885400677613,0.0,0.0,0.25,0.9166666666666666
LAW_0001A,First Resistance Attempt Against Bearish MTF,SELL,WEEKDAY,THURSDAY,0.5168776371308017,0.021583901330736732,STABLE,195,195,0.7538461538461538,0.2153846153846154,0.5384615384615384,0.4224816202592112,0.6544414566638657,0.0,0.03076923076923077,0.28717948717948716,0.958974358974359,59,59,0.7796610169491526,0.22033898305084745,0.559322033898305,0.3459828396001353,0.7726612281964748,0.0,0.0,0.2542372881355932,0.9661016949152542
LAW_0001A,First Resistance Attempt Against Bearish MTF,SELL,WEEKDAY,MONDAY,0.5168776371308017,-0.008001897485831244,STABLE,169,169,0.7337278106508875,0.22485207100591717,0.5088757396449705,0.3823921439767698,0.6353593353131711,0.005917159763313609,0.03550295857988166,0.21893491124260356,0.9526627218934911,52,52,0.7115384615384616,0.23076923076923078,0.4807692307692308,0.24931917924889868,0.7122192822895629,0.019230769230769232,0.038461538461538464,0.15384615384615385,0.9423076923076923
LAW_0001A,First Resistance Attempt Against Bearish MTF,SELL,WEEKDAY,WEDNESDAY,0.5168776371308017,-0.032572704395375685,STABLE,223,223,0.726457399103139,0.242152466367713,0.484304932735426,0.3715994745325425,0.5970103909383095,0.004484304932735426,0.026905829596412557,0.2645739910313901,0.9417040358744395,72,72,0.7638888888888888,0.2361111111111111,0.5277777777777778,0.3302035916268243,0.7253519639287314,0.0,0.0,0.16666666666666666,0.9444444444444444
LAW_0001A,First Resistance Attempt Against Bearish MTF,SELL,WEEKDAY,FRIDAY,0.5168776371308017,-0.035961606596450535,STABLE,131,131,0.7251908396946565,0.24427480916030533,0.48091603053435117,0.3332205769528458,0.6286114841158565,0.0,0.030534351145038167,0.25190839694656486,0.9389312977099237,40,40,0.7,0.275,0.425,0.14527160609088258,0.7047283939091173,0.0,0.025,0.25,0.875
LAW_0001A,First Resistance Attempt Against Bearish MTF,SELL,WEEKDAY,TUESDAY,0.5168776371308017,0.09725279765180694,STRONGER,184,184,0.7880434782608695,0.17391304347826086,0.6141304347826086,0.5033318198780995,0.7249290496871178,0.0,0.03804347826086957,0.21739130434782608,0.9510869565217391,49,49,0.7755102040816326,0.22448979591836735,0.5510204081632653,0.3149413253682549,0.7870994909582756,0.0,0.0,0.2653061224489796,0.9387755102040817
LAW_0001A,First Resistance Attempt Against Bearish MTF,SELL,WEEKDAY,SUNDAY,0.5168776371308017,-0.19079068060906257,WEAKER,46,46,0.6304347826086957,0.30434782608695654,0.32608695652173914,0.06014739960869375,0.5920265134347845,0.0,0.06521739130434782,0.45652173913043476,0.9130434782608695,15,15,0.6,0.3333333333333333,0.26666666666666666,-0.21974239757636105,0.7530757309096944,0.0,0.06666666666666667,0.6,0.9333333333333333
LAW_0001B,First Support Attempt Against Bullish MTF,BUY,BREAKOUT_ALIGNMENT,BREAKOUT_AGAINST_HTF_UP,0.431513903192585,-0.14258656755244659,MIXED,578,578,0.6280276816608996,0.3391003460207612,0.2889273356401384,0.21222509241884685,0.36562957886142994,0.006920415224913495,0.025951557093425604,0.3771626297577855,0.903114186851211,158,158,0.6582278481012658,0.33544303797468356,0.3227848101265823,0.17525677883386526,0.4703128414192993,0.0,0.006329113924050633,0.4050632911392405,0.9113924050632911
LAW_0001B,First Support Attempt Against Bullish MTF,BUY,BREAKOUT_ALIGNMENT,BREAKOUT_MIXED_HTF,0.431513903192585,0.2097074708532165,STRONGER,393,393,0.8015267175572519,0.16030534351145037,0.6412213740458015,0.5677602369510896,0.7146825111405134,0.0,0.03816793893129771,0.11959287531806616,0.9872773536895675,108,108,0.8518518518518519,0.1111111111111111,0.7407407407407407,0.6187845390579018,0.8626969424235796,0.0,0.037037037037037035,0.12962962962962962,0.9814814814814815
LAW_0001B,First Support Attempt Against Bullish MTF,BUY,ENERGY,HIGH,0.431513903192585,0.016761958876380545,STABLE,290,290,0.7034482758620689,0.25517241379310346,0.4482758620689655,0.3479190087370221,0.548632715400909,0.0,0.041379310344827586,0.27241379310344827,0.9793103448275862,67,67,0.7164179104477612,0.26865671641791045,0.44776119402985076,0.23406146243189063,0.6614609256278109,0.0,0.014925373134328358,0.31343283582089554,0.9701492537313433
