event_name,hour,anchor_market_state,energy_bucket,mtf_alignment_bucket,mtf_bias,bars,avg_energy,avg_range_atr,continuation_h3,continuation_h6,pullback_0p50_h6,reach_1atr_h12,rr_tp,rr_sl,rr_edge
FALSE_BREAK,16,SWEEP_OR_FALSE_BREAK,LOW,NONE,MIXED,126,31.219724147368286,0.6814441285724714,0.42857142857142855,0.38095238095238093,0.7777777777777778,0.4444444444444444,0.23015873015873015,0.7619047619047619,-0.5317460317460317
FALSE_BREAK,2,SWEEP_OR_FALSE_BREAK,MEDIUM,NONE,MIXED,205,49.341184752832085,0.8906397979982532,0.4292682926829268,0.43414634146341463,0.8390243902439024,0.5804878048780487,0.22439024390243903,0.7609756097560976,-0.5365853658536586
FALSE_BREAK,23,SWEEP_OR_FALSE_BREAK,LOW,NONE,MIXED,204,30.543841673998788,0.7145981337963587,0.37254901960784315,0.3382352941176471,0.8137254901960784,0.3872549019607843,0.22549019607843138,0.7647058823529411,-0.5392156862745098
BREAKOUT,23,NORMAL_FLOW,MEDIUM,MIXED,UP,124,49.683503988359035,0.9368994132339674,0.4032258064516129,0.4112903225806452,0.7580645161290323,0.3709677419354839,0.21774193548387097,0.7580645161290323,-0.5403225806451613
FALSE_BREAK,0,SWEEP_OR_FALSE_BREAK,LOW,MIXED,UP,151,29.820891375151604,0.6950064100395054,0.4370860927152318,0.46357615894039733,0.7152317880794702,0.41721854304635764,0.2251655629139073,0.7682119205298014,-0.543046357615894
FALSE_BREAK,15,SWEEP_OR_FALSE_BREAK,LOW,NONE,MIXED,197,29.65433337368468,0.681840496767871,0.39593908629441626,0.4010152284263959,0.7614213197969543,0.4365482233502538,0.20812182741116753,0.7614213197969543,-0.5532994923857868
FALSE_BREAK,19,SWEEP_OR_FALSE_BREAK,MEDIUM,NONE,MIXED,131,49.436658974769834,0.9504624075353797,0.35877862595419846,0.3435114503816794,0.8091603053435115,0.4961832061068702,0.21374045801526717,0.7709923664122137,-0.5572519083969465
FALSE_BREAK,14,SWEEP_OR_FALSE_BREAK,LOW,MIXED,UP,185,29.33533630732349,0.6340413559376362,0.34594594594594597,0.3891891891891892,0.7621621621621621,0.4,0.21621621621621623,0.7783783783783784,-0.5621621621621622
FALSE_BREAK,13,SWEEP_OR_FALSE_BREAK,LOW,NONE,MIXED,247,29.732674822421522,0.6466040926512302,0.3765182186234818,0.3724696356275304,0.7813765182186235,0.3967611336032389,0.21052631578947367,0.7732793522267206,-0.562753036437247
FALSE_BREAK,11,SWEEP_OR_FALSE_BREAK,MEDIUM,MIXED,DOWN,129,49.63842310251743,0.8247788085140363,0.3178294573643411,0.32558139534883723,0.8449612403100775,0.4728682170542636,0.21705426356589147,0.7829457364341085,-0.565891472868217
FALSE_BREAK,5,SWEEP_OR_FALSE_BREAK,MEDIUM,NONE,MIXED,175,47.754881694642755,0.9114057878938414,0.3657142857142857,0.4,0.7942857142857143,0.5028571428571429,0.21142857142857144,0.7885714285714286,-0.5771428571428572
FALSE_BREAK,21,SWEEP_OR_FALSE_BREAK,MEDIUM,MIXED,UP,176,51.852984615044306,0.9078747947255582,0.4034090909090909,0.38636363636363635,0.8806818181818182,0.5,0.17613636363636365,0.7556818181818182,-0.5795454545454546
FALSE_BREAK,8,SWEEP_OR_FALSE_BREAK,MEDIUM,NONE,MIXED,196,50.35429433991889,0.9237266135852042,0.3622448979591837,0.35714285714285715,0.8826530612244898,0.6326530612244898,0.1989795918367347,0.7806122448979592,-0.5816326530612246
