breakout_episode_side,attempt_bucket,attempt_quality,failure_memory_bucket,memory_condition,mtf_alignment_bucket,mtf_bias,attempts,avg_energy,avg_range_atr,avg_energy_delta,avg_range_delta,continuation_h6,pullback_0p50_h6,reach_1atr_h12,buy_edge,sell_edge,best_side,best_edge,edge_gap
DOWN,THIRD_ATTEMPT,STABLE,TWO_RECENT_FAILURES,THIRD_LEVEL_ATTEMPT,MIXED,DOWN,41,42.32687114439408,0.8617676722275365,-0.5810327463573539,0.0012669807050021775,0.43902439024390244,0.7317073170731707,0.6341463414634146,-0.4878048780487805,-0.17073170731707316,SELL,-0.17073170731707316,0.3170731707317073
UP,SECOND_ATTEMPT,WEAKENING,ONE_RECENT_FAILURE,SECOND_LEVEL_ATTEMPT,NONE,MIXED,299,36.67693588780345,0.7241726534050864,-26.715016986186715,-0.5171576108159072,0.39464882943143814,0.8160535117056856,0.5050167224080268,-0.4648829431438127,-0.18060200668896315,SELL,-0.18060200668896315,0.28428093645484953
UP,SECOND_ATTEMPT,WEAKENING,TWO_RECENT_FAILURES,SECOND_LEVEL_ATTEMPT,FULL,UP,44,31.18166495703554,0.6394825459326486,-16.98450544367686,-0.33855454555034475,0.7272727272727273,0.6136363636363636,0.7727272727272727,-0.20454545454545459,-0.6136363636363636,BUY,-0.20454545454545459,0.40909090909090906
UP,SECOND_ATTEMPT,STABLE,ONE_RECENT_FAILURE,SECOND_LEVEL_ATTEMPT,NONE,MIXED,201,45.22083870848086,0.8774947255005414,-1.8122982072970797,-0.017218746622029883,0.27860696517412936,0.8706467661691543,0.4626865671641791,-0.49751243781094523,-0.2139303482587065,SELL,-0.2139303482587065,0.28358208955223874
DOWN,SECOND_ATTEMPT,IMPROVING,ONE_RECENT_FAILURE,SECOND_LEVEL_ATTEMPT,NONE,MIXED,283,61.92053289452365,1.2661509866062641,21.355486212774586,0.47559106028466247,0.2968197879858657,0.8869257950530035,0.4169611307420495,-0.2190812720848057,-0.508833922261484,BUY,-0.2190812720848057,0.28975265017667834
UP,SECOND_ATTEMPT,STABLE,ONE_RECENT_FAILURE,SECOND_LEVEL_ATTEMPT,MIXED,UP,177,42.91176797148245,0.8362299659220706,-2.854388448909973,-0.00030837877547169683,0.5649717514124294,0.7005649717514124,0.6497175141242938,-0.22033898305084748,-0.4519774011299435,BUY,-0.22033898305084748,0.23163841807909602
DOWN,SECOND_ATTEMPT,STABLE,ONE_RECENT_FAILURE,SECOND_LEVEL_ATTEMPT,NONE,MIXED,287,48.89044360056541,0.9826981093822366,-0.822370516072309,0.016741458640634206,0.34843205574912894,0.8362369337979094,0.47038327526132406,-0.2229965156794425,-0.4355400696864111,BUY,-0.2229965156794425,0.21254355400696862
UP,THIRD_ATTEMPT,WEAKENING,ONE_RECENT_FAILURE,THIRD_LEVEL_ATTEMPT,FULL,UP,49,36.40114652614774,0.6893062871673982,-20.649372178252918,-0.4533219881559267,0.7959183673469388,0.6326530612244898,0.7346938775510204,-0.22448979591836732,-0.653061224489796,BUY,-0.22448979591836732,0.42857142857142866
UP,SECOND_ATTEMPT,IMPROVING,ONE_RECENT_FAILURE,SECOND_LEVEL_ATTEMPT,MIXED,UP,128,62.17430210440975,1.194537992400502,20.76379828359148,0.4036734261084175,0.5078125,0.71875,0.6953125,-0.2265625,-0.3515625,BUY,-0.2265625,0.125
DOWN,SECOND_ATTEMPT,IMPROVING,ONE_RECENT_FAILURE,SECOND_LEVEL_ATTEMPT,MIXED,DOWN,267,59.48165517093439,1.2038684801741018,20.74250605619215,0.4184145426523904,0.44569288389513106,0.7677902621722846,0.5880149812734082,-0.4644194756554307,-0.22846441947565543,SELL,-0.22846441947565543,0.23595505617977525
DOWN,SECOND_ATTEMPT,IMPROVING,NO_RECENT_FAILURE,SECOND_LEVEL_ATTEMPT,MIXED,DOWN,55,64.70169185793003,1.2606605202121957,21.883077572655875,0.4251901056997478,0.45454545454545453,0.7090909090909091,0.6909090909090909,-0.49090909090909096,-0.23636363636363633,SELL,-0.23636363636363633,0.25454545454545463
UP,SECOND_ATTEMPT,WEAKENING,TWO_RECENT_FAILURES,SECOND_LEVEL_ATTEMPT,NONE,MIXED,67,31.991387449014777,0.6406345867280594,-18.936149481749407,-0.3518215822835101,0.29850746268656714,0.8208955223880597,0.43283582089552236,-0.3432835820895523,-0.2388059701492537,SELL,-0.2388059701492537,0.10447761194029859
DOWN,FIRST_ATTEMPT,IMPROVING,ONE_RECENT_FAILURE,IMPROVING_LEVEL_ATTEMPT,MIXED,UP,159,61.781753159024014,1.3262956589369994,23.239210267688783,0.5544866221143061,0.48427672955974843,0.7987421383647799,0.5786163522012578,-0.2389937106918239,-0.4213836477987421,BUY,-0.2389937106918239,0.1823899371069182
DOWN,FIRST_ATTEMPT,IMPROVING,ONE_RECENT_FAILURE,IMPROVING_LEVEL_ATTEMPT,MIXED,DOWN,172,65.61634915886418,1.4390234819693766,23.682289519386607,0.62961738067441,0.436046511627907,0.8488372093023255,0.6453488372093024,-0.4767441860465116,-0.2616279069767442,SELL,-0.2616279069767442,0.21511627906976738
DOWN,SECOND_ATTEMPT,STABLE,ONE_RECENT_FAILURE,SECOND_LEVEL_ATTEMPT,MIXED,DOWN,321,48.97064704506952,0.9612332654772492,-0.5001322544529112,-0.016414798351621598,0.4984423676012461,0.7414330218068536,0.6448598130841121,-0.3894080996884735,-0.26479750778816197,SELL,-0.26479750778816197,0.12461059190031154
DOWN,SECOND_ATTEMPT,IMPROVING,TWO_RECENT_FAILURES,SECOND_LEVEL_ATTEMPT,NONE,MIXED,112,54.01130922954669,1.1187847175190915,18.68582419842142,0.3823940258934286,0.3392857142857143,0.8839285714285714,0.4642857142857143,-0.40178571428571425,-0.26785714285714285,SELL,-0.26785714285714285,0.1339285714285714
DOWN,SECOND_ATTEMPT,WEAKENING,TWO_RECENT_FAILURES,SECOND_LEVEL_ATTEMPT,NONE,MIXED,203,37.03622203394441,0.7547152489688609,-23.03904633177309,-0.4698709558404102,0.3694581280788177,0.8177339901477833,0.5073891625615764,-0.270935960591133,-0.3596059113300492,BUY,-0.270935960591133,0.0886699507389162
UP,SECOND_ATTEMPT,STABLE,TWO_RECENT_FAILURES,SECOND_LEVEL_ATTEMPT,NONE,MIXED,57,37.15762717987731,0.7866138782764196,-1.8537689664042263,-0.009377333216397294,0.3684210526315789,0.7894736842105263,0.5263157894736842,-0.2807017543859649,-0.3684210526315789,BUY,-0.2807017543859649,0.08771929824561403
UP,SECOND_ATTEMPT,STABLE,NO_RECENT_FAILURE,SECOND_LEVEL_ATTEMPT,MIXED,UP,149,52.11870146824932,0.993205471119183,0.18953385494369374,-0.007978152331819824,0.46308724832214765,0.7046979865771812,0.610738255033557,-0.3154362416107382,-0.28187919463087246,SELL,-0.28187919463087246,0.03355704697986572
DOWN,FIRST_ATTEMPT,STABLE,ONE_RECENT_FAILURE,ACTIVE_LEVEL_CONTACT,NONE,MIXED,137,53.81804930709561,1.0823079588802298,-2.125191991754517,0.03945133620027357,0.30656934306569344,0.8686131386861314,0.40875912408759124,-0.46715328467153283,-0.2846715328467153,SELL,-0.2846715328467153,0.18248175182481752
DOWN,SECOND_ATTEMPT,STABLE,TWO_RECENT_FAILURES,SECOND_LEVEL_ATTEMPT,NONE,MIXED,150,44.88204855006488,0.9264132330885597,-1.4259198298100697,0.01378196909230218,0.3466666666666667,0.86,0.48,-0.4066666666666666,-0.2866666666666667,SELL,-0.2866666666666667,0.11999999999999994
UP,FIRST_ATTEMPT,FIRST_ATTEMPT,NO_RECENT_FAILURE,CLEAN_FIRST_ATTEMPT,MIXED,UP,5079,57.57573556305151,1.0906219835984614,,,0.46682417798779285,0.7517227800748179,0.5902736759204568,-0.38354006694231146,-0.2866706044496949,SELL,-0.2866706044496949,0.09686946249261658
UP,SECOND_ATTEMPT,IMPROVING,NO_RECENT_FAILURE,SECOND_LEVEL_ATTEMPT,MIXED,UP,122,62.762978351295885,1.2338639808704204,18.879049053695738,0.41086730355324363,0.5901639344262295,0.6721311475409836,0.6721311475409836,-0.2868852459016394,-0.5737704918032787,BUY,-0.2868852459016394,0.2868852459016393
DOWN,SECOND_ATTEMPT,STABLE,NO_RECENT_FAILURE,SECOND_LEVEL_ATTEMPT,MIXED,DOWN,109,53.48267705834254,0.9699980883144347,2.207364784726118,-0.059888661368969795,0.43119266055045874,0.7614678899082569,0.6238532110091743,-0.3761467889908257,-0.29357798165137616,SELL,-0.29357798165137616,0.08256880733944955
DOWN,FIRST_ATTEMPT,FIRST_ATTEMPT,ONE_RECENT_FAILURE,ACTIVE_LEVEL_CONTACT,NONE,MIXED,3925,51.12671836519273,1.0472912915951214,,,0.39388535031847133,0.8239490445859873,0.5414012738853503,-0.384968152866242,-0.2991082802547771,SELL,-0.2991082802547771,0.08585987261146488
UP,FIRST_ATTEMPT,FIRST_ATTEMPT,ONE_RECENT_FAILURE,ACTIVE_LEVEL_CONTACT,NONE,MIXED,2059,44.91712183127716,0.8948095441151711,,,0.39388052452646916,0.8120446818844099,0.5483244293346284,-0.3705682370082564,-0.32054395337542496,SELL,-0.32054395337542496,0.05002428363283146
UP,SECOND_ATTEMPT,WEAKENING,NO_RECENT_FAILURE,SECOND_LEVEL_ATTEMPT,MIXED,UP,291,41.388930566280365,0.7631526821038072,-22.8116988211104,-0.4983446983141101,0.48109965635738833,0.7491408934707904,0.5945017182130584,-0.3676975945017182,-0.32989690721649484,SELL,-0.32989690721649484,0.037800687285223344
DOWN,FIRST_ATTEMPT,FIRST_ATTEMPT,NO_RECENT_FAILURE,CLEAN_FIRST_ATTEMPT,MIXED,DOWN,5014,60.330714180276956,1.1901170817437854,,,0.4535301156761069,0.7668528121260471,0.6396090945353011,-0.3520143597925807,-0.3326685281212604,SELL,-0.3326685281212604,0.019345831671320313
DOWN,FIRST_ATTEMPT,WEAKENING,ONE_RECENT_FAILURE,WEAKENING_LEVEL_ATTEMPT,NONE,MIXED,114,45.980279081349856,0.9162862789232419,-21.43181795727842,-0.4928916784766981,0.4298245614035088,0.7982456140350878,0.5350877192982456,-0.33333333333333337,-0.4122807017543859,BUY,-0.33333333333333337,0.07894736842105254
DOWN,SECOND_ATTEMPT,WEAKENING,NO_RECENT_FAILURE,SECOND_LEVEL_ATTEMPT,MIXED,DOWN,135,41.86267527458093,0.7659985407017234,-20.666248307665448,-0.5290684503974887,0.4888888888888889,0.762962962962963,0.6370370370370371,-0.4592592592592593,-0.3481481481481481,SELL,-0.3481481481481481,0.11111111111111122
DOWN,SECOND_ATTEMPT,FIRST_ATTEMPT,ONE_RECENT_FAILURE,SECOND_LEVEL_ATTEMPT,NONE,MIXED,44,51.43138960150756,1.0449305660808597,,,0.4090909090909091,0.8636363636363636,0.6363636363636364,-0.4545454545454546,-0.3636363636363636,SELL,-0.3636363636363636,0.090909090909091
UP,SECOND_ATTEMPT,WEAKENING,ONE_RECENT_FAILURE,SECOND_LEVEL_ATTEMPT,MIXED,UP,341,35.540817132440004,0.7011144162630296,-26.288259061436726,-0.5196457191184699,0.39589442815249265,0.8181818181818182,0.5073313782991202,-0.3695014662756598,-0.40762463343108507,BUY,-0.3695014662756598,0.0381231671554253
