dna_type,sequence_dna,bars,avg_energy,avg_range_atr,avg_vol_ratio,avg_dir_streak,avg_range_sum_5_atr,avg_energy_mean_5,continuation_h3,continuation_h6,pullback_0p50_h6,reach_1atr_h12,rr_tp,rr_sl,rr_edge,buy_tp,buy_sl,buy_edge,sell_tp,sell_sl,sell_edge,best_side,best_edge,edge_gap,sequence_score,sequence_guidance
sequence_dna_time,hour=10|state=EXPANSION|setup=SUPPORT_BREAKOUT|side=SELL_ALIGNED|loc=SUPPORT_ZONE|energy=EXTREME|align=FULL/DOWN|seq=BREAKOUT_AFTER_EXPANSION_CHAIN|attempt=BO_CLUSTER,173,89.7843375055624,1.8529585167982825,1.4887808944124954,-2.6358381502890174,7.01248405176468,76.1922270595629,0.5780346820809249,0.5953757225433526,0.7514450867052023,0.8208092485549133,0.4277456647398844,0.5086705202312138,-0.08092485549132944,0.19653179190751446,0.7630057803468208,-0.5664739884393063,0.4277456647398844,0.5086705202312138,-0.08092485549132944,SELL,-0.08092485549132944,0.48554913294797686,0.242692485549133,"SELL: sequência desloca, mas devolve; evitar perseguir"
