genome_type,setup_genome,bars,first_seen,last_seen,avg_energy,avg_range_atr,avg_vol_ratio,continuation_h3,continuation_h6,continuation_h12,pullback_0p50_h6,reach_0p50_h12,reach_1atr_h12,buy_tp,buy_sl,buy_edge,sell_tp,sell_sl,sell_edge,buy_fast_tp,buy_fast_sl,buy_fast_edge,sell_fast_tp,sell_fast_sl,sell_fast_edge,best_side,best_edge,edge_gap,genome_score,genome_guidance
setup_genome_macro,state=SWEEP_OR_FALSE_BREAK|setup=RESISTANCE_FALSE_BREAK|side=SELL_ALIGNED|loc=RESISTANCE_ZONE|energy=LOW|align=FULL/DOWN,372,2025-01-27 22:45:00,2026-06-24 06:50:00,30.250516977767322,0.6928246850153088,0.8227326847264574,0.7876344086021505,0.760752688172043,0.7849462365591398,0.3978494623655914,0.9650537634408602,0.8709677419354839,0.07795698924731183,0.9166666666666666,-0.8387096774193548,0.6693548387096774,0.31989247311827956,0.3494623655913978,0.0913978494623656,0.8387096774193549,-0.7473118279569892,0.5349462365591398,0.30913978494623656,0.2258064516129032,SELL,0.3494623655913978,1.1881720430107525,0.6249376344086021,SELL: genoma forte; aceitar somente com confirmação
setup_genome_macro,state=SWEEP_OR_FALSE_BREAK|setup=RESISTANCE_FALSE_BREAK|side=SELL_ALIGNED|loc=RESISTANCE_ZONE|energy=VERY_LOW|align=FULL/DOWN,138,2025-02-07 15:25:00,2026-06-23 01:40:00,14.769142708958508,0.5235197186210321,0.6268503807449647,0.8115942028985508,0.8333333333333334,0.7608695652173914,0.35507246376811596,0.9565217391304348,0.8913043478260869,0.07971014492753623,0.9130434782608695,-0.8333333333333333,0.6884057971014492,0.2971014492753623,0.3913043478260869,0.13043478260869565,0.7971014492753623,-0.6666666666666666,0.6086956521739131,0.26811594202898553,0.34057971014492755,SELL,0.3913043478260869,1.2246376811594202,0.6178173913043478,SELL: genoma forte; aceitar somente com confirmação
setup_genome_macro,state=SWEEP_OR_FALSE_BREAK|setup=RESISTANCE_FALSE_BREAK|side=SELL_ALIGNED|loc=RESISTANCE_ZONE|energy=MEDIUM|align=FULL/DOWN,378,2025-01-27 22:20:00,2026-06-23 21:30:00,49.24904411054221,0.9069967301532526,1.051887154898977,0.7645502645502645,0.7619047619047619,0.7857142857142857,0.42328042328042326,0.9656084656084656,0.8994708994708994,0.0873015873015873,0.9047619047619048,-0.8174603174603174,0.6587301587301587,0.32275132275132273,0.335978835978836,0.10317460317460317,0.8201058201058201,-0.716931216931217,0.5211640211640212,0.30952380952380953,0.21164021164021163,SELL,0.335978835978836,1.1534391534391535,0.616473015873016,SELL: genoma forte; aceitar somente com confirmação
setup_genome_macro,state=SWEEP_OR_FALSE_BREAK|setup=SUPPORT_FALSE_BREAK|side=BUY_ALIGNED|loc=SUPPORT_ZONE|energy=MEDIUM|align=FULL/UP,164,2025-01-31 06:15:00,2026-06-22 02:45:00,49.879296086653554,0.936535509290524,1.0961011731323131,0.7987804878048781,0.7865853658536586,0.7560975609756098,0.4451219512195122,0.9695121951219512,0.8658536585365854,0.5975609756097561,0.36585365853658536,0.23170731707317072,0.06707317073170732,0.926829268292683,-0.8597560975609757,0.524390243902439,0.2865853658536585,0.23780487804878053,0.08536585365853659,0.7926829268292683,-0.7073170731707318,BUY,0.23170731707317072,1.0914634146341464,0.5172512195121952,BUY: genoma forte; aceitar somente com confirmação
setup_genome_macro,state=SWEEP_OR_FALSE_BREAK|setup=SUPPORT_FALSE_BREAK|side=BUY_ALIGNED|loc=SUPPORT_ZONE|energy=LOW|align=FULL/UP,232,2025-01-28 00:00:00,2026-06-25 01:15:00,30.304922656680986,0.689675459659468,0.8318266068296154,0.7887931034482759,0.8017241379310345,0.771551724137931,0.4353448275862069,0.9741379310344828,0.8879310344827587,0.5862068965517241,0.3879310344827586,0.19827586206896547,0.10344827586206896,0.8922413793103449,-0.7887931034482759,0.5301724137931034,0.375,0.15517241379310343,0.14655172413793102,0.7931034482758621,-0.646551724137931,BUY,0.19827586206896547,0.9870689655172413,0.5056672413793104,BUY: genoma forte; aceitar somente com confirmação
setup_genome_macro,state=NORMAL_FLOW|setup=RESISTANCE_BREAKOUT|side=SELL_MTF_ONLY|loc=RESISTANCE_ZONE|energy=LOW|align=MIXED/DOWN,202,2025-01-30 15:10:00,2026-06-24 06:15:00,33.25957337190912,0.738606484147165,0.7772020294002159,0.15346534653465346,0.16831683168316833,0.24257425742574257,0.9653465346534653,0.42574257425742573,0.18811881188118812,0.034653465346534656,0.9653465346534653,-0.9306930693069306,0.7970297029702971,0.16831683168316833,0.6287128712871287,0.034653465346534656,0.900990099009901,-0.8663366336633663,0.6386138613861386,0.20297029702970298,0.43564356435643564,SELL,0.6287128712871287,1.5594059405940595,0.48198415841584163,aguardar confirmação; genoma misto
setup_genome_macro,state=NORMAL_FLOW|setup=RESISTANCE_BREAKOUT|side=SELL_MTF_ONLY|loc=RESISTANCE_ZONE|energy=MEDIUM|align=MIXED/DOWN,309,2025-01-29 12:00:00,2026-06-24 19:00:00,49.539386099090564,0.9134634670396538,0.9304256311592703,0.13592233009708737,0.1715210355987055,0.17475728155339806,0.9805825242718447,0.3851132686084142,0.22330097087378642,0.04854368932038835,0.948220064724919,-0.8996763754045307,0.7831715210355987,0.20388349514563106,0.5792880258899676,0.06472491909385113,0.86084142394822,-0.7961165048543689,0.6310679611650486,0.20064724919093851,0.4304207119741101,SELL,0.5792880258899676,1.4789644012944985,0.47506860841423953,aguardar confirmação; genoma misto
setup_genome_macro,state=SWEEP_OR_FALSE_BREAK|setup=SUPPORT_FALSE_BREAK|side=SELL_ALIGNED|loc=SUPPORT_ZONE|energy=LOW|align=FULL/DOWN,729,2025-01-28 23:30:00,2026-06-24 19:10:00,31.04679304573567,0.7035357518081778,0.8080964427130906,0.6707818930041153,0.6844993141289437,0.7050754458161865,0.5253772290809328,0.9382716049382716,0.8244170096021948,0.1412894375857339,0.8518518518518519,-0.710562414266118,0.5432098765432098,0.438957475994513,0.10425240054869683,0.1728395061728395,0.757201646090535,-0.5843621399176955,0.43621399176954734,0.4060356652949246,0.030178326474622763,SELL,0.10425240054869683,0.8148148148148149,0.45397805212620024,SELL: genoma promissor; preferir pullback/reteste
setup_genome_macro,state=SWEEP_OR_FALSE_BREAK|setup=RESISTANCE_FALSE_BREAK|side=BUY_ALIGNED|loc=RESISTANCE_ZONE|energy=HIGH|align=FULL/UP,492,2025-01-28 11:05:00,2026-06-25 09:50:00,67.50325226589946,1.2179195544116581,1.3226040959857965,0.717479674796748,0.75,0.7520325203252033,0.5467479674796748,0.9512195121951219,0.8699186991869918,0.5264227642276422,0.4491869918699187,0.07723577235772355,0.12804878048780488,0.8556910569105691,-0.7276422764227642,0.39634146341463417,0.3617886178861789,0.03455284552845528,0.1483739837398374,0.6971544715447154,-0.5487804878048781,BUY,0.07723577235772355,0.8048780487804879,0.453379674796748,aguardar confirmação; genoma misto
setup_genome_macro,state=SWEEP_OR_FALSE_BREAK|setup=RESISTANCE_FALSE_BREAK|side=BUY_ALIGNED|loc=RESISTANCE_ZONE|energy=LOW|align=FULL/UP,1277,2025-01-28 00:20:00,2026-06-25 14:40:00,30.854097634406944,0.6793965843141376,0.8144154812049332,0.6938136256851997,0.7321848081440877,0.7133907595927956,0.48472983555207516,0.9303054032889585,0.7995301487862176,0.5348472983555208,0.4510571652310102,0.08379013312451061,0.14722004698512137,0.8465152701644479,-0.6992952231793266,0.4385277995301488,0.4447924823805795,-0.006264682850430692,0.17462803445575567,0.7470634299138607,-0.572435395458105,BUY,0.08379013312451061,0.7830853563038371,0.44635865309318723,BUY: genoma promissor; preferir pullback/reteste
