zone_origin_bucket,sample_size,false_breakout_rate,retest_rate,avg_quality,avg_breakout_atr,aligned_rate,near_obstacle_rate,avg_available_space_atr,success_rate_3,avg_mfe_3_atr,avg_mae_3_atr,avg_return_3_atr,success_rate_6,avg_mfe_6_atr,avg_mae_6_atr,avg_return_6_atr,success_rate_12,avg_mfe_12_atr,avg_mae_12_atr,avg_return_12_atr
PREVIOUS_ONLY,52,0.46153846153846156,0.5769230769230769,48.82489568956014,0.4738985923447364,0.1346153846153846,0.8846153846153846,0.5651813481483527,0.40384615384615385,0.6565517444548594,0.891909466834353,-0.2278648762690771,0.4423076923076923,0.9958033055046633,1.1777817787877327,-0.11988357787424163,0.4423076923076923,1.6073476344856157,1.8564315656450507,-0.1803813248054001
NO_ZONE,51,0.3333333333333333,0.49019607843137253,47.9340361222809,0.6198638502560612,0.0,0.0,,0.47058823529411764,0.9599590229378264,0.798027749790677,0.14396403633061397,0.5490196078431373,1.346098430413338,1.068585125674656,0.2993186747627373,0.5686274509803921,2.0709212175557012,2.037856117255227,0.10235099602197857
HAS_SWING,6,0.3333333333333333,0.3333333333333333,41.42523113214113,1.1315114993311715,0.0,1.0,0.6399376692979093,0.0,0.21438942097573907,1.1190664291724024,-0.6127975373540432,0.16666666666666666,0.37487023732237695,1.7287642964084595,-1.06907526367314,0.16666666666666666,0.7341391286756752,2.859744115103563,-1.5720925285440783
HAS_RANGE_AND_SWING,5,0.6,0.6,45.20409374933009,0.49416309458980107,0.2,0.8,0.559319152091539,0.4,0.5419635999890151,1.1174933310719761,-0.42730545437852385,0.2,0.5419635999890151,2.279325564845255,-1.8130877224407425,0.0,0.5862934521640979,2.7182404980846493,-1.8447490174620527
HAS_RANGE,1,0.0,1.0,50.41258521730959,0.34609441860983775,0.0,1.0,0.2876743888700978,0.0,0.37607894144999127,0.24098262267659348,-0.1679575855019185,0.0,0.37607894144999127,0.6937378531599104,-0.628015319702703,0.0,0.37607894144999127,1.7599033959111614,-1.6430633364316813
