zone_strength_bucket,sample_size,false_breakout_rate,retest_rate,avg_quality,avg_breakout_atr,aligned_rate,near_obstacle_rate,avg_available_space_atr,success_rate_3,avg_mfe_3_atr,avg_mae_3_atr,avg_return_3_atr,success_rate_6,avg_mfe_6_atr,avg_mae_6_atr,avg_return_6_atr,success_rate_12,avg_mfe_12_atr,avg_mae_12_atr,avg_return_12_atr
WEAK_ZONE,52,0.46153846153846156,0.5769230769230769,48.82489568956014,0.4738985923447364,0.1346153846153846,0.8846153846153846,0.5651813481483527,0.40384615384615385,0.6565517444548594,0.891909466834353,-0.2278648762690771,0.4423076923076923,0.9958033055046633,1.1777817787877327,-0.11988357787424163,0.4423076923076923,1.6073476344856157,1.8564315656450507,-0.1803813248054001
NO_ZONE,51,0.3333333333333333,0.49019607843137253,47.9340361222809,0.6198638502560612,0.0,0.0,,0.47058823529411764,0.9599590229378264,0.798027749790677,0.14396403633061397,0.5490196078431373,1.346098430413338,1.068585125674656,0.2993186747627373,0.5686274509803921,2.0709212175557012,2.037856117255227,0.10235099602197857
STRONG_ZONE,7,0.5714285714285714,0.5714285714285714,45.80917089975066,0.8184695535084501,0.14285714285714285,0.8571428571428571,0.5610512520148999,0.2857142857142857,0.4341914228103643,1.1468525312250855,-0.4903778176757281,0.14285714285714285,0.43833020127305095,2.2945894335801675,-1.77742956859695,0.0,0.46999438139811006,2.7750393883019173,-1.9157469063435928
MEDIUM_ZONE,5,0.2,0.4,40.86404889171043,0.7753384025973444,0.0,1.0,0.5996539001868619,0.0,0.2665787015153901,0.9029760268990585,-0.50972507155774,0.2,0.45336139128359426,1.280165084155154,-0.7331797067533211,0.2,0.884484060907552,2.6168589717684734,-1.3778270501202523
