timeframe,pattern_type,breakout_side,h1_color,h4_color,htf_alignment,horizon_minutes,sample_size,sample_status,success_rate,avg_return_atr,avg_mfe_atr,avg_mae_atr,avg_nearest_htf_obstacle_atr
M15,RANGE_BOX,UP,RED,GREEN,PARTIAL_OR_NONE,60,5,INSUFFICIENT_SAMPLE,0.6,-0.08474343269284579,0.8487980750205842,1.0506169092550393,0.3931796210775917
M15,RANGE_BOX,UP,RED,GREEN,PARTIAL_OR_NONE,180,5,INSUFFICIENT_SAMPLE,0.4,-2.3015459169758694,1.2453840082518242,3.6196665739028324,0.3931796210775917
M15,RANGE_BOX,UP,RED,RED,PARTIAL_OR_NONE,15,3,INSUFFICIENT_SAMPLE,0.0,-0.5862879849062108,0.08503770752757543,0.768838390448944,1.0823432456543143
M15,RANGE_BOX,UP,RED,RED,PARTIAL_OR_NONE,30,3,INSUFFICIENT_SAMPLE,0.0,-0.4529968789959884,0.16354545113478755,0.9171769985830607,1.0823432456543143
M15,RANGE_BOX,UP,RED,RED,PARTIAL_OR_NONE,60,3,INSUFFICIENT_SAMPLE,0.0,-0.5584610908806028,0.16354545113478755,1.5539033782213503,1.0823432456543143
M15,RANGE_BOX,UP,RED,RED,PARTIAL_OR_NONE,180,3,INSUFFICIENT_SAMPLE,0.6666666666666666,0.6216415491618538,1.7609009682190668,2.3105777542167907,1.0823432456543143
M15,TRIANGLE_ASCENDING,DOWN,GREEN,DOJI,PARTIAL_OR_NONE,15,1,INSUFFICIENT_SAMPLE,0.0,-0.015071501611307122,0.4370735467282492,0.3353409108518405,0.8025574608028753
M15,TRIANGLE_ASCENDING,DOWN,GREEN,DOJI,PARTIAL_OR_NONE,30,1,INSUFFICIENT_SAMPLE,0.0,-0.2562155273923924,0.4370735467282492,0.5237346809933509,0.8025574608028753
M15,TRIANGLE_ASCENDING,DOWN,GREEN,DOJI,PARTIAL_OR_NONE,60,1,INSUFFICIENT_SAMPLE,1.0,0.3730196648801083,0.9344330999018983,0.5237346809933509,0.8025574608028753
M15,TRIANGLE_ASCENDING,DOWN,GREEN,DOJI,PARTIAL_OR_NONE,180,1,INSUFFICIENT_SAMPLE,1.0,0.6141636906613649,3.3797842363386206,0.5237346809933509,0.8025574608028753
M15,TRIANGLE_ASCENDING,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,15,33,ADEQUATE,0.12121212121212122,-0.09877958402533632,0.3280507739288945,0.4470658158331227,0.9115109476913289
M15,TRIANGLE_ASCENDING,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,30,33,ADEQUATE,0.30303030303030304,-0.15846369185278458,0.46252004097553223,0.5833088774395814,0.9115109476913289
M15,TRIANGLE_ASCENDING,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,60,33,ADEQUATE,0.36363636363636365,-0.12447912283260402,0.6440977694494325,0.8866633713975229,0.9115109476913289
M15,TRIANGLE_ASCENDING,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,180,33,ADEQUATE,0.3939393939393939,-0.061739515056062844,1.8121969949203518,1.7867403203919283,0.9115109476913289
M15,TRIANGLE_ASCENDING,DOWN,GREEN,RED,PARTIAL_OR_NONE,15,35,ADEQUATE,0.14285714285714285,-0.2158405452486905,0.28115278587467585,0.4368316747121086,0.7499367757739286
M15,TRIANGLE_ASCENDING,DOWN,GREEN,RED,PARTIAL_OR_NONE,30,35,ADEQUATE,0.2,-0.3062394000524935,0.4529954375731905,0.7156606354606452,0.7499367757739286
M15,TRIANGLE_ASCENDING,DOWN,GREEN,RED,PARTIAL_OR_NONE,60,35,ADEQUATE,0.2857142857142857,-0.2818052059903281,0.760759777902571,1.0442905990669427,0.7499367757739286
M15,TRIANGLE_ASCENDING,DOWN,GREEN,RED,PARTIAL_OR_NONE,180,35,ADEQUATE,0.3142857142857143,-1.0448385823200361,1.0961714079260534,1.907300735953755,0.7499367757739286
M15,TRIANGLE_ASCENDING,DOWN,RED,GREEN,PARTIAL_OR_NONE,15,4,INSUFFICIENT_SAMPLE,0.5,-0.00018100124202267281,0.4940993430784136,0.27376422253064003,2.242704217331644
M15,TRIANGLE_ASCENDING,DOWN,RED,GREEN,PARTIAL_OR_NONE,30,4,INSUFFICIENT_SAMPLE,0.5,0.17707171330568822,0.6482108642954467,0.4009534297290607,2.242704217331644
M15,TRIANGLE_ASCENDING,DOWN,RED,GREEN,PARTIAL_OR_NONE,60,4,INSUFFICIENT_SAMPLE,0.25,-0.4150373607925411,1.0817626838648513,0.9276640954994759,2.242704217331644
M15,TRIANGLE_ASCENDING,DOWN,RED,GREEN,PARTIAL_OR_NONE,180,4,INSUFFICIENT_SAMPLE,0.25,-0.9002791765741773,1.5927489088610338,2.427438611847698,2.242704217331644
M15,TRIANGLE_ASCENDING,DOWN,RED,RED,FULL,15,9,INSUFFICIENT_SAMPLE,0.3333333333333333,-0.05596362328643714,0.4075536231149062,0.3892282572902263,0.6185448575910742
M15,TRIANGLE_ASCENDING,DOWN,RED,RED,FULL,30,9,INSUFFICIENT_SAMPLE,0.5555555555555556,0.18806266286848217,0.7060668906917873,0.4759837432766022,0.6185448575910742
M15,TRIANGLE_ASCENDING,DOWN,RED,RED,FULL,60,9,INSUFFICIENT_SAMPLE,0.6666666666666666,0.3723255673235403,0.9927147378557785,0.6088028446187274,0.6185448575910742
M15,TRIANGLE_ASCENDING,DOWN,RED,RED,FULL,180,9,INSUFFICIENT_SAMPLE,0.3333333333333333,-1.298927525767648,1.4153945210064198,2.4631770006193054,0.6185448575910742
M15,TRIANGLE_ASCENDING,UP,GREEN,GREEN,FULL,15,18,ADEQUATE,0.3333333333333333,0.14136430871472955,0.3292854182877902,0.30274487465764743,0.5618951960518237
M15,TRIANGLE_ASCENDING,UP,GREEN,GREEN,FULL,30,18,ADEQUATE,0.3888888888888889,-0.0760445266450627,0.4001488672982471,0.48375203382430765,0.5618951960518237
M15,TRIANGLE_ASCENDING,UP,GREEN,GREEN,FULL,60,18,ADEQUATE,0.3888888888888889,0.005857686680674897,0.8274370199217158,0.665080445031072,0.5618951960518237
M15,TRIANGLE_ASCENDING,UP,GREEN,GREEN,FULL,180,18,ADEQUATE,0.5555555555555556,0.762520719826604,2.213375397619714,1.103575860753089,0.5618951960518237
M15,TRIANGLE_ASCENDING,UP,GREEN,RED,PARTIAL_OR_NONE,15,21,ADEQUATE,0.14285714285714285,0.016849306500337072,0.39906283260620523,0.40953477533392124,1.9898478029457403
M15,TRIANGLE_ASCENDING,UP,GREEN,RED,PARTIAL_OR_NONE,30,21,ADEQUATE,0.2857142857142857,0.17291502907543743,0.7498626265549138,0.7060778109166604,1.9898478029457403
M15,TRIANGLE_ASCENDING,UP,GREEN,RED,PARTIAL_OR_NONE,60,21,ADEQUATE,0.42857142857142855,0.1573964112317047,1.0271164554607106,1.0236629780630093,1.9898478029457403
M15,TRIANGLE_ASCENDING,UP,GREEN,RED,PARTIAL_OR_NONE,180,21,ADEQUATE,0.5238095238095238,0.7573208352125702,2.066684893965999,1.6210120261941758,1.9898478029457403
M15,TRIANGLE_ASCENDING,UP,RED,GREEN,PARTIAL_OR_NONE,15,7,INSUFFICIENT_SAMPLE,0.42857142857142855,0.17287041452417226,0.46448581880554635,0.30889109545908594,1.613720155035179
M15,TRIANGLE_ASCENDING,UP,RED,GREEN,PARTIAL_OR_NONE,30,7,INSUFFICIENT_SAMPLE,0.42857142857142855,0.1177712002720868,0.543303394660426,0.31386278370782944,1.613720155035179
M15,TRIANGLE_ASCENDING,UP,RED,GREEN,PARTIAL_OR_NONE,60,7,INSUFFICIENT_SAMPLE,0.5714285714285714,0.0871852380131729,0.7507075102426474,0.7693311481795311,1.613720155035179
M15,TRIANGLE_ASCENDING,UP,RED,GREEN,PARTIAL_OR_NONE,180,7,INSUFFICIENT_SAMPLE,0.2857142857142857,-0.3672420979756014,1.7181669499311885,1.461795706233275,1.613720155035179
M15,TRIANGLE_ASCENDING,UP,RED,RED,PARTIAL_OR_NONE,15,3,INSUFFICIENT_SAMPLE,0.6666666666666666,0.3782331704771517,0.6256744273458422,0.24698654330685854,2.6838669516390263
M15,TRIANGLE_ASCENDING,UP,RED,RED,PARTIAL_OR_NONE,30,3,INSUFFICIENT_SAMPLE,0.6666666666666666,0.9561309958159522,1.1570686000481165,0.24698654330685854,2.6838669516390263
M15,TRIANGLE_ASCENDING,UP,RED,RED,PARTIAL_OR_NONE,60,3,INSUFFICIENT_SAMPLE,0.6666666666666666,0.3232069483645243,1.4821412609540527,0.24698654330685854,2.6838669516390263
M15,TRIANGLE_ASCENDING,UP,RED,RED,PARTIAL_OR_NONE,180,3,INSUFFICIENT_SAMPLE,0.6666666666666666,1.1999073554441877,2.1788805378731197,1.3951877138049167,2.6838669516390263
M15,TRIANGLE_DESCENDING,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,15,3,INSUFFICIENT_SAMPLE,0.3333333333333333,0.19857121568847166,0.4519633431764524,0.2344355882049949,2.6911572259002092
M15,TRIANGLE_DESCENDING,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,30,3,INSUFFICIENT_SAMPLE,0.6666666666666666,0.1627266286482004,0.588544660158233,0.3131269911762301,2.6911572259002092
M15,TRIANGLE_DESCENDING,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,60,3,INSUFFICIENT_SAMPLE,0.6666666666666666,0.1383812563133929,0.588544660158233,0.3131269911762301,2.6911572259002092
M15,TRIANGLE_DESCENDING,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,180,3,INSUFFICIENT_SAMPLE,0.0,-1.5639820625945957,0.5975154050032544,1.724440488754616,2.6911572259002092
M15,TRIANGLE_DESCENDING,DOWN,GREEN,RED,PARTIAL_OR_NONE,15,2,INSUFFICIENT_SAMPLE,0.0,-0.31935439237343044,0.06978127436767602,0.5092471627246704,0.09254116537408581
M15,TRIANGLE_DESCENDING,DOWN,GREEN,RED,PARTIAL_OR_NONE,30,2,INSUFFICIENT_SAMPLE,0.5,0.6133144472711481,0.7343087984579348,0.5092471627246704,0.09254116537408581
M15,TRIANGLE_DESCENDING,DOWN,GREEN,RED,PARTIAL_OR_NONE,60,2,INSUFFICIENT_SAMPLE,1.0,0.021417751546130126,1.1798018554590781,0.5641934796655216,0.09254116537408581
M15,TRIANGLE_DESCENDING,DOWN,GREEN,RED,PARTIAL_OR_NONE,180,2,INSUFFICIENT_SAMPLE,0.5,0.06766009595290345,2.0208115540118974,1.499990932426587,0.09254116537408581
M15,TRIANGLE_DESCENDING,DOWN,RED,GREEN,PARTIAL_OR_NONE,15,7,INSUFFICIENT_SAMPLE,0.2857142857142857,-0.03255131668110605,0.3207522368432931,0.3794085494791545,1.885418880230943
M15,TRIANGLE_DESCENDING,DOWN,RED,GREEN,PARTIAL_OR_NONE,30,7,INSUFFICIENT_SAMPLE,0.42857142857142855,0.14480873339900674,0.5072574781273381,0.45915159064198985,1.885418880230943
M15,TRIANGLE_DESCENDING,DOWN,RED,GREEN,PARTIAL_OR_NONE,60,7,INSUFFICIENT_SAMPLE,0.42857142857142855,0.16406288497703522,0.7037923782759172,0.5666845814134096,1.885418880230943
M15,TRIANGLE_DESCENDING,DOWN,RED,GREEN,PARTIAL_OR_NONE,180,7,INSUFFICIENT_SAMPLE,0.42857142857142855,0.37784093823363835,1.551806287800988,1.2639343420019746,1.885418880230943
M15,TRIANGLE_DESCENDING,DOWN,RED,RED,FULL,15,7,INSUFFICIENT_SAMPLE,0.14285714285714285,-0.2675272247456914,0.25331930822199106,0.5566514421591603,0.6560523828776639
M15,TRIANGLE_DESCENDING,DOWN,RED,RED,FULL,30,7,INSUFFICIENT_SAMPLE,0.14285714285714285,-0.6783987533578649,0.2781953128878825,1.0006028144582884,0.6560523828776639
M15,TRIANGLE_DESCENDING,DOWN,RED,RED,FULL,60,7,INSUFFICIENT_SAMPLE,0.14285714285714285,-0.9012695287986549,0.38687827912760747,1.6496698710622166,0.6560523828776639
M15,TRIANGLE_DESCENDING,DOWN,RED,RED,FULL,180,7,INSUFFICIENT_SAMPLE,0.14285714285714285,-1.4164251095213651,0.9207260779613013,3.3822781989611106,0.6560523828776639
M15,TRIANGLE_DESCENDING,UP,GREEN,GREEN,FULL,15,4,INSUFFICIENT_SAMPLE,0.0,-0.4294289127122655,0.1404424503365887,0.6437388268183415,0.7907354371855837
M15,TRIANGLE_DESCENDING,UP,GREEN,GREEN,FULL,30,4,INSUFFICIENT_SAMPLE,0.0,-0.2817535955494445,0.15121504134036326,0.7891998366868684,0.7907354371855837
M15,TRIANGLE_DESCENDING,UP,GREEN,GREEN,FULL,60,4,INSUFFICIENT_SAMPLE,0.25,-0.5992083822139584,0.5129874999422432,1.2567067443483002,0.7907354371855837
M15,TRIANGLE_DESCENDING,UP,GREEN,GREEN,FULL,180,4,INSUFFICIENT_SAMPLE,0.25,1.8500435669985063,2.442045882471256,1.3967504273973042,0.7907354371855837
M15,TRIANGLE_DESCENDING,UP,GREEN,RED,PARTIAL_OR_NONE,15,4,INSUFFICIENT_SAMPLE,0.0,-0.06557435544459918,0.26177485606950157,0.31508178202494563,0.3793684835039697
M15,TRIANGLE_DESCENDING,UP,GREEN,RED,PARTIAL_OR_NONE,30,4,INSUFFICIENT_SAMPLE,0.0,-0.42178316070031396,0.3060063646514183,0.6946146614436377,0.3793684835039697
M15,TRIANGLE_DESCENDING,UP,GREEN,RED,PARTIAL_OR_NONE,60,4,INSUFFICIENT_SAMPLE,0.0,-0.49942693437280516,0.3194103310221445,1.1219726522286169,0.3793684835039697
M15,TRIANGLE_DESCENDING,UP,GREEN,RED,PARTIAL_OR_NONE,180,4,INSUFFICIENT_SAMPLE,0.25,0.2840563340532969,1.5295269287978523,1.680353468993197,0.3793684835039697
M15,TRIANGLE_DESCENDING,UP,RED,GREEN,PARTIAL_OR_NONE,15,28,ADEQUATE,0.21428571428571427,-0.015774752427303168,0.31570161677167263,0.34685816576683653,0.6268494885623669
M15,TRIANGLE_DESCENDING,UP,RED,GREEN,PARTIAL_OR_NONE,30,28,ADEQUATE,0.39285714285714285,-0.022434835988870607,0.48619365850374513,0.4965689620522636,0.6268494885623669
M15,TRIANGLE_DESCENDING,UP,RED,GREEN,PARTIAL_OR_NONE,60,28,ADEQUATE,0.5357142857142857,0.21570597098372982,0.8012604642957485,0.6775899337083098,0.6268494885623669
M15,TRIANGLE_DESCENDING,UP,RED,GREEN,PARTIAL_OR_NONE,180,28,ADEQUATE,0.5,-0.0036187866611112223,1.4382676773632492,1.5660910864892927,0.6268494885623669
M15,TRIANGLE_DESCENDING,UP,RED,RED,PARTIAL_OR_NONE,15,16,ADEQUATE,0.375,0.20647353889723902,0.4323976351483999,0.25126757963291063,0.3782499695053243
M15,TRIANGLE_DESCENDING,UP,RED,RED,PARTIAL_OR_NONE,30,16,ADEQUATE,0.5,-0.02171222542719984,0.5373783411827264,0.6342634906365948,0.3782499695053243
M15,TRIANGLE_DESCENDING,UP,RED,RED,PARTIAL_OR_NONE,60,16,ADEQUATE,0.3125,-0.06357340165773329,0.6659631750119583,0.9349652845938261,0.3782499695053243
M15,TRIANGLE_DESCENDING,UP,RED,RED,PARTIAL_OR_NONE,180,16,ADEQUATE,0.5625,0.253801355128194,1.7458665265482236,1.7751621410487592,0.3782499695053243
M15,TRIANGLE_SYMMETRIC,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,15,5,INSUFFICIENT_SAMPLE,0.4,0.06714434049499167,0.5659613214024991,0.4064103908597037,1.7316898147141793
M15,TRIANGLE_SYMMETRIC,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,30,5,INSUFFICIENT_SAMPLE,0.6,0.047635772171566414,0.7307060306849714,0.49591532257749515,1.7316898147141793
M15,TRIANGLE_SYMMETRIC,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,60,5,INSUFFICIENT_SAMPLE,0.6,-0.15308879257835886,0.7971515657521262,0.5511959304487511,1.7316898147141793
M15,TRIANGLE_SYMMETRIC,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,180,5,INSUFFICIENT_SAMPLE,0.8,-0.3063634608298148,2.9064626785939525,1.842837925823936,1.7316898147141793
M15,TRIANGLE_SYMMETRIC,DOWN,GREEN,RED,PARTIAL_OR_NONE,15,2,INSUFFICIENT_SAMPLE,0.5,-0.539871015510296,1.0923337668344435,0.7525525285068211,0.2913662489544018
M15,TRIANGLE_SYMMETRIC,DOWN,GREEN,RED,PARTIAL_OR_NONE,30,2,INSUFFICIENT_SAMPLE,0.0,-1.0966776138339203,1.0923337668344435,1.4924375582658465,0.2913662489544018
M15,TRIANGLE_SYMMETRIC,DOWN,GREEN,RED,PARTIAL_OR_NONE,60,2,INSUFFICIENT_SAMPLE,0.5,-0.18195635769162757,1.4632092430349235,1.4924375582658465,0.2913662489544018
M15,TRIANGLE_SYMMETRIC,DOWN,GREEN,RED,PARTIAL_OR_NONE,180,2,INSUFFICIENT_SAMPLE,0.5,2.4277913383134564,4.3485781762952085,2.0783893360819086,0.2913662489544018
M15,TRIANGLE_SYMMETRIC,DOWN,RED,GREEN,PARTIAL_OR_NONE,15,4,INSUFFICIENT_SAMPLE,0.0,-0.45244675479426416,0.21645058430794772,0.7505897181457898,1.2580181562511021
M15,TRIANGLE_SYMMETRIC,DOWN,RED,GREEN,PARTIAL_OR_NONE,30,4,INSUFFICIENT_SAMPLE,0.0,-0.34335382834126105,0.28351839950413765,0.892778144613063,1.2580181562511021
M15,TRIANGLE_SYMMETRIC,DOWN,RED,GREEN,PARTIAL_OR_NONE,60,4,INSUFFICIENT_SAMPLE,0.25,-0.2731021208569727,0.7452968155033073,1.0445060454040132,1.2580181562511021
M15,TRIANGLE_SYMMETRIC,DOWN,RED,GREEN,PARTIAL_OR_NONE,180,4,INSUFFICIENT_SAMPLE,0.5,-0.38257974902431924,1.7471417508359866,2.528776600966548,1.2580181562511021
M15,TRIANGLE_SYMMETRIC,DOWN,RED,RED,FULL,15,7,INSUFFICIENT_SAMPLE,0.0,-0.4483288081961773,0.19636695515653538,0.684619761826734,0.4434724251919004
M15,TRIANGLE_SYMMETRIC,DOWN,RED,RED,FULL,30,7,INSUFFICIENT_SAMPLE,0.14285714285714285,-0.0945521337176228,0.4333390652253489,0.8969952604393212,0.4434724251919004
M15,TRIANGLE_SYMMETRIC,DOWN,RED,RED,FULL,60,7,INSUFFICIENT_SAMPLE,0.5714285714285714,0.13020853444306613,1.0696219830872644,1.0928302577683147,0.4434724251919004
M15,TRIANGLE_SYMMETRIC,DOWN,RED,RED,FULL,180,7,INSUFFICIENT_SAMPLE,0.42857142857142855,0.27563104520466236,1.7132165486709698,1.5328590375294209,0.4434724251919004
M15,TRIANGLE_SYMMETRIC,UP,GREEN,GREEN,FULL,15,6,INSUFFICIENT_SAMPLE,0.3333333333333333,-0.32707578464765147,0.3681137321476995,0.6684903230496273,0.2524094281193526
M15,TRIANGLE_SYMMETRIC,UP,GREEN,GREEN,FULL,30,6,INSUFFICIENT_SAMPLE,0.3333333333333333,-0.3180329014216804,0.3681137321476995,0.7303169645035075,0.2524094281193526
M15,TRIANGLE_SYMMETRIC,UP,GREEN,GREEN,FULL,60,6,INSUFFICIENT_SAMPLE,0.16666666666666666,-0.2214882303188339,0.3889184618143398,0.9405381282608515,0.2524094281193526
M15,TRIANGLE_SYMMETRIC,UP,GREEN,GREEN,FULL,180,6,INSUFFICIENT_SAMPLE,0.5,0.6379752833656754,1.5579161348395643,1.0783845975566309,0.2524094281193526
M15,TRIANGLE_SYMMETRIC,UP,GREEN,RED,PARTIAL_OR_NONE,15,7,INSUFFICIENT_SAMPLE,0.2857142857142857,0.18118505635957619,0.5280137511722868,0.24962635202170627,2.405686488251372
M15,TRIANGLE_SYMMETRIC,UP,GREEN,RED,PARTIAL_OR_NONE,30,7,INSUFFICIENT_SAMPLE,0.5714285714285714,0.30694389343604095,0.7525735823073594,0.4415742386410127,2.405686488251372
M15,TRIANGLE_SYMMETRIC,UP,GREEN,RED,PARTIAL_OR_NONE,60,7,INSUFFICIENT_SAMPLE,0.5714285714285714,0.8195781338733575,1.283995335174442,0.6493689043427148,2.405686488251372
M15,TRIANGLE_SYMMETRIC,UP,GREEN,RED,PARTIAL_OR_NONE,180,7,INSUFFICIENT_SAMPLE,0.42857142857142855,0.2276211536099718,1.5612549564329683,1.527205313149979,2.405686488251372
M15,TRIANGLE_SYMMETRIC,UP,RED,GREEN,PARTIAL_OR_NONE,15,4,INSUFFICIENT_SAMPLE,0.5,1.2660943551143562,1.4946228797941805,-0.3136305525979107,0.5118387728884808
M15,TRIANGLE_SYMMETRIC,UP,RED,GREEN,PARTIAL_OR_NONE,30,4,INSUFFICIENT_SAMPLE,0.75,1.2927620336457815,1.8554771779159118,-0.3136305525979107,0.5118387728884808
M15,TRIANGLE_SYMMETRIC,UP,RED,GREEN,PARTIAL_OR_NONE,60,4,INSUFFICIENT_SAMPLE,1.0,2.111661882251867,2.550467310779868,-0.3136305525979107,0.5118387728884808
M15,TRIANGLE_SYMMETRIC,UP,RED,GREEN,PARTIAL_OR_NONE,180,4,INSUFFICIENT_SAMPLE,0.75,2.612309306080035,3.986794540940804,0.1668947755240061,0.5118387728884808
M15,TRIANGLE_SYMMETRIC,UP,RED,RED,PARTIAL_OR_NONE,15,8,INSUFFICIENT_SAMPLE,0.25,0.029380014331767002,0.32023301108215296,0.38253562406530933,0.45187517493591023
M15,TRIANGLE_SYMMETRIC,UP,RED,RED,PARTIAL_OR_NONE,30,8,INSUFFICIENT_SAMPLE,0.625,0.33131586785405787,0.7385529893521832,0.4333073958136288,0.45187517493591023
M15,TRIANGLE_SYMMETRIC,UP,RED,RED,PARTIAL_OR_NONE,60,8,INSUFFICIENT_SAMPLE,0.625,0.24982481202340642,1.4759114823409674,0.6658515014228125,0.45187517493591023
M15,TRIANGLE_SYMMETRIC,UP,RED,RED,PARTIAL_OR_NONE,180,8,INSUFFICIENT_SAMPLE,0.625,-0.0509386174817234,2.0555032367697508,1.6081322245853928,0.45187517493591023
M5,RANGE_BOX,DOWN,DOJI,RED,PARTIAL_OR_NONE,15,1,INSUFFICIENT_SAMPLE,0.0,-4.905287452539927,0.15628356734731844,5.187606154844597,1.27043416037033
M5,RANGE_BOX,DOWN,DOJI,RED,PARTIAL_OR_NONE,30,1,INSUFFICIENT_SAMPLE,0.0,-4.229739129168446,0.15628356734731844,6.0446450725545,1.27043416037033
M5,RANGE_BOX,DOWN,DOJI,RED,PARTIAL_OR_NONE,60,1,INSUFFICIENT_SAMPLE,0.0,-4.128911021202655,0.15628356734731844,6.0446450725545,1.27043416037033
M5,RANGE_BOX,DOWN,DOJI,RED,PARTIAL_OR_NONE,180,1,INSUFFICIENT_SAMPLE,0.0,-7.017636314424948,0.15628356734731844,11.16671295722122,1.27043416037033
M5,RANGE_BOX,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,15,2,INSUFFICIENT_SAMPLE,0.0,-0.45040377023671413,0.2187246616164871,1.1415473347344263,1.6045060397192354
M5,RANGE_BOX,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,30,2,INSUFFICIENT_SAMPLE,0.0,-0.1267974582490131,0.5389992559325675,1.1415473347344263,1.6045060397192354
M5,RANGE_BOX,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,60,2,INSUFFICIENT_SAMPLE,0.0,-0.46916845092747606,0.9062746522401633,1.2964342287070205,1.6045060397192354
M5,RANGE_BOX,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,180,2,INSUFFICIENT_SAMPLE,0.0,0.5948350054592442,1.9428861594580484,3.459112746829293,1.6045060397192354
M5,RANGE_BOX,DOWN,GREEN,RED,PARTIAL_OR_NONE,15,2,INSUFFICIENT_SAMPLE,0.5,-0.1976664542143225,0.4593443089282543,0.5588164232003173,2.359921779104856
M5,RANGE_BOX,DOWN,GREEN,RED,PARTIAL_OR_NONE,30,2,INSUFFICIENT_SAMPLE,1.0,0.6279542850392463,1.141295262413053,0.7152358144229953,2.359921779104856
M5,RANGE_BOX,DOWN,GREEN,RED,PARTIAL_OR_NONE,60,2,INSUFFICIENT_SAMPLE,1.0,-0.17131821210081685,2.389642326978728,0.7152358144229953,2.359921779104856
M5,RANGE_BOX,DOWN,GREEN,RED,PARTIAL_OR_NONE,180,2,INSUFFICIENT_SAMPLE,0.5,-0.15440327158721143,3.1092102098986194,2.6975507916489705,2.359921779104856
M5,RANGE_BOX,DOWN,RED,GREEN,PARTIAL_OR_NONE,15,3,INSUFFICIENT_SAMPLE,0.3333333333333333,-0.037131722436748026,0.82583815646697,0.7192822352172393,7.2806029450043
M5,RANGE_BOX,DOWN,RED,GREEN,PARTIAL_OR_NONE,30,3,INSUFFICIENT_SAMPLE,0.6666666666666666,0.5981316773552412,1.861802419877631,1.0698616420979354,7.2806029450043
M5,RANGE_BOX,DOWN,RED,GREEN,PARTIAL_OR_NONE,60,3,INSUFFICIENT_SAMPLE,0.6666666666666666,0.5297153666714903,2.3868747564304087,1.0819505871627744,7.2806029450043
M5,RANGE_BOX,DOWN,RED,GREEN,PARTIAL_OR_NONE,180,3,INSUFFICIENT_SAMPLE,0.6666666666666666,3.7580858123214766,7.708295683670241,1.6832841891833876,7.2806029450043
M5,RANGE_BOX,DOWN,RED,RED,FULL,15,1,INSUFFICIENT_SAMPLE,0.0,-0.13231737176576644,0.11761544156958874,0.6873152366718924,0.8122816433395701
M5,RANGE_BOX,DOWN,RED,RED,FULL,30,1,INSUFFICIENT_SAMPLE,0.0,-0.33079342941433254,0.6064546205929151,0.6873152366718924,0.8122816433395701
M5,RANGE_BOX,DOWN,RED,RED,FULL,60,1,INSUFFICIENT_SAMPLE,0.0,-0.36754825490477677,0.6064546205929151,1.010757700988136,0.8122816433395701
M5,RANGE_BOX,DOWN,RED,RED,FULL,180,1,INSUFFICIENT_SAMPLE,0.0,-0.003675482548960854,0.9298970849091588,1.010757700988136,0.8122816433395701
M5,RANGE_BOX,UP,GREEN,GREEN,FULL,15,4,INSUFFICIENT_SAMPLE,0.5,-0.3051461714241528,1.2087977535257788,1.8237688319033363,0.7659564752923875
M5,RANGE_BOX,UP,GREEN,GREEN,FULL,30,4,INSUFFICIENT_SAMPLE,0.5,0.22869091756749976,1.504851517867388,1.8237688319033363,0.7659564752923875
M5,RANGE_BOX,UP,GREEN,GREEN,FULL,60,4,INSUFFICIENT_SAMPLE,0.5,0.1467891319037768,1.9685961208408767,1.8237688319033363,0.7659564752923875
M5,RANGE_BOX,UP,GREEN,GREEN,FULL,180,4,INSUFFICIENT_SAMPLE,0.25,-0.5506090766447701,3.1266392818753554,3.7888613741689383,0.7659564752923875
M5,RANGE_BOX,UP,GREEN,RED,PARTIAL_OR_NONE,15,5,INSUFFICIENT_SAMPLE,0.4,-0.5511033216987011,0.5143460289254814,1.041760305532159,1.5706131418481717
M5,RANGE_BOX,UP,GREEN,RED,PARTIAL_OR_NONE,30,5,INSUFFICIENT_SAMPLE,0.2,-0.3277611226348561,0.5615549581384874,1.4506372523063202,1.5706131418481717
M5,RANGE_BOX,UP,GREEN,RED,PARTIAL_OR_NONE,60,5,INSUFFICIENT_SAMPLE,0.4,0.07079917105199676,0.832272318927888,1.8695256032038112,1.5706131418481717
M5,RANGE_BOX,UP,GREEN,RED,PARTIAL_OR_NONE,180,5,INSUFFICIENT_SAMPLE,0.8,0.26215424126776765,2.535285130475673,2.4150168724486805,1.5706131418481717
M5,RANGE_BOX,UP,RED,GREEN,PARTIAL_OR_NONE,15,2,INSUFFICIENT_SAMPLE,0.5,2.089437208145788,3.1184425761247523,1.0712560657853987,0.44410039026728987
M5,RANGE_BOX,UP,RED,GREEN,PARTIAL_OR_NONE,30,2,INSUFFICIENT_SAMPLE,0.5,2.4404913430793953,3.894141612378698,1.3892299729131272,0.44410039026728987
