timeframe,pattern_type,breakout_side,h1_color,h4_color,htf_alignment,horizon_minutes,sample_size,sample_status,success_rate,avg_return_atr,avg_mfe_atr,avg_mae_atr,avg_nearest_htf_obstacle_atr
M5,RANGE_BOX,UP,RED,GREEN,PARTIAL_OR_NONE,60,2,INSUFFICIENT_SAMPLE,0.5,3.754026544411035,5.4921901164375075,1.3892299729131272,0.44410039026728987
M5,RANGE_BOX,UP,RED,GREEN,PARTIAL_OR_NONE,180,2,INSUFFICIENT_SAMPLE,1.0,5.769828845687241,9.164548835491086,1.3892299729131272,0.44410039026728987
M5,RANGE_BOX,UP,RED,RED,PARTIAL_OR_NONE,15,4,INSUFFICIENT_SAMPLE,0.75,1.142871172532525,1.2678635094613875,0.49050208237106024,2.129639133155191
M5,RANGE_BOX,UP,RED,RED,PARTIAL_OR_NONE,30,4,INSUFFICIENT_SAMPLE,0.75,1.6582171095647453,2.8071153988587487,0.5499092413636568,2.129639133155191
M5,RANGE_BOX,UP,RED,RED,PARTIAL_OR_NONE,60,4,INSUFFICIENT_SAMPLE,0.75,1.4252901334602315,3.3136267923962412,1.5313742485409458,2.129639133155191
M5,RANGE_BOX,UP,RED,RED,PARTIAL_OR_NONE,180,4,INSUFFICIENT_SAMPLE,0.75,4.690109861622382,8.569384220144716,3.2073146438988624,2.129639133155191
M5,TRIANGLE_ASCENDING,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,15,27,ADEQUATE,0.4444444444444444,-0.009641581156037419,0.9392314144728886,0.836325724451312,2.8322559187815926
M5,TRIANGLE_ASCENDING,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,30,27,ADEQUATE,0.48148148148148145,0.0503321990642936,1.379268126375633,1.2413235083641834,2.8322559187815926
M5,TRIANGLE_ASCENDING,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,60,27,ADEQUATE,0.4444444444444444,0.3071591061215837,1.9679701857910146,1.966519966290081,2.8322559187815926
M5,TRIANGLE_ASCENDING,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,180,27,ADEQUATE,0.48148148148148145,0.851998464253591,4.489661141079467,3.2607829384016083,2.8322559187815926
M5,TRIANGLE_ASCENDING,DOWN,GREEN,RED,PARTIAL_OR_NONE,15,24,ADEQUATE,0.375,-0.23000994203254663,0.6754740309349933,0.8609129087426822,3.4256168125995763
M5,TRIANGLE_ASCENDING,DOWN,GREEN,RED,PARTIAL_OR_NONE,30,24,ADEQUATE,0.5,-0.28783103047600345,1.0812397967459697,1.1739867666660369,3.4256168125995763
M5,TRIANGLE_ASCENDING,DOWN,GREEN,RED,PARTIAL_OR_NONE,60,24,ADEQUATE,0.5,-0.22347437607819598,1.7134317470149731,1.9043199029634037,3.4256168125995763
M5,TRIANGLE_ASCENDING,DOWN,GREEN,RED,PARTIAL_OR_NONE,180,24,ADEQUATE,0.375,-0.09807381819132906,4.048814683021608,3.791786680024041,3.4256168125995763
M5,TRIANGLE_ASCENDING,DOWN,RED,GREEN,PARTIAL_OR_NONE,15,18,ADEQUATE,0.3888888888888889,-0.1497522331178791,0.8312643786430842,0.8923983297113494,1.8085361197047851
M5,TRIANGLE_ASCENDING,DOWN,RED,GREEN,PARTIAL_OR_NONE,30,18,ADEQUATE,0.5,-0.2914122106329484,1.0814584994313838,1.2854594491682458,1.8085361197047851
M5,TRIANGLE_ASCENDING,DOWN,RED,GREEN,PARTIAL_OR_NONE,60,18,ADEQUATE,0.4444444444444444,0.2267606724351206,1.8122343335069628,1.8134848019135978,1.8085361197047851
M5,TRIANGLE_ASCENDING,DOWN,RED,GREEN,PARTIAL_OR_NONE,180,18,ADEQUATE,0.3333333333333333,-0.9703023542041461,2.6812438492421276,3.254973179041034,1.8085361197047851
M5,TRIANGLE_ASCENDING,DOWN,RED,RED,FULL,15,21,ADEQUATE,0.47619047619047616,-0.35016834572725486,0.5233211103140627,0.9553337481751824,1.5909860432916505
M5,TRIANGLE_ASCENDING,DOWN,RED,RED,FULL,30,21,ADEQUATE,0.38095238095238093,-0.09370509258875376,1.341288557009087,1.3592219568178758,1.5909860432916505
M5,TRIANGLE_ASCENDING,DOWN,RED,RED,FULL,60,21,ADEQUATE,0.47619047619047616,0.006517260866762446,2.020724268928386,1.6687836894452248,1.5909860432916505
M5,TRIANGLE_ASCENDING,DOWN,RED,RED,FULL,180,21,ADEQUATE,0.2857142857142857,-2.5307791870962113,2.5615208645578007,4.207549697576937,1.5909860432916505
M5,TRIANGLE_ASCENDING,UP,GREEN,GREEN,FULL,15,20,ADEQUATE,0.7,0.6692097563961403,1.3611547067268834,0.7156555370395331,0.5685883803755374
M5,TRIANGLE_ASCENDING,UP,GREEN,GREEN,FULL,30,20,ADEQUATE,0.65,0.5230849808720379,1.6333341876385852,0.9136327165670469,0.5685883803755374
M5,TRIANGLE_ASCENDING,UP,GREEN,GREEN,FULL,60,20,ADEQUATE,0.6,0.7915174464427016,2.2914572340211734,1.3608067343847232,0.5685883803755374
M5,TRIANGLE_ASCENDING,UP,GREEN,GREEN,FULL,180,20,ADEQUATE,0.6,0.9661491742341713,3.825044619093867,2.7210009851933235,0.5685883803755374
M5,TRIANGLE_ASCENDING,UP,GREEN,RED,PARTIAL_OR_NONE,15,11,ADEQUATE,0.5454545454545454,0.15693699630747354,0.7779982964327773,0.7747255637116449,4.03800891175404
M5,TRIANGLE_ASCENDING,UP,GREEN,RED,PARTIAL_OR_NONE,30,11,ADEQUATE,0.45454545454545453,-0.1246522183077667,1.146345164583614,1.2978395472766426,4.03800891175404
M5,TRIANGLE_ASCENDING,UP,GREEN,RED,PARTIAL_OR_NONE,60,11,ADEQUATE,0.2727272727272727,-0.7116650163860992,1.290672939297961,2.1129995284263186,4.03800891175404
M5,TRIANGLE_ASCENDING,UP,GREEN,RED,PARTIAL_OR_NONE,180,11,ADEQUATE,0.36363636363636365,-1.000159792486914,2.3810256984481026,3.792320823512792,4.03800891175404
M5,TRIANGLE_ASCENDING,UP,RED,GREEN,PARTIAL_OR_NONE,15,7,INSUFFICIENT_SAMPLE,0.7142857142857143,0.026130938262849956,0.6664986216061718,0.5584124619831898,1.4458818064712196
M5,TRIANGLE_ASCENDING,UP,RED,GREEN,PARTIAL_OR_NONE,30,7,INSUFFICIENT_SAMPLE,0.5714285714285714,0.0661799791539502,1.0332328593536528,0.8493555055399585,1.4458818064712196
M5,TRIANGLE_ASCENDING,UP,RED,GREEN,PARTIAL_OR_NONE,60,7,INSUFFICIENT_SAMPLE,0.5714285714285714,0.7149526296283052,2.263139755384889,1.8030427481810105,1.4458818064712196
M5,TRIANGLE_ASCENDING,UP,RED,GREEN,PARTIAL_OR_NONE,180,7,INSUFFICIENT_SAMPLE,0.42857142857142855,1.7769927268293748,3.539032911957178,2.65989770016176,1.4458818064712196
M5,TRIANGLE_ASCENDING,UP,RED,RED,PARTIAL_OR_NONE,15,12,ADEQUATE,0.5,0.14859599660598907,0.9659483079402893,0.6566199697052991,2.322069141777222
M5,TRIANGLE_ASCENDING,UP,RED,RED,PARTIAL_OR_NONE,30,12,ADEQUATE,0.5833333333333334,0.34805819680339417,1.60115874528699,0.8621943759901404,2.322069141777222
M5,TRIANGLE_ASCENDING,UP,RED,RED,PARTIAL_OR_NONE,60,12,ADEQUATE,0.5833333333333334,-0.3203637567123172,1.7305806046665955,2.101370046681303,2.322069141777222
M5,TRIANGLE_ASCENDING,UP,RED,RED,PARTIAL_OR_NONE,180,12,ADEQUATE,0.6666666666666666,1.1283592525156154,3.115640455079166,2.3302860717114107,2.322069141777222
M5,TRIANGLE_DESCENDING,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,15,5,INSUFFICIENT_SAMPLE,0.4,-0.05309968805936033,0.7166299486015096,0.8101273681360063,1.2022240275998521
M5,TRIANGLE_DESCENDING,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,30,5,INSUFFICIENT_SAMPLE,0.4,0.01744505374618488,1.2916130294745827,1.393945756085105,1.2022240275998521
M5,TRIANGLE_DESCENDING,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,60,5,INSUFFICIENT_SAMPLE,0.4,-0.5540023919951759,1.7032464407150472,2.4672663203039953,1.2022240275998521
M5,TRIANGLE_DESCENDING,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,180,5,INSUFFICIENT_SAMPLE,0.4,0.9938644821181711,3.236562641285149,3.870422411751,1.2022240275998521
M5,TRIANGLE_DESCENDING,DOWN,GREEN,RED,PARTIAL_OR_NONE,15,12,ADEQUATE,0.5833333333333334,0.09489781275574684,1.2651984344861493,1.111270148381621,1.5564193487193676
M5,TRIANGLE_DESCENDING,DOWN,GREEN,RED,PARTIAL_OR_NONE,30,12,ADEQUATE,0.6666666666666666,0.32114839596319594,1.410753153128087,1.1828884923905065,1.5564193487193676
M5,TRIANGLE_DESCENDING,DOWN,GREEN,RED,PARTIAL_OR_NONE,60,12,ADEQUATE,0.6666666666666666,1.1356531861003967,2.7190279407582665,1.3006786698215553,1.5564193487193676
M5,TRIANGLE_DESCENDING,DOWN,GREEN,RED,PARTIAL_OR_NONE,180,12,ADEQUATE,0.5833333333333334,0.7844495201265467,4.894459444762325,2.623008286678809,1.5564193487193676
M5,TRIANGLE_DESCENDING,DOWN,RED,GREEN,PARTIAL_OR_NONE,15,5,INSUFFICIENT_SAMPLE,0.4,-0.2168820307432017,0.5296587877222685,0.5412446468404706,5.105796551651483
M5,TRIANGLE_DESCENDING,DOWN,RED,GREEN,PARTIAL_OR_NONE,30,5,INSUFFICIENT_SAMPLE,0.4,-0.1438770855293835,0.8603386421389974,0.7972631721414009,5.105796551651483
M5,TRIANGLE_DESCENDING,DOWN,RED,GREEN,PARTIAL_OR_NONE,60,5,INSUFFICIENT_SAMPLE,0.6,0.5147231345914299,1.1562065502125063,0.819210216933168,5.105796551651483
M5,TRIANGLE_DESCENDING,DOWN,RED,GREEN,PARTIAL_OR_NONE,180,5,INSUFFICIENT_SAMPLE,0.6,1.1341406936094198,4.421926649137026,3.199864655284003,5.105796551651483
M5,TRIANGLE_DESCENDING,DOWN,RED,RED,FULL,15,6,INSUFFICIENT_SAMPLE,0.3333333333333333,-0.605303429397048,1.2177891648566368,1.1131372610763448,1.6938111691221536
M5,TRIANGLE_DESCENDING,DOWN,RED,RED,FULL,30,6,INSUFFICIENT_SAMPLE,0.3333333333333333,-0.6963582801871313,1.2177891648566368,1.6585096051822417,1.6938111691221536
M5,TRIANGLE_DESCENDING,DOWN,RED,RED,FULL,60,6,INSUFFICIENT_SAMPLE,0.5,-0.4914284206091626,1.7958561393035133,2.066863708940756,1.6938111691221536
M5,TRIANGLE_DESCENDING,DOWN,RED,RED,FULL,180,6,INSUFFICIENT_SAMPLE,0.3333333333333333,-4.280424334382312,2.075426680627961,5.644877623606988,1.6938111691221536
M5,TRIANGLE_DESCENDING,UP,GREEN,GREEN,FULL,15,15,ADEQUATE,0.3333333333333333,-0.2407378571519315,0.593042857342764,0.9228884901295561,0.6566828365189101
M5,TRIANGLE_DESCENDING,UP,GREEN,GREEN,FULL,30,15,ADEQUATE,0.3333333333333333,-0.17503014351806884,0.896604326975595,1.2257156645826985,0.6566828365189101
M5,TRIANGLE_DESCENDING,UP,GREEN,GREEN,FULL,60,15,ADEQUATE,0.4,-0.7329512228355608,1.1035005610021595,1.9166613680229099,0.6566828365189101
M5,TRIANGLE_DESCENDING,UP,GREEN,GREEN,FULL,180,15,ADEQUATE,0.26666666666666666,-0.7374370188952539,1.982485890061128,3.7526510749046773,0.6566828365189101
M5,TRIANGLE_DESCENDING,UP,GREEN,RED,PARTIAL_OR_NONE,15,14,ADEQUATE,0.42857142857142855,0.05705870819358383,0.7154236426758743,0.8901094892256721,1.5525123247215116
M5,TRIANGLE_DESCENDING,UP,GREEN,RED,PARTIAL_OR_NONE,30,14,ADEQUATE,0.42857142857142855,0.6808586282983269,1.2528053109271318,1.290912007088633,1.5525123247215116
M5,TRIANGLE_DESCENDING,UP,GREEN,RED,PARTIAL_OR_NONE,60,14,ADEQUATE,0.5714285714285714,0.5961968340340835,1.847648363405021,1.44355061733585,1.5525123247215116
M5,TRIANGLE_DESCENDING,UP,GREEN,RED,PARTIAL_OR_NONE,180,14,ADEQUATE,0.7142857142857143,0.34783057104649345,3.5966380141523864,3.061820372887765,1.5525123247215116
M5,TRIANGLE_DESCENDING,UP,RED,GREEN,PARTIAL_OR_NONE,15,13,ADEQUATE,0.6153846153846154,0.11537546461260319,0.8642558739803742,0.760089483433172,2.112077053062564
M5,TRIANGLE_DESCENDING,UP,RED,GREEN,PARTIAL_OR_NONE,30,13,ADEQUATE,0.6153846153846154,0.1764974460601954,1.3643421941062503,1.2664519037371207,2.112077053062564
M5,TRIANGLE_DESCENDING,UP,RED,GREEN,PARTIAL_OR_NONE,60,13,ADEQUATE,0.6153846153846154,0.353845178090545,2.207386676972337,1.5953592761384874,2.112077053062564
M5,TRIANGLE_DESCENDING,UP,RED,GREEN,PARTIAL_OR_NONE,180,13,ADEQUATE,0.5384615384615384,-0.4637213910680024,2.8957429698087997,2.8082928022221596,2.112077053062564
M5,TRIANGLE_DESCENDING,UP,RED,RED,PARTIAL_OR_NONE,15,14,ADEQUATE,0.35714285714285715,-0.7821410669206922,0.6484109508495198,1.5199986903020655,2.1472015166932406
M5,TRIANGLE_DESCENDING,UP,RED,RED,PARTIAL_OR_NONE,30,14,ADEQUATE,0.2857142857142857,-1.2914376040535491,0.7940631415470106,2.4011932622774568,2.1472015166932406
M5,TRIANGLE_DESCENDING,UP,RED,RED,PARTIAL_OR_NONE,60,14,ADEQUATE,0.35714285714285715,-0.5609826937500915,1.1359210686992403,2.8347868672347247,2.1472015166932406
M5,TRIANGLE_DESCENDING,UP,RED,RED,PARTIAL_OR_NONE,180,14,ADEQUATE,0.21428571428571427,-1.8680159367715992,2.3759027565462394,6.282985853723109,2.1472015166932406
M5,TRIANGLE_SYMMETRIC,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,15,6,INSUFFICIENT_SAMPLE,0.16666666666666666,-0.32167317603911433,0.3468165100382053,0.8961822518727173,1.8596140546954099
M5,TRIANGLE_SYMMETRIC,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,30,6,INSUFFICIENT_SAMPLE,0.16666666666666666,-0.6888738490225279,0.4958559919074837,1.3445037663681905,1.8596140546954099
M5,TRIANGLE_SYMMETRIC,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,60,6,INSUFFICIENT_SAMPLE,0.3333333333333333,-0.11631725619073259,0.9404065833163188,1.71474478427971,1.8596140546954099
M5,TRIANGLE_SYMMETRIC,DOWN,GREEN,GREEN,PARTIAL_OR_NONE,180,6,INSUFFICIENT_SAMPLE,0.5,-1.3735115648431122,2.327446742018956,3.781660621001212,1.8596140546954099
M5,TRIANGLE_SYMMETRIC,DOWN,GREEN,RED,PARTIAL_OR_NONE,15,4,INSUFFICIENT_SAMPLE,0.25,-0.2384330986966355,0.3569467093038214,0.8071970365603638,3.0427293239271402
M5,TRIANGLE_SYMMETRIC,DOWN,GREEN,RED,PARTIAL_OR_NONE,30,4,INSUFFICIENT_SAMPLE,0.25,-0.05609839311547185,0.4845704574270964,0.8224310776381342,3.0427293239271402
M5,TRIANGLE_SYMMETRIC,DOWN,GREEN,RED,PARTIAL_OR_NONE,60,4,INSUFFICIENT_SAMPLE,0.5,-0.1362316923855865,1.023851015732564,1.1379290651258036,3.0427293239271402
M5,TRIANGLE_SYMMETRIC,DOWN,GREEN,RED,PARTIAL_OR_NONE,180,4,INSUFFICIENT_SAMPLE,0.25,-0.47108026334340214,2.0106511409136534,2.128783900959102,3.0427293239271402
M5,TRIANGLE_SYMMETRIC,DOWN,RED,GREEN,PARTIAL_OR_NONE,15,5,INSUFFICIENT_SAMPLE,0.8,-0.023047255424972112,1.3954648825313083,0.8083238788234548,0.9061506769265174
M5,TRIANGLE_SYMMETRIC,DOWN,RED,GREEN,PARTIAL_OR_NONE,30,5,INSUFFICIENT_SAMPLE,0.4,-0.3679023653012858,1.5448755874522218,2.1208014639455053,0.9061506769265174
M5,TRIANGLE_SYMMETRIC,DOWN,RED,GREEN,PARTIAL_OR_NONE,60,5,INSUFFICIENT_SAMPLE,0.6,-0.12012213780540618,2.186064779160021,3.014585825865235,0.9061506769265174
M5,TRIANGLE_SYMMETRIC,DOWN,RED,GREEN,PARTIAL_OR_NONE,180,5,INSUFFICIENT_SAMPLE,0.4,-3.7046988698712204,2.623687035644623,5.8107267276936785,0.9061506769265174
M5,TRIANGLE_SYMMETRIC,DOWN,RED,RED,FULL,15,2,INSUFFICIENT_SAMPLE,0.5,-0.15406595132415307,0.5239887081431229,0.5300378965302315,0.5227340326401605
M5,TRIANGLE_SYMMETRIC,DOWN,RED,RED,FULL,30,2,INSUFFICIENT_SAMPLE,0.5,0.38159350047938345,1.207345600303933,1.0441191911624077,0.5227340326401605
M5,TRIANGLE_SYMMETRIC,DOWN,RED,RED,FULL,60,2,INSUFFICIENT_SAMPLE,1.0,1.5226975407992343,2.3838791321473987,1.0605260409910782,0.5227340326401605
M5,TRIANGLE_SYMMETRIC,DOWN,RED,RED,FULL,180,2,INSUFFICIENT_SAMPLE,1.0,10.040134024417128,12.238331644044216,1.0605260409910782,0.5227340326401605
M5,TRIANGLE_SYMMETRIC,UP,GREEN,GREEN,FULL,15,6,INSUFFICIENT_SAMPLE,0.3333333333333333,-0.5355323251663778,0.627177145662818,1.161335121473117,0.8765995865021741
M5,TRIANGLE_SYMMETRIC,UP,GREEN,GREEN,FULL,30,6,INSUFFICIENT_SAMPLE,0.3333333333333333,-1.2117184419267517,0.9769797449061303,2.73136439409039,0.8765995865021741
M5,TRIANGLE_SYMMETRIC,UP,GREEN,GREEN,FULL,60,6,INSUFFICIENT_SAMPLE,0.3333333333333333,-0.9295513101551073,1.4364011015806728,3.124776218206835,0.8765995865021741
M5,TRIANGLE_SYMMETRIC,UP,GREEN,GREEN,FULL,180,6,INSUFFICIENT_SAMPLE,0.6666666666666666,-0.5495314027964939,3.9919204087252482,4.489383935823571,0.8765995865021741
M5,TRIANGLE_SYMMETRIC,UP,GREEN,RED,PARTIAL_OR_NONE,15,3,INSUFFICIENT_SAMPLE,0.3333333333333333,-0.5441117965907374,0.5515516572631364,0.8126721084054656,0.8360424725446386
M5,TRIANGLE_SYMMETRIC,UP,GREEN,RED,PARTIAL_OR_NONE,30,3,INSUFFICIENT_SAMPLE,0.0,-0.6739171438749416,0.5515516572631364,1.4717856225962949,0.8360424725446386
M5,TRIANGLE_SYMMETRIC,UP,GREEN,RED,PARTIAL_OR_NONE,60,3,INSUFFICIENT_SAMPLE,0.3333333333333333,0.30723905721426464,1.1141023789463416,1.9950524386213833,0.8360424725446386
M5,TRIANGLE_SYMMETRIC,UP,GREEN,RED,PARTIAL_OR_NONE,180,3,INSUFFICIENT_SAMPLE,0.6666666666666666,3.790436962932771,5.3991936034082615,1.9950524386213833,0.8360424725446386
M5,TRIANGLE_SYMMETRIC,UP,RED,GREEN,PARTIAL_OR_NONE,15,10,ADEQUATE,0.5,0.005916922827297907,0.6260753326973094,0.6041514067442484,2.270204304516099
M5,TRIANGLE_SYMMETRIC,UP,RED,GREEN,PARTIAL_OR_NONE,30,10,ADEQUATE,0.6,0.32209249958421715,1.2603090002387352,0.7478600953562957,2.270204304516099
M5,TRIANGLE_SYMMETRIC,UP,RED,GREEN,PARTIAL_OR_NONE,60,10,ADEQUATE,0.5,-0.028111069001731836,1.615291841829725,1.3429132234971912,2.270204304516099
M5,TRIANGLE_SYMMETRIC,UP,RED,GREEN,PARTIAL_OR_NONE,180,10,ADEQUATE,0.5,-0.13875830143042128,2.816289576978617,2.775724638879989,2.270204304516099
M5,TRIANGLE_SYMMETRIC,UP,RED,RED,PARTIAL_OR_NONE,15,8,INSUFFICIENT_SAMPLE,0.125,-0.346461490766357,0.46770929662300936,1.108475065377918,3.1568054374208323
M5,TRIANGLE_SYMMETRIC,UP,RED,RED,PARTIAL_OR_NONE,30,8,INSUFFICIENT_SAMPLE,0.375,-0.2741175003261531,0.8866002604647916,1.3963908540503158,3.1568054374208323
M5,TRIANGLE_SYMMETRIC,UP,RED,RED,PARTIAL_OR_NONE,60,8,INSUFFICIENT_SAMPLE,0.375,-0.1067614086447718,1.3919643066193883,1.772689412371554,3.1568054374208323
M5,TRIANGLE_SYMMETRIC,UP,RED,RED,PARTIAL_OR_NONE,180,8,INSUFFICIENT_SAMPLE,0.625,2.387763945345601,4.113217621324283,2.353696299207437,3.1568054374208323
